record,original_trial_index,dataset_prefix_candidate,filename_task_suffix_candidate,sample_rate_hz,cue_sample_index,cue_onset_time_s,cue_offset_estimate_s,cue_duration_s,cue_side,channel9_response_event_count_in_cue_interval,response_sample_index,response_marker_time_s,t_act_s,t_act_relative_to_cue_s,pre_response_endpoint_s,response_raw_at_edge,response_code_standardized,response_side,response_decode_status,response_declared_code,response_bout_code_sequence,response_analysis_window_start_s,response_analysis_window_end_s,response_analysis_window_start_sample_index,response_analysis_window_end_sample_index_exclusive,response_window_fully_observed,response_nonzero_sample_count_in_analysis_window,response_present_in_analysis_window,response_declared_code_sample_count_in_analysis_window,response_declared_code_time_in_analysis_window_s,analysis_window_observation_status,response_duration_s,response_bout_end_time_s,target_side,cue_response_direction_consistent,task_correct,task_correctness_status,task_correctness_source,response_latency_from_cue_s,cue_plus_3_deadline_time_s,cue_plus_3_deadline_covered,timely_response,timeliness_status,timeliness_source,direction_consistency_status,has_channel9_action_edge_in_cue_interval,response_marker_run_duration_s,response_minus_cue_onset_s,response_minus_cue_offset_s,target_schedule_proxy_s,marker_minus_schedule_proxy_s,marker_minus_cue_plus_2p0_s_sensitivity_only,marker_minus_cue_plus_2p2_s_sensitivity_only,target_onset_verified,reaction_time_s,reaction_time_status,t_act_status,direction_consistency_interpretation,cue_interval_action_marker_status
VisualCogA_Task-1,69,VisualCogA,1,256.0,153760,600.625,600.828125,0.203125,1,1,154327,602.83984375,602.83984375,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,599.625,605.625,153504,155041,True,280,True,280,602.83984375,declared_response_code_observed,1.09375,603.93359375,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,603.625,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.09375,2.21484375,2.01171875,602.828125,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,70,VisualCogA,1,256.0,155889,608.94140625,609.14453125,0.203125,-1,1,156456,611.15625,611.15625,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,607.94140625,613.94140625,155633,157170,True,277,True,277,611.15625,declared_response_code_observed,1.08203125,612.23828125,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,611.94140625,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.08203125,2.21484375,2.01171875,611.14453125,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,71,VisualCogA,1,256.0,158017,617.25390625,617.45703125,0.203125,1,1,158584,619.46875,619.46875,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,616.25390625,622.25390625,157761,159298,True,222,True,222,619.46875,declared_response_code_observed,0.8671875,620.3359375,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,620.25390625,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,0.8671875,2.21484375,2.01171875,619.45703125,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,72,VisualCogA,1,256.0,160090,625.3515625,625.5546875,0.203125,-1,1,160657,627.56640625,627.56640625,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,624.3515625,630.3515625,159834,161371,True,314,True,314,627.56640625,declared_response_code_observed,1.2265625,628.79296875,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,628.3515625,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.2265625,2.21484375,2.01171875,627.5546875,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,73,VisualCogA,1,256.0,162254,633.8046875,634.0078125,0.203125,1,1,162821,636.01953125,636.01953125,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,632.8046875,638.8046875,161998,163535,True,261,True,261,636.01953125,declared_response_code_observed,1.01953125,637.0390625,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,636.8046875,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.01953125,2.21484375,2.01171875,636.0078125,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,74,VisualCogA,1,256.0,164367,642.05859375,642.26171875,0.203125,-1,1,164934,644.2734375,644.2734375,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,641.05859375,647.05859375,164111,165648,True,276,True,276,644.2734375,declared_response_code_observed,1.078125,645.3515625,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,645.05859375,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.078125,2.21484375,2.01171875,644.26171875,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,75,VisualCogA,1,256.0,166495,650.37109375,650.57421875,0.203125,1,1,167063,652.58984375,652.58984375,2.21875,2.11875,1.0,2,1,decoded_from_declared_channel_code,1.0,1,649.37109375,655.37109375,166239,167776,True,250,True,250,652.58984375,declared_response_code_observed,0.9765625,653.56640625,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,653.37109375,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,0.9765625,2.21875,2.015625,652.57421875,0.015625,0.21875,0.018749999999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,76,VisualCogA,1,256.0,168596,658.578125,658.78125,0.203125,-1,1,169163,660.79296875,660.79296875,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,657.578125,663.578125,168340,169877,True,290,True,290,660.79296875,declared_response_code_observed,1.1328125,661.92578125,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,661.578125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.1328125,2.21484375,2.01171875,660.78125,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,77,VisualCogA,1,256.0,170736,666.9375,667.14453125,0.20703125,-1,1,171304,669.15625,669.15625,2.21875,2.11875,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,665.9375,671.9375,170480,172017,True,272,True,272,669.15625,declared_response_code_observed,1.0625,670.21875,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,669.9375,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.0625,2.21875,2.01171875,669.14453125,0.01171875,0.21875,0.018749999999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,78,VisualCogA,1,256.0,172861,675.23828125,675.44140625,0.203125,-1,1,173429,677.45703125,677.45703125,2.21875,2.11875,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,674.23828125,680.23828125,172605,174142,True,288,True,288,677.45703125,declared_response_code_observed,1.125,678.58203125,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,678.23828125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.125,2.21875,2.015625,677.44140625,0.015625,0.21875,0.018749999999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,79,VisualCogA,1,256.0,175002,683.6015625,683.8046875,0.203125,-1,1,175569,685.81640625,685.81640625,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,682.6015625,688.6015625,174746,176283,True,314,True,314,685.81640625,declared_response_code_observed,1.2265625,687.04296875,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,686.6015625,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.2265625,2.21484375,2.01171875,685.8046875,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,80,VisualCogA,1,256.0,177170,692.0703125,692.2734375,0.203125,-1,1,177737,694.28515625,694.28515625,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,691.0703125,697.0703125,176914,178451,True,298,True,298,694.28515625,declared_response_code_observed,1.1640625,695.44921875,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,695.0703125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.1640625,2.21484375,2.01171875,694.2734375,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,81,VisualCogA,1,256.0,179318,700.4609375,700.66796875,0.20703125,1,1,179886,702.6796875,702.6796875,2.21875,2.11875,1.0,2,1,decoded_from_declared_channel_code,1.0,1,699.4609375,705.4609375,179062,180599,True,290,True,290,702.6796875,declared_response_code_observed,1.1328125,703.8125,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,703.4609375,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.1328125,2.21875,2.01171875,702.66796875,0.01171875,0.21875,0.018749999999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,82,VisualCogA,1,256.0,181459,708.82421875,709.02734375,0.203125,-1,1,182026,711.0390625,711.0390625,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,707.82421875,713.82421875,181203,182740,True,248,True,248,711.0390625,declared_response_code_observed,0.96875,712.0078125,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,711.82421875,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,0.96875,2.21484375,2.01171875,711.02734375,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,83,VisualCogA,1,256.0,183556,717.015625,717.21875,0.203125,1,1,184123,719.23046875,719.23046875,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,716.015625,722.015625,183300,184837,True,265,True,265,719.23046875,declared_response_code_observed,1.03515625,720.265625,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,720.015625,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.03515625,2.21484375,2.01171875,719.21875,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,84,VisualCogA,1,256.0,185672,725.28125,725.484375,0.203125,-1,1,186239,727.49609375,727.49609375,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,724.28125,730.28125,185416,186953,True,265,True,265,727.49609375,declared_response_code_observed,1.03515625,728.53125,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,728.28125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.03515625,2.21484375,2.01171875,727.484375,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,85,VisualCogA,1,256.0,187789,733.55078125,733.75390625,0.203125,1,1,188356,735.765625,735.765625,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,732.55078125,738.55078125,187533,189070,True,269,True,269,735.765625,declared_response_code_observed,1.05078125,736.81640625,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,736.55078125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.05078125,2.21484375,2.01171875,735.75390625,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,86,VisualCogA,1,256.0,189909,741.83203125,742.03515625,0.203125,1,1,190477,744.05078125,744.05078125,2.21875,2.11875,1.0,2,1,decoded_from_declared_channel_code,1.0,1,740.83203125,746.83203125,189653,191190,True,324,True,324,744.05078125,declared_response_code_observed,1.265625,745.31640625,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,744.83203125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.265625,2.21875,2.015625,744.03515625,0.015625,0.21875,0.018749999999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,87,VisualCogA,1,256.0,192086,750.3359375,750.5390625,0.203125,1,1,192653,752.55078125,752.55078125,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,749.3359375,755.3359375,191830,193367,True,274,True,274,752.55078125,declared_response_code_observed,1.0703125,753.62109375,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,753.3359375,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.0703125,2.21484375,2.01171875,752.5390625,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,88,VisualCogA,1,256.0,194210,758.6328125,758.8359375,0.203125,1,1,194778,760.8515625,760.8515625,2.21875,2.11875,1.0,2,1,decoded_from_declared_channel_code,1.0,1,757.6328125,763.6328125,193954,195491,True,277,True,277,760.8515625,declared_response_code_observed,1.08203125,761.93359375,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,761.6328125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.08203125,2.21875,2.015625,760.8359375,0.015625,0.21875,0.018749999999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,89,VisualCogA,1,256.0,196339,766.94921875,767.15234375,0.203125,1,1,196906,769.1640625,769.1640625,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,765.94921875,771.94921875,196083,197620,True,259,True,259,769.1640625,declared_response_code_observed,1.01171875,770.17578125,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,769.94921875,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.01171875,2.21484375,2.01171875,769.15234375,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,90,VisualCogA,1,256.0,198451,775.19921875,775.40625,0.20703125,-1,1,199019,777.41796875,777.41796875,2.21875,2.11875,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,774.19921875,780.19921875,198195,199732,True,352,True,352,777.41796875,declared_response_code_observed,1.375,778.79296875,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,778.19921875,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.375,2.21875,2.01171875,777.40625,0.01171875,0.21875,0.018749999999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,91,VisualCogA,1,256.0,200656,783.8125,784.015625,0.203125,1,1,201223,786.02734375,786.02734375,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,782.8125,788.8125,200400,201937,True,252,True,252,786.02734375,declared_response_code_observed,0.984375,787.01171875,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,786.8125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,0.984375,2.21484375,2.01171875,786.015625,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,92,VisualCogA,1,256.0,202756,792.015625,792.21875,0.203125,1,1,203324,794.234375,794.234375,2.21875,2.11875,1.0,2,1,decoded_from_declared_channel_code,1.0,1,791.015625,797.015625,202500,204037,True,333,True,333,794.234375,declared_response_code_observed,1.30078125,795.53515625,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,795.015625,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.30078125,2.21875,2.015625,794.21875,0.015625,0.21875,0.018749999999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,93,VisualCogA,1,256.0,204941,800.55078125,800.75390625,0.203125,1,1,205508,802.765625,802.765625,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,799.55078125,805.55078125,204685,206222,True,321,True,321,802.765625,declared_response_code_observed,1.25390625,804.01953125,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,803.55078125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.25390625,2.21484375,2.01171875,802.75390625,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,94,VisualCogA,1,256.0,207113,809.03515625,809.23828125,0.203125,-1,1,207681,811.25390625,811.25390625,2.21875,2.11875,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,808.03515625,814.03515625,206857,208394,True,322,True,322,811.25390625,declared_response_code_observed,1.2578125,812.51171875,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,812.03515625,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.2578125,2.21875,2.015625,811.23828125,0.015625,0.21875,0.018749999999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,95,VisualCogA,1,256.0,209286,817.5234375,817.7265625,0.203125,1,1,209853,819.73828125,819.73828125,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,816.5234375,822.5234375,209030,210567,True,246,True,246,819.73828125,declared_response_code_observed,0.9609375,820.69921875,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,820.5234375,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,0.9609375,2.21484375,2.01171875,819.7265625,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,96,VisualCogA,1,256.0,211382,825.7109375,825.9140625,0.203125,1,1,211950,827.9296875,827.9296875,2.21875,2.11875,1.0,2,1,decoded_from_declared_channel_code,1.0,1,824.7109375,830.7109375,211126,212663,True,232,True,232,827.9296875,declared_response_code_observed,0.90625,828.8359375,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,828.7109375,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,0.90625,2.21875,2.015625,827.9140625,0.015625,0.21875,0.018749999999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,97,VisualCogA,1,256.0,213467,833.85546875,834.05859375,0.203125,-1,1,214034,836.0703125,836.0703125,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,832.85546875,838.85546875,213211,214748,True,300,True,300,836.0703125,declared_response_code_observed,1.171875,837.2421875,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,836.85546875,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.171875,2.21484375,2.01171875,836.05859375,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,98,VisualCogA,1,256.0,215619,842.26171875,842.46875,0.20703125,-1,1,216187,844.48046875,844.48046875,2.21875,2.11875,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,841.26171875,847.26171875,215363,216900,True,343,True,343,844.48046875,declared_response_code_observed,1.33984375,845.8203125,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,845.26171875,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.33984375,2.21875,2.01171875,844.46875,0.01171875,0.21875,0.018749999999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,99,VisualCogA,1,256.0,217816,850.84375,851.046875,0.203125,1,1,218383,853.05859375,853.05859375,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,849.84375,855.84375,217560,219097,True,327,True,327,853.05859375,declared_response_code_observed,1.27734375,854.3359375,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,853.84375,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.27734375,2.21484375,2.01171875,853.046875,0.01171875,0.21484375,0.014843749999954525,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
