task,record,fold,trial_index_1based,cue_true,full_curve_prediction,full_curve_distance_left,full_curve_distance_right,full_curve_correct,local_window_prediction,local_window_distance_left,local_window_distance_right,local_window_correct,selected_channel,selected_window_start_ms,selected_window_last_sample_ms,selected_window_nominal_ms,training_selection_balanced_accuracy,training_left_feature_mean,training_right_feature_mean,n_train_left,n_train_right,n_test,template_scope,full_curve_scope,local_window_scope
Task1,VisualCogA_Task-2,2,25,left,right,23.035645641477444,22.186129305521213,0,left,10.591410919797205,26.653059468281633,1,F3,234.375,250.0,25,0.667004048582996,-1.0765855906587094,36.16788479742013,38,26,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,2,26,right,right,48.986649620121895,34.280493134580155,1,right,59.15665264054143,21.912182252462593,1,F3,234.375,250.0,25,0.667004048582996,-1.0765855906587094,36.16788479742013,38,26,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,2,27,right,left,28.679775025011576,30.836152556447676,0,left,9.578452579217725,27.666017808861113,0,F3,234.375,250.0,25,0.667004048582996,-1.0765855906587094,36.16788479742013,38,26,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,2,28,right,right,66.14809216107592,50.489499801553,1,right,68.8327258285663,31.58825544048746,1,F3,234.375,250.0,25,0.667004048582996,-1.0765855906587094,36.16788479742013,38,26,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,2,29,left,right,39.8422226100095,25.887599247786927,0,right,66.59192377308591,29.34745338500707,0,F3,234.375,250.0,25,0.667004048582996,-1.0765855906587094,36.16788479742013,38,26,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,2,30,right,left,35.76701853768519,51.249473623035385,0,left,5.09987872899783,42.34434911707667,0,F3,234.375,250.0,25,0.667004048582996,-1.0765855906587094,36.16788479742013,38,26,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,2,31,right,right,60.258262787298456,59.09461874570148,1,left,19.217108461159274,56.46157884923811,0,F3,234.375,250.0,25,0.667004048582996,-1.0765855906587094,36.16788479742013,38,26,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,2,32,left,right,37.048538177288,22.40312802175374,0,right,39.81061400039189,2.5661436123130485,0,F3,234.375,250.0,25,0.667004048582996,-1.0765855906587094,36.16788479742013,38,26,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,33,left,right,80.5861889394347,67.9564491296746,0,right,167.54790071244193,138.94570134046614,0,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,34,left,right,35.55086860503501,25.39246018056002,0,right,33.48610514393637,4.883905771960567,0,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,35,left,left,41.91394357555508,49.432191640803225,1,left,36.41378324838317,65.01598262035897,1,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,36,left,left,30.32655344784845,38.288272063591734,1,left,2.8779969086092336,25.724202463366566,1,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,37,left,right,41.711309025654124,28.65754693860982,0,right,65.50799823888185,36.90579886690605,0,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,38,left,left,74.36727071682971,86.55574222811117,1,left,92.73491514456427,121.33711451654007,1,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,39,right,right,74.28959262006387,62.4341532741114,1,right,104.838855262297,76.2366558903212,1,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,40,right,left,122.21669582275102,124.43626498782605,0,right,75.02145679953169,46.41925742755589,1,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,41,right,left,57.10578696790778,68.33182572107664,0,left,81.52334862893461,110.12554800091041,0,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,42,right,right,32.57541904812947,22.696491664325773,1,right,64.71329778081865,36.11109840884285,1,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,43,left,right,132.16701149521475,119.97875314900656,0,right,131.31416119229442,102.71196182031862,0,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,44,left,right,111.03417261567444,99.21837654857235,0,right,145.62465163595024,117.02245226397444,0,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,45,right,right,66.85114143560885,61.3739656979437,1,right,65.91360034850211,37.311400976526315,1,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,46,right,left,97.3662670879653,105.4511421199265,0,right,16.584745973388895,12.017453398586905,1,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,47,right,left,22.106583982451195,31.905878570078837,0,left,13.223290188563258,41.825489560539054,0,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,3,48,right,right,62.62847310782698,51.535827621423955,1,right,56.41753467998677,27.815335308010976,1,F3,265.625,281.25,25,0.6556556556556556,2.706134957786187,31.308334329761987,37,27,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,49,left,right,67.41969979813156,59.34501878431284,0,right,137.47741072417494,110.99312976771986,0,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,50,left,left,78.36379195397363,83.29136711889592,1,left,49.823891827599354,76.30817278405445,1,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,51,right,right,137.5359287232038,128.28212413301821,1,right,208.03848289573494,181.55420193927984,1,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,52,left,right,85.52351592412009,76.25101476694046,0,right,138.47329495470717,111.98901399825206,0,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,53,right,left,68.29252246161445,77.74720510461957,0,left,42.684918779660094,69.16919973611519,0,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,54,left,right,45.656350493935044,37.15638656127353,0,right,45.50127157090203,19.01699061444694,0,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,55,left,left,68.78468190467225,78.0664866998031,1,left,46.59956946296903,73.08385041942412,1,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,56,right,right,55.14923884047372,47.6868990406526,1,right,75.56471385765045,49.08043290119536,1,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,57,right,right,58.60361550338446,55.91641068695786,1,left,10.532234062200928,37.016515018656015,0,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,58,right,right,65.26664081591073,56.615472437735775,1,right,149.0942889829883,122.6100080265332,1,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,59,right,left,24.778628002945265,29.041997615299344,0,right,59.748680934977244,33.264399978522164,1,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,60,left,right,133.33610149946958,124.05446077876738,0,right,215.45386880235964,188.96958784590456,0,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,61,left,right,78.42346403712409,69.53948867541013,0,right,93.33356251416669,66.8492815577116,0,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,62,left,right,47.77570221382144,43.119798951601695,0,right,81.7129538773853,55.22867292093022,0,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,63,left,right,32.31309892390796,26.48252872310505,0,right,68.0240360901554,41.53975513370031,0,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,4,64,left,right,433.3393554506669,424.0855508604813,0,right,633.4286282139956,606.9443472575406,0,F4,515.625,531.25,25,0.6566502463054187,87.46875832398818,60.984477367533096,35,29,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,65,right,right,89.73203876152812,82.32591744709849,1,left,202.7870453115309,207.92200241630064,0,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,66,right,right,60.40177874960566,57.853357045207865,1,left,71.35080953737834,76.48576664214809,0,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,67,left,right,54.780891162259756,52.19431512641065,0,left,34.519183493194404,39.65414059796415,1,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,68,right,left,53.22117868650219,57.32277032047254,0,left,45.44536473537262,50.58032184014237,0,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,69,left,right,142.22222887021093,139.63144111419206,0,left,254.89140263000877,260.0263597347785,1,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,70,right,left,184.49790985147604,185.09915569419755,0,left,248.0668460533393,253.20180315810904,0,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,71,left,left,36.62260030531727,41.20057224827805,1,left,60.86574017125575,66.0006972760255,1,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,72,left,right,191.1977145518492,188.5913488815269,0,left,334.7601673948619,339.89512449963166,1,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,73,left,left,53.96945951858713,56.39984311292198,1,right,34.42298811684428,29.288031012074534,0,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,74,left,right,90.84012638514803,86.3359192853427,0,left,184.7505910334601,189.88554813822984,1,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,75,right,left,24.753416983190252,28.685384364113276,0,left,13.351721206212062,18.48667831098181,0,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,76,left,left,60.22160595927946,67.80883889751534,1,right,45.33645876302551,40.201501658255765,0,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,77,left,right,60.67574670149412,57.646150880987506,0,left,125.91520135751708,131.05015846228682,1,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,78,left,left,35.67265225667493,37.66762513871379,1,left,111.4771576306002,116.61211473536994,1,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,79,left,left,121.15945966283377,124.15976730319234,1,right,192.06067922834296,186.92572212357322,0,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task1,VisualCogA_Task-2,5,80,left,right,44.839536542345506,44.327307484765385,0,right,51.19286628755602,46.057909182786275,0,F4,515.625,531.25,25,0.6411764705882352,40.77658017349023,35.641623068720484,34,30,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,1,left,right,51.17463373762443,41.10311912042378,0,right,39.27020185393431,2.6011959543465295,0,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,2,left,right,24.249423690911627,12.69616540556781,0,right,32.451554739672666,4.217451159915113,0,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,3,right,left,18.09965739993876,27.51991194930016,0,left,12.919370109292068,49.58837600887985,0,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,4,left,left,16.104274461663575,22.693731799318698,1,left,3.9624336966525426,40.63143959624033,1,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,5,right,right,171.05656356440795,155.52414810066983,1,right,253.23166214358469,216.5626562439969,1,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,6,right,right,24.815080999146726,15.937869326819712,1,right,28.22127119584983,8.44773470373795,1,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,7,left,right,34.5708428307716,23.397632776385016,0,right,73.30885824642394,36.63985234683615,0,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,8,left,right,26.658357321263466,22.90085174209606,0,right,24.01555676000261,12.653449139585168,0,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,9,left,right,55.15079556713687,39.846062997623086,0,right,101.31321468403884,64.64420878445105,0,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,10,right,left,17.4684273062021,20.65086003716956,0,left,6.5954354729441516,30.073570426643627,0,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,11,left,right,22.173999951334846,11.021401749890588,0,right,35.18487784777524,1.4841280518125384,0,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,12,right,left,19.077231316669412,21.41707898330005,0,left,15.91924854780023,20.74975735178755,0,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,13,left,right,22.662053892242437,16.918049352715176,0,right,30.297161876628266,6.3718440229595155,0,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,14,right,left,17.267703169755595,18.32990981668556,0,left,2.5236949576444836,34.14531094194329,0,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,15,left,right,79.65908175455998,65.23967633516814,0,right,69.07765973979978,32.408653840212004,0,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,16,left,left,22.68022839791696,33.46450693971755,1,left,2.293582559295462,38.962588458883246,1,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,1,17,right,left,42.80033502482128,56.92305466042973,0,left,72.63078681072557,109.29979271031334,0,F4,453.125,492.1875,50,0.6921658986175115,22.539060232068593,-14.129945667519188,31,35,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,18,left,right,54.87214191333984,51.34743901660733,0,left,47.10913081882256,48.463608690980934,1,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,19,right,right,14.409624948349313,13.946228252329545,1,right,7.451179151948418,6.096701279790043,1,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,20,right,right,17.12369623237549,14.502508261154732,1,left,1.3026579963047362,2.6571358684631114,0,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,21,right,right,52.063511075932986,48.17269088844956,1,left,88.87713947156935,90.23161734372772,0,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,22,right,right,67.94736169511495,58.89015959466395,1,left,19.65245178591634,21.006929658074718,0,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,23,right,right,43.87461785564351,37.39777331195535,1,right,41.32294663424089,39.968468762082516,1,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
