record,train_block,mapping,alpha,sensor,source,weight
VisualCogA_Task-2,second,effective_ridge_alpha_1,1.0,Fz,config_energy_visual_field_right,-76.37935355612461
VisualCogA_Task-2,second,effective_ridge_alpha_1,1.0,Fz,triangle_left_preference,-211.4101097418274
VisualCogA_Task-2,second,effective_ridge_alpha_1,1.0,Fz,triangle_right_preference,-258.24090070157246
VisualCogA_Task-2,second,effective_ridge_alpha_1,1.0,F4,early_visual_field_left,154.56469534313686
VisualCogA_Task-2,second,effective_ridge_alpha_1,1.0,F4,early_visual_field_right,76.07356644208659
VisualCogA_Task-2,second,effective_ridge_alpha_1,1.0,F4,config_energy_visual_field_left,-87.03918376088788
VisualCogA_Task-2,second,effective_ridge_alpha_1,1.0,F4,config_energy_visual_field_right,-245.94412269511383
VisualCogA_Task-2,second,effective_ridge_alpha_1,1.0,F4,triangle_left_preference,-197.64142002456606
VisualCogA_Task-2,second,effective_ridge_alpha_1,1.0,F4,triangle_right_preference,-415.35488645452705
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,F3,early_visual_field_left,73.25247352919793
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,F3,early_visual_field_right,102.69284143768644
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,F3,config_energy_visual_field_left,-58.75061091031512
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,F3,config_energy_visual_field_right,63.419157635931136
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,F3,triangle_left_preference,-418.6589405662968
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,F3,triangle_right_preference,-124.54782583739882
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,Fz,early_visual_field_left,69.15418825782936
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,Fz,early_visual_field_right,73.52356180207732
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,Fz,config_energy_visual_field_left,-24.135798650327956
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,Fz,config_energy_visual_field_right,-15.675842000915262
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,Fz,triangle_left_preference,-212.13582474727676
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,Fz,triangle_right_preference,-219.04294758420306
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,F4,early_visual_field_left,68.2466967703045
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,F4,early_visual_field_right,47.74289817348303
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,F4,config_energy_visual_field_left,-0.3018105894196779
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,F4,config_energy_visual_field_right,-101.74774125826919
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,F4,triangle_left_preference,-127.30328662777383
VisualCogA_Task-2,second,effective_ridge_alpha_10,10.0,F4,triangle_right_preference,-435.52449938465264
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,F3,early_visual_field_left,-4.589815501717635
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,F3,early_visual_field_right,-5.351804174559208
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,F3,config_energy_visual_field_left,3.8887340709117644
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,F3,config_energy_visual_field_right,-2.604597838416673
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,F3,triangle_left_preference,31.34077905934099
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,F3,triangle_right_preference,8.026395431531135
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,Fz,early_visual_field_left,-5.611518079913505
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,Fz,early_visual_field_right,-5.611518079913505
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,Fz,config_energy_visual_field_left,-0.7582802596688805
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,Fz,config_energy_visual_field_right,-0.7582802596688805
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,Fz,triangle_left_preference,15.103230615272343
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,Fz,triangle_right_preference,15.103230615272343
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,F4,early_visual_field_left,-5.351804174559208
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,F4,early_visual_field_right,-4.589815501717635
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,F4,config_energy_visual_field_left,-2.604597838416673
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,F4,config_energy_visual_field_right,3.8887340709117644
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,F4,triangle_left_preference,8.026395431531135
VisualCogB_Task-1,first,legacy_fixed_G_train_scalar,,F4,triangle_right_preference,31.34077905934099
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,F3,early_visual_field_left,-25.86849704312308
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,F3,early_visual_field_right,-49.77500545809127
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,F3,config_energy_visual_field_left,194.4393174642899
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,F3,config_energy_visual_field_right,210.1301947723353
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,F3,triangle_left_preference,48.10633633676651
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,F3,triangle_right_preference,41.366994518378654
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,Fz,early_visual_field_left,73.23759465329896
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,Fz,early_visual_field_right,53.54962543104008
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,Fz,config_energy_visual_field_left,-148.65168051342494
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,Fz,config_energy_visual_field_right,-269.54519650210995
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,Fz,triangle_left_preference,-56.56856181930585
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,Fz,triangle_right_preference,-30.52555743440331
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,F4,early_visual_field_left,16.62801819876427
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,F4,early_visual_field_right,-56.871798494920824
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,F4,config_energy_visual_field_left,114.04880517897939
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,F4,config_energy_visual_field_right,-46.255372340508416
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,F4,triangle_left_preference,-50.597355706985624
VisualCogB_Task-1,first,effective_ridge_alpha_0.1,0.1,F4,triangle_right_preference,70.10075763073034
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,F3,early_visual_field_left,35.368830360274806
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,F3,early_visual_field_right,28.55542439560757
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,F3,config_energy_visual_field_left,106.60568484890713
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,F3,config_energy_visual_field_right,97.04938148852244
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,F3,triangle_left_preference,43.09912235357722
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,F3,triangle_right_preference,26.597747778795068
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,Fz,early_visual_field_left,-49.2045791528196
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,Fz,early_visual_field_right,-57.930271487453155
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,Fz,config_energy_visual_field_left,-126.88651270688791
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,Fz,config_energy_visual_field_right,-149.01564318527326
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,Fz,triangle_left_preference,-15.030424152456227
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,Fz,triangle_right_preference,-3.0952854258694114
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,F4,early_visual_field_left,1.5039440399932003
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,F4,early_visual_field_right,-28.423224796132253
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,F4,config_energy_visual_field_left,15.321912687454189
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,F4,config_energy_visual_field_right,-28.68049785678764
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,F4,triangle_left_preference,-15.525539782452292
VisualCogB_Task-1,first,effective_ridge_alpha_1,1.0,F4,triangle_right_preference,49.647184477399804
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,F3,early_visual_field_left,16.067520904582572
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,F3,early_visual_field_right,14.467493331857241
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,F3,config_energy_visual_field_left,41.30996734674149
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,F3,config_energy_visual_field_right,34.17488207331033
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,F3,triangle_left_preference,36.48103348299596
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,F3,triangle_right_preference,14.169493493418821
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,Fz,early_visual_field_left,-33.1607728341221
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,Fz,early_visual_field_right,-34.455365528579925
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,Fz,config_energy_visual_field_left,-51.321804262911684
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,Fz,config_energy_visual_field_right,-54.1475753436975
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,Fz,triangle_left_preference,5.947401939408158
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,Fz,triangle_right_preference,7.723610673463301
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,F4,early_visual_field_left,-6.337317147575133
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,F4,early_visual_field_right,-10.096130626382626
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,F4,config_energy_visual_field_left,-3.6163331206363805
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,F4,config_energy_visual_field_right,-4.273368094501001
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,F4,triangle_left_preference,4.080343264484795
VisualCogB_Task-1,first,effective_ridge_alpha_10,10.0,F4,triangle_right_preference,33.58523135556249
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,F3,early_visual_field_left,18.14767738402251
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,F3,early_visual_field_right,21.16050537238793
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,F3,config_energy_visual_field_left,-15.375670617861095
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,F3,config_energy_visual_field_right,10.298322725394828
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,F3,triangle_left_preference,-123.91834641719309
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,F3,triangle_right_preference,-31.735575164951417
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,Fz,early_visual_field_left,22.187388515021993
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,Fz,early_visual_field_right,22.187388515021993
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,Fz,config_energy_visual_field_left,2.9981652887777095
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,Fz,config_energy_visual_field_right,2.9981652887777095
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,Fz,triangle_left_preference,-59.71668285138757
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,Fz,triangle_right_preference,-59.71668285138757
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,F4,early_visual_field_left,21.16050537238793
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,F4,early_visual_field_right,18.14767738402251
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,F4,config_energy_visual_field_left,10.298322725394828
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,F4,config_energy_visual_field_right,-15.375670617861095
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,F4,triangle_left_preference,-31.735575164951417
VisualCogB_Task-1,second,legacy_fixed_G_train_scalar,,F4,triangle_right_preference,-123.91834641719309
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,F3,early_visual_field_left,152.38885898017028
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,F3,early_visual_field_right,236.84984960501046
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,F3,config_energy_visual_field_left,-47.57074868565
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,F3,config_energy_visual_field_right,-131.3905000056754
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,F3,triangle_left_preference,-136.1549930251304
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,F3,triangle_right_preference,-127.28141098399567
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,Fz,early_visual_field_left,6.388350741892403
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,Fz,early_visual_field_right,43.33586736852709
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,Fz,config_energy_visual_field_left,86.21006256028927
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,Fz,config_energy_visual_field_right,155.32782253639127
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,Fz,triangle_left_preference,-20.044109768344576
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,Fz,triangle_right_preference,-73.81827505595818
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,F4,early_visual_field_left,212.66620758400168
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,F4,early_visual_field_right,94.71431090690612
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,F4,config_energy_visual_field_left,198.90855112859765
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,F4,config_energy_visual_field_right,-448.5822547020407
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,F4,triangle_left_preference,-192.82000999810788
VisualCogB_Task-1,second,effective_ridge_alpha_0.1,0.1,F4,triangle_right_preference,-82.05693505043922
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,F3,early_visual_field_left,24.10436892852742
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,F3,early_visual_field_right,53.61344916222476
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,F3,config_energy_visual_field_left,-63.17630716003532
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,F3,config_energy_visual_field_right,-22.505986431280345
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,F3,triangle_left_preference,-117.97022751035531
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,F3,triangle_right_preference,-59.44660598924049
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,Fz,early_visual_field_left,43.36735607773171
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,Fz,early_visual_field_right,59.6937342171925
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,Fz,config_energy_visual_field_left,55.67108762831506
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,Fz,config_energy_visual_field_right,80.88163595205879
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,Fz,triangle_left_preference,-38.74436252731238
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,Fz,triangle_right_preference,-61.563579601219644
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,F4,early_visual_field_left,44.051755828244474
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,F4,early_visual_field_right,-20.359633426915796
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,F4,config_energy_visual_field_left,-0.7070013206117957
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,F4,config_energy_visual_field_right,-161.91331007749105
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,F4,triangle_left_preference,-93.09489446380512
VisualCogB_Task-1,second,effective_ridge_alpha_1,1.0,F4,triangle_right_preference,-96.0604099791753
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,F3,early_visual_field_left,13.937303530469224
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,F3,early_visual_field_right,20.743901411220193
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,F3,config_energy_visual_field_left,-28.4481519646576
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,F3,config_energy_visual_field_right,0.37345445789279097
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,F3,triangle_left_preference,-123.68617438417706
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,F3,triangle_right_preference,-36.44898067757239
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,Fz,early_visual_field_left,35.1596688982205
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,Fz,early_visual_field_right,37.580635825047054
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,Fz,config_energy_visual_field_left,25.958062744320348
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,Fz,config_energy_visual_field_right,29.619118097205938
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,Fz,triangle_left_preference,-54.28457380702678
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,Fz,triangle_right_preference,-57.654968349497985
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,F4,early_visual_field_left,12.921921399799476
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,F4,early_visual_field_right,0.6530393015400484
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,F4,config_energy_visual_field_left,-8.636431927451603
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,F4,config_energy_visual_field_right,-52.38092345962397
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,F4,triangle_left_preference,-43.1022676912662
VisualCogB_Task-1,second,effective_ridge_alpha_10,10.0,F4,triangle_right_preference,-122.06049768728874
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,F3,early_visual_field_left,56.47547347024871
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,F3,early_visual_field_right,65.85137780923357
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,F3,config_energy_visual_field_left,-47.849003467011364
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,F3,config_energy_visual_field_right,32.04832439759738
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,F3,triangle_left_preference,-385.63322112628737
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,F3,triangle_right_preference,-98.76093757701739
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,Fz,early_visual_field_left,69.04703257274254
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,Fz,early_visual_field_right,69.04703257274254
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,Fz,config_energy_visual_field_left,9.330274097491971
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,Fz,config_energy_visual_field_right,9.330274097491971
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,Fz,triangle_left_preference,-185.8379927490897
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,Fz,triangle_right_preference,-185.8379927490897
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,F4,early_visual_field_left,65.85137780923357
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,F4,early_visual_field_right,56.47547347024871
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,F4,config_energy_visual_field_left,32.04832439759738
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,F4,config_energy_visual_field_right,-47.849003467011364
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,F4,triangle_left_preference,-98.76093757701739
VisualCogB_Task-2,first,legacy_fixed_G_train_scalar,,F4,triangle_right_preference,-385.63322112628737
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,F3,early_visual_field_left,60.8162279035928
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,F3,early_visual_field_right,337.5453049052366
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,F3,config_energy_visual_field_left,-461.95808703482203
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,F3,config_energy_visual_field_right,742.7728116204945
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,F3,triangle_left_preference,-193.1553700833331
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,F3,triangle_right_preference,-332.18793354073745
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,Fz,early_visual_field_left,264.8084533489258
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,Fz,early_visual_field_right,278.0999887023444
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,Fz,config_energy_visual_field_left,-318.77205005691803
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,Fz,config_energy_visual_field_right,-71.74923247337752
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,Fz,triangle_left_preference,-283.7011726987826
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,Fz,triangle_right_preference,-314.6296650503813
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,F4,early_visual_field_left,371.06671242664333
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,F4,early_visual_field_right,278.13088827908837
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,F4,config_energy_visual_field_left,-328.87962608553954
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,F4,config_energy_visual_field_right,149.97972227239345
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,F4,triangle_left_preference,-235.14997110884758
VisualCogB_Task-2,first,effective_ridge_alpha_0.1,0.1,F4,triangle_right_preference,-457.0061944803241
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,F3,early_visual_field_left,57.05886237638879
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,F3,early_visual_field_right,197.19058883121556
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,F3,config_energy_visual_field_left,-96.0906814981539
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,F3,config_energy_visual_field_right,248.72800881894167
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,F3,triangle_left_preference,-284.47002464258424
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,F3,triangle_right_preference,-183.51691952668236
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,Fz,early_visual_field_left,31.533505671917474
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,Fz,early_visual_field_right,41.503367068805666
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,Fz,config_energy_visual_field_left,-170.0427285202907
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,Fz,config_energy_visual_field_right,-132.2147264736802
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,Fz,triangle_left_preference,-212.0614808907789
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,Fz,triangle_right_preference,-227.06499312121127
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,F4,early_visual_field_left,95.2640967783218
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,F4,early_visual_field_right,66.25462962185205
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,F4,config_energy_visual_field_left,-62.960987734796376
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,F4,config_energy_visual_field_right,-101.45179020251464
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,F4,triangle_left_preference,-131.32374415446398
VisualCogB_Task-2,first,effective_ridge_alpha_1,1.0,F4,triangle_right_preference,-396.18119187069965
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,F3,early_visual_field_left,69.71370519490002
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,F3,early_visual_field_right,98.66141824513345
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,F3,config_energy_visual_field_left,-31.15442034805579
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,F3,config_energy_visual_field_right,84.65115216637898
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,F3,triangle_left_preference,-367.0551244691409
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,F3,triangle_right_preference,-107.72448626761583
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,Fz,early_visual_field_left,38.56056858750998
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,Fz,early_visual_field_right,40.097881335389864
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,Fz,config_energy_visual_field_left,-52.72000063013223
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,Fz,config_energy_visual_field_right,-48.149209927228206
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,Fz,triangle_left_preference,-194.7628725294451
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,Fz,triangle_right_preference,-197.00766553635563
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,F4,early_visual_field_left,58.95604726185722
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,F4,early_visual_field_right,46.915770237127795
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,F4,config_energy_visual_field_left,5.578752513834999
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,F4,config_energy_visual_field_right,-71.17280062837291
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,F4,triangle_left_preference,-105.17858686377753
VisualCogB_Task-2,first,effective_ridge_alpha_10,10.0,F4,triangle_right_preference,-388.8838733898743
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,F3,early_visual_field_left,-11.06595243675661
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,F3,early_visual_field_right,-12.90309173088654
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,F3,config_energy_visual_field_left,9.375659272535145
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,F3,config_energy_visual_field_right,-6.279632762147382
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,F3,triangle_left_preference,75.56198506710717
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,F3,triangle_right_preference,19.351477210943518
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,Fz,early_visual_field_left,-13.529256709138812
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,Fz,early_visual_field_right,-13.529256709138812
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,Fz,config_energy_visual_field_left,-1.8281983848995904
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,Fz,config_energy_visual_field_right,-1.8281983848995904
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,Fz,triangle_left_preference,36.41358385046736
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,Fz,triangle_right_preference,36.41358385046736
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,F4,early_visual_field_left,-12.90309173088654
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,F4,early_visual_field_right,-11.06595243675661
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,F4,config_energy_visual_field_left,-6.279632762147382
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,F4,config_energy_visual_field_right,9.375659272535145
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,F4,triangle_left_preference,19.351477210943518
VisualCogB_Task-2,second,legacy_fixed_G_train_scalar,,F4,triangle_right_preference,75.56198506710717
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,F3,early_visual_field_left,-82.26018790097457
