record,original_trial_index,cue_time_s,response_time_s,endpoint_time_s,endpoint_status,window_duration_s,cue_side,response_code,q1_trial_index,q1_final_drop,eeg_quality
VisualCogB_Task-1,10,105.32421875,107.5390625,107.4390625,marker_minus_100ms,2.1171875,1,2,9.0,0,retained_by_q1
VisualCogB_Task-1,11,113.68359375,115.90234375,115.80234375,marker_minus_100ms,2.12109375,-1,-2,10.0,0,retained_by_q1
VisualCogB_Task-1,12,122.015625,124.234375,124.134375,marker_minus_100ms,2.12109375,1,2,11.0,0,retained_by_q1
VisualCogB_Task-1,13,130.3125,132.53125,132.43125,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogB_Task-1,14,138.87890625,141.09375,140.99375,marker_minus_100ms,2.1171875,-1,-2,12.0,0,retained_by_q1
VisualCogB_Task-1,15,147.1328125,149.34765625,149.24765625,marker_minus_100ms,2.1171875,1,2,13.0,0,retained_by_q1
VisualCogB_Task-1,16,155.4609375,157.67578125,157.57578125,marker_minus_100ms,2.1171875,-1,-2,14.0,0,retained_by_q1
VisualCogB_Task-1,17,163.66796875,165.8828125,165.7828125,marker_minus_100ms,2.1171875,-1,-2,15.0,0,retained_by_q1
VisualCogB_Task-1,18,172.08984375,174.30859375,174.20859375,marker_minus_100ms,2.12109375,1,2,16.0,0,retained_by_q1
VisualCogB_Task-1,19,180.34375,182.55859375,182.45859375,marker_minus_100ms,2.1171875,-1,-2,17.0,0,retained_by_q1
VisualCogB_Task-1,20,188.6875,190.90625,190.80625,marker_minus_100ms,2.12109375,1,2,18.0,0,retained_by_q1
VisualCogB_Task-1,21,197.11328125,199.328125,199.228125,marker_minus_100ms,2.1171875,1,2,19.0,0,retained_by_q1
VisualCogB_Task-1,22,205.53515625,207.75390625,207.65390625,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogB_Task-1,23,213.9140625,216.12890625,216.02890625,marker_minus_100ms,2.1171875,1,2,20.0,0,retained_by_q1
VisualCogB_Task-1,24,222.1953125,224.4140625,224.3140625,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogB_Task-1,25,230.37109375,232.58984375,232.48984375,marker_minus_100ms,2.12109375,1,2,21.0,0,retained_by_q1
VisualCogB_Task-1,26,238.5625,240.77734375,240.67734375,marker_minus_100ms,2.1171875,1,2,22.0,0,retained_by_q1
VisualCogB_Task-1,27,246.78125,249.0,248.9,marker_minus_100ms,2.12109375,1,2,23.0,0,retained_by_q1
VisualCogB_Task-1,28,255.33203125,257.546875,257.446875,marker_minus_100ms,2.1171875,1,2,24.0,0,retained_by_q1
VisualCogB_Task-1,29,263.62890625,265.84765625,265.74765625,marker_minus_100ms,2.12109375,-1,-2,25.0,0,retained_by_q1
VisualCogB_Task-1,30,272.2421875,274.45703125,274.35703125,marker_minus_100ms,2.1171875,1,2,26.0,0,retained_by_q1
VisualCogB_Task-1,31,280.5546875,282.76953125,282.66953125,marker_minus_100ms,2.1171875,-1,-2,27.0,0,retained_by_q1
VisualCogB_Task-1,32,288.65234375,290.8671875,290.7671875,marker_minus_100ms,2.1171875,-1,-2,28.0,0,retained_by_q1
VisualCogB_Task-1,33,297.01171875,299.23046875,299.13046875,marker_minus_100ms,2.12109375,1,2,29.0,0,retained_by_q1
VisualCogB_Task-1,34,305.421875,307.63671875,307.53671875,marker_minus_100ms,2.1171875,-1,-2,30.0,0,retained_by_q1
VisualCogB_Task-1,35,313.828125,316.046875,315.946875,marker_minus_100ms,2.12109375,-1,-2,,1,excluded_by_q1
VisualCogB_Task-1,36,321.98828125,324.203125,324.103125,marker_minus_100ms,2.1171875,-1,-2,31.0,0,retained_by_q1
VisualCogB_Task-1,37,330.66015625,332.87890625,332.77890625,marker_minus_100ms,2.12109375,-1,-2,32.0,0,retained_by_q1
VisualCogB_Task-1,38,339.0234375,341.23828125,341.13828125,marker_minus_100ms,2.1171875,1,2,33.0,0,retained_by_q1
VisualCogB_Task-1,39,347.3671875,349.5859375,349.4859375,marker_minus_100ms,2.12109375,1,2,34.0,0,retained_by_q1
VisualCogB_Task-1,40,355.82421875,358.0390625,357.9390625,marker_minus_100ms,2.1171875,-1,-2,35.0,0,retained_by_q1
VisualCogB_Task-1,41,364.02734375,366.24609375,366.14609375,marker_minus_100ms,2.12109375,1,2,36.0,0,retained_by_q1
VisualCogB_Task-1,42,372.421875,374.640625,374.540625,marker_minus_100ms,2.12109375,1,2,37.0,0,retained_by_q1
VisualCogB_Task-1,43,380.69140625,382.90625,382.80625,marker_minus_100ms,2.1171875,1,2,38.0,0,retained_by_q1
VisualCogB_Task-1,44,389.47265625,391.69140625,391.59140625,marker_minus_100ms,2.12109375,1,2,39.0,0,retained_by_q1
VisualCogB_Task-1,45,398.4296875,400.64453125,400.54453125,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogB_Task-1,46,407.0234375,409.23828125,409.13828125,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogB_Task-1,47,415.2109375,417.4296875,417.3296875,marker_minus_100ms,2.12109375,1,2,40.0,0,retained_by_q1
VisualCogB_Task-1,48,423.41796875,425.6328125,425.5328125,marker_minus_100ms,2.1171875,1,-2,41.0,0,retained_by_q1
VisualCogB_Task-1,49,431.90625,434.12109375,434.02109375,marker_minus_100ms,2.1171875,-1,-2,42.0,0,retained_by_q1
VisualCogB_Task-1,50,440.0625,442.28125,442.18125,marker_minus_100ms,2.12109375,1,2,43.0,0,retained_by_q1
VisualCogB_Task-1,51,448.26953125,450.484375,450.384375,marker_minus_100ms,2.1171875,-1,-2,44.0,0,retained_by_q1
VisualCogB_Task-1,52,456.62890625,458.84765625,458.74765625,marker_minus_100ms,2.12109375,1,2,45.0,0,retained_by_q1
VisualCogB_Task-1,53,464.7578125,466.97265625,466.87265625,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogB_Task-1,54,472.91796875,475.1328125,475.0328125,marker_minus_100ms,2.1171875,1,2,46.0,0,retained_by_q1
VisualCogB_Task-1,55,481.29296875,483.5078125,483.4078125,marker_minus_100ms,2.1171875,-1,-2,47.0,0,retained_by_q1
VisualCogB_Task-1,56,489.46875,491.68359375,491.58359375,marker_minus_100ms,2.1171875,1,2,48.0,0,retained_by_q1
VisualCogB_Task-1,57,497.703125,499.921875,499.821875,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogB_Task-1,58,505.95703125,508.171875,508.071875,marker_minus_100ms,2.1171875,1,2,49.0,0,retained_by_q1
VisualCogB_Task-1,59,514.36328125,516.58203125,516.48203125,marker_minus_100ms,2.12109375,1,2,50.0,0,retained_by_q1
VisualCogB_Task-1,60,522.6953125,524.91015625,524.81015625,marker_minus_100ms,2.1171875,-1,-2,51.0,0,retained_by_q1
VisualCogB_Task-1,61,531.3828125,533.6015625,533.5015625,marker_minus_100ms,2.12109375,-1,-2,52.0,0,retained_by_q1
VisualCogB_Task-1,62,539.82421875,542.0390625,541.9390625,marker_minus_100ms,2.1171875,1,2,,1,excluded_by_q1
VisualCogB_Task-1,63,548.18359375,550.40234375,550.30234375,marker_minus_100ms,2.12109375,-1,-2,53.0,0,retained_by_q1
VisualCogB_Task-1,64,556.4375,558.65234375,558.55234375,marker_minus_100ms,2.1171875,-1,-2,54.0,0,retained_by_q1
VisualCogB_Task-1,65,564.859375,567.078125,566.978125,marker_minus_100ms,2.12109375,-1,-2,,1,excluded_by_q1
VisualCogB_Task-1,66,572.97265625,575.1875,575.0875,marker_minus_100ms,2.1171875,1,2,55.0,0,retained_by_q1
VisualCogB_Task-1,67,581.1484375,583.36328125,583.26328125,marker_minus_100ms,2.1171875,1,2,56.0,0,retained_by_q1
VisualCogB_Task-1,68,589.6796875,591.89453125,591.79453125,marker_minus_100ms,2.1171875,-1,-2,57.0,0,retained_by_q1
VisualCogB_Task-1,69,597.96484375,600.1796875,600.0796875,marker_minus_100ms,2.1171875,-1,-2,58.0,0,retained_by_q1
VisualCogB_Task-1,70,606.24609375,608.46484375,608.36484375,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogB_Task-1,71,614.421875,616.63671875,616.53671875,marker_minus_100ms,2.1171875,1,2,59.0,0,retained_by_q1
VisualCogB_Task-1,72,622.625,624.84375,624.74375,marker_minus_100ms,2.12109375,-1,-2,60.0,0,retained_by_q1
VisualCogB_Task-1,73,630.91015625,633.125,633.025,marker_minus_100ms,2.1171875,-1,-2,61.0,0,retained_by_q1
VisualCogB_Task-1,74,639.3671875,641.58203125,641.48203125,marker_minus_100ms,2.1171875,1,2,62.0,0,retained_by_q1
VisualCogB_Task-1,75,647.7109375,649.92578125,649.82578125,marker_minus_100ms,2.1171875,-1,-2,63.0,0,retained_by_q1
VisualCogB_Task-1,76,656.1796875,658.3984375,658.2984375,marker_minus_100ms,2.12109375,-1,-2,64.0,0,retained_by_q1
VisualCogB_Task-1,77,664.60546875,666.8203125,666.7203125,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogB_Task-1,78,672.96484375,675.18359375,675.08359375,marker_minus_100ms,2.12109375,1,2,65.0,0,retained_by_q1
VisualCogB_Task-1,79,681.3125,683.52734375,683.42734375,marker_minus_100ms,2.1171875,-1,-2,66.0,0,retained_by_q1
VisualCogB_Task-1,80,689.58203125,691.796875,691.696875,marker_minus_100ms,2.1171875,-1,-2,67.0,0,retained_by_q1
VisualCogB_Task-1,81,698.06640625,700.28515625,700.18515625,marker_minus_100ms,2.12109375,1,2,68.0,0,retained_by_q1
VisualCogB_Task-1,82,706.4296875,708.64453125,708.54453125,marker_minus_100ms,2.1171875,-1,-2,69.0,0,retained_by_q1
VisualCogB_Task-1,83,714.9296875,717.1484375,717.0484375,marker_minus_100ms,2.12109375,-1,-2,70.0,0,retained_by_q1
VisualCogB_Task-1,84,723.13671875,725.3515625,725.2515625,marker_minus_100ms,2.1171875,1,2,,1,excluded_by_q1
VisualCogB_Task-1,85,731.51171875,733.73046875,733.63046875,marker_minus_100ms,2.12109375,-1,-2,71.0,0,retained_by_q1
VisualCogB_Task-1,86,739.71875,741.93359375,741.83359375,marker_minus_100ms,2.1171875,-1,2,72.0,0,retained_by_q1
VisualCogB_Task-1,87,748.5,750.71484375,750.61484375,marker_minus_100ms,2.1171875,1,2,,1,excluded_by_q1
VisualCogB_Task-1,88,756.94140625,759.15625,759.05625,marker_minus_100ms,2.1171875,-1,-2,73.0,0,retained_by_q1
VisualCogB_Task-1,89,765.12890625,767.34765625,767.24765625,marker_minus_100ms,2.12109375,-1,-2,74.0,0,retained_by_q1
VisualCogB_Task-1,90,773.5078125,775.72265625,775.62265625,marker_minus_100ms,2.1171875,1,2,75.0,0,retained_by_q1
VisualCogB_Task-1,91,781.7734375,783.9921875,783.8921875,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogB_Task-1,92,790.07421875,792.2890625,792.1890625,marker_minus_100ms,2.1171875,-1,-2,76.0,0,retained_by_q1
VisualCogB_Task-1,93,798.30859375,800.52734375,800.42734375,marker_minus_100ms,2.12109375,1,2,77.0,0,retained_by_q1
VisualCogB_Task-1,94,806.625,808.83984375,808.73984375,marker_minus_100ms,2.1171875,-1,-2,78.0,0,retained_by_q1
VisualCogB_Task-1,95,814.67578125,816.890625,816.790625,marker_minus_100ms,2.1171875,1,2,79.0,0,retained_by_q1
VisualCogB_Task-1,96,822.86328125,825.08203125,824.98203125,marker_minus_100ms,2.12109375,-1,-2,,1,excluded_by_q1
VisualCogB_Task-1,97,831.2734375,833.48828125,833.38828125,marker_minus_100ms,2.1171875,1,2,80.0,0,retained_by_q1
VisualCogB_Task-1,98,839.6953125,841.9140625,841.8140625,marker_minus_100ms,2.12109375,1,2,81.0,0,retained_by_q1
VisualCogB_Task-1,99,847.90234375,850.1171875,850.0171875,marker_minus_100ms,2.1171875,1,2,82.0,0,retained_by_q1
VisualCogB_Task-2,0,20.0546875,22.2734375,22.1734375,marker_minus_100ms,2.12109375,-1,2,0.0,0,retained_by_q1
VisualCogB_Task-2,1,28.69921875,30.9140625,30.8140625,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogB_Task-2,2,37.54296875,39.76171875,39.66171875,marker_minus_100ms,2.12109375,-1,-2,1.0,0,retained_by_q1
VisualCogB_Task-2,3,46.37109375,48.58984375,48.48984375,marker_minus_100ms,2.12109375,1,2,2.0,0,retained_by_q1
VisualCogB_Task-2,4,54.671875,56.890625,56.790625,marker_minus_100ms,2.12109375,-1,-2,3.0,0,retained_by_q1
VisualCogB_Task-2,5,63.12890625,65.34375,65.24375,marker_minus_100ms,2.1171875,1,-2,4.0,0,retained_by_q1
VisualCogB_Task-2,6,71.56640625,73.78515625,73.68515625,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogB_Task-2,7,80.0703125,82.28515625,82.18515625,marker_minus_100ms,2.1171875,1,2,5.0,0,retained_by_q1
VisualCogB_Task-2,8,88.3984375,90.61328125,90.51328125,marker_minus_100ms,2.1171875,1,2,6.0,0,retained_by_q1
VisualCogB_Task-2,9,96.71484375,98.9296875,98.8296875,marker_minus_100ms,2.1171875,-1,2,,1,excluded_by_q1
VisualCogB_Task-2,10,105.18359375,107.3984375,107.2984375,marker_minus_100ms,2.1171875,1,2,7.0,0,retained_by_q1
VisualCogB_Task-2,11,113.79296875,116.01171875,115.91171875,marker_minus_100ms,2.12109375,1,-2,8.0,0,retained_by_q1
VisualCogB_Task-2,12,122.546875,124.76171875,124.66171875,marker_minus_100ms,2.1171875,1,2,9.0,0,retained_by_q1
VisualCogB_Task-2,13,131.15625,133.375,133.275,marker_minus_100ms,2.12109375,1,-2,,1,excluded_by_q1
VisualCogB_Task-2,14,139.87890625,142.09375,141.99375,marker_minus_100ms,2.1171875,1,-2,,1,excluded_by_q1
VisualCogB_Task-2,15,148.56640625,150.78515625,150.68515625,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogB_Task-2,16,157.0234375,159.23828125,159.13828125,marker_minus_100ms,2.1171875,-1,-2,10.0,0,retained_by_q1
VisualCogB_Task-2,17,165.5390625,167.7578125,167.6578125,marker_minus_100ms,2.12109375,1,-2,11.0,0,retained_by_q1
VisualCogB_Task-2,18,174.23046875,176.4453125,176.3453125,marker_minus_100ms,2.1171875,1,2,12.0,0,retained_by_q1
VisualCogB_Task-2,19,182.85546875,185.0703125,184.9703125,marker_minus_100ms,2.1171875,-1,2,,1,excluded_by_q1
VisualCogB_Task-2,20,191.41796875,193.63671875,193.53671875,marker_minus_100ms,2.12109375,1,2,13.0,0,retained_by_q1
VisualCogB_Task-2,21,199.765625,201.98046875,201.88046875,marker_minus_100ms,2.1171875,1,-2,14.0,0,retained_by_q1
VisualCogB_Task-2,22,208.359375,210.578125,210.478125,marker_minus_100ms,2.12109375,-1,-2,,1,excluded_by_q1
VisualCogB_Task-2,23,216.76953125,218.984375,218.884375,marker_minus_100ms,2.1171875,-1,2,15.0,0,retained_by_q1
VisualCogB_Task-2,24,225.36328125,227.58203125,227.48203125,marker_minus_100ms,2.12109375,-1,-2,16.0,0,retained_by_q1
VisualCogB_Task-2,25,233.8984375,236.11328125,236.01328125,marker_minus_100ms,2.1171875,1,2,17.0,0,retained_by_q1
VisualCogB_Task-2,26,242.4609375,244.6796875,244.5796875,marker_minus_100ms,2.12109375,-1,2,18.0,0,retained_by_q1
VisualCogB_Task-2,27,251.15234375,253.3671875,253.2671875,marker_minus_100ms,2.1171875,-1,2,19.0,0,retained_by_q1
VisualCogB_Task-2,28,259.55859375,261.77734375,261.67734375,marker_minus_100ms,2.12109375,-1,-2,20.0,0,retained_by_q1
VisualCogB_Task-2,29,268.09375,270.30859375,270.20859375,marker_minus_100ms,2.1171875,1,-2,21.0,0,retained_by_q1
VisualCogB_Task-2,30,276.734375,278.953125,278.853125,marker_minus_100ms,2.12109375,1,2,22.0,0,retained_by_q1
VisualCogB_Task-2,31,285.33203125,287.546875,287.446875,marker_minus_100ms,2.1171875,1,2,23.0,0,retained_by_q1
VisualCogB_Task-2,32,293.70703125,295.92578125,295.82578125,marker_minus_100ms,2.12109375,1,-2,24.0,0,retained_by_q1
VisualCogB_Task-2,33,302.22265625,304.44140625,304.34140625,marker_minus_100ms,2.12109375,1,-2,25.0,0,retained_by_q1
VisualCogB_Task-2,34,310.8046875,313.0234375,312.9234375,marker_minus_100ms,2.12109375,-1,2,26.0,0,retained_by_q1
VisualCogB_Task-2,35,319.46484375,321.6796875,321.5796875,marker_minus_100ms,2.1171875,1,2,27.0,0,retained_by_q1
VisualCogB_Task-2,36,327.96484375,330.18359375,330.08359375,marker_minus_100ms,2.12109375,-1,-2,28.0,0,retained_by_q1
VisualCogB_Task-2,37,336.58984375,338.80859375,338.70859375,marker_minus_100ms,2.12109375,-1,2,29.0,0,retained_by_q1
VisualCogB_Task-2,38,345.359375,347.57421875,347.47421875,marker_minus_100ms,2.1171875,1,-2,30.0,0,retained_by_q1
VisualCogB_Task-2,39,354.0625,356.28125,356.18125,marker_minus_100ms,2.12109375,1,-2,31.0,0,retained_by_q1
VisualCogB_Task-2,40,362.56640625,364.78125,364.68125,marker_minus_100ms,2.1171875,1,2,32.0,0,retained_by_q1
VisualCogB_Task-2,41,371.00390625,373.22265625,373.12265625,marker_minus_100ms,2.12109375,-1,-2,33.0,0,retained_by_q1
VisualCogB_Task-2,42,379.4609375,381.67578125,381.57578125,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogB_Task-2,43,387.7421875,389.9609375,389.8609375,marker_minus_100ms,2.12109375,1,-2,34.0,0,retained_by_q1
VisualCogB_Task-2,44,396.4765625,398.6953125,398.5953125,marker_minus_100ms,2.12109375,-1,2,35.0,0,retained_by_q1
VisualCogB_Task-2,45,404.98046875,407.1953125,407.0953125,marker_minus_100ms,2.1171875,-1,2,36.0,0,retained_by_q1
VisualCogB_Task-2,46,413.40234375,415.62109375,415.52109375,marker_minus_100ms,2.12109375,1,-2,37.0,0,retained_by_q1
VisualCogB_Task-2,47,422.03125,424.24609375,424.14609375,marker_minus_100ms,2.1171875,-1,-2,38.0,0,retained_by_q1
VisualCogB_Task-2,48,430.83203125,433.046875,432.946875,marker_minus_100ms,2.1171875,1,2,39.0,0,retained_by_q1
VisualCogB_Task-2,49,439.39453125,441.61328125,441.51328125,marker_minus_100ms,2.12109375,-1,-2,,1,excluded_by_q1
VisualCogB_Task-2,50,448.00390625,450.22265625,450.12265625,marker_minus_100ms,2.12109375,-1,2,40.0,0,retained_by_q1
VisualCogB_Task-2,51,456.6328125,458.84765625,458.74765625,marker_minus_100ms,2.1171875,-1,-2,41.0,0,retained_by_q1
VisualCogB_Task-2,52,465.2265625,467.4453125,467.3453125,marker_minus_100ms,2.12109375,1,2,42.0,0,retained_by_q1
VisualCogB_Task-2,53,473.62109375,475.8359375,475.7359375,marker_minus_100ms,2.1171875,1,-2,,1,excluded_by_q1
VisualCogB_Task-2,54,482.33984375,484.55859375,484.45859375,marker_minus_100ms,2.12109375,1,2,43.0,0,retained_by_q1
VisualCogB_Task-2,55,490.671875,492.88671875,492.78671875,marker_minus_100ms,2.1171875,-1,2,,1,excluded_by_q1
VisualCogB_Task-2,56,499.09375,501.3125,501.2125,marker_minus_100ms,2.12109375,-1,2,,1,excluded_by_q1
VisualCogB_Task-2,57,507.58203125,509.796875,509.696875,marker_minus_100ms,2.1171875,-1,2,44.0,0,retained_by_q1
VisualCogB_Task-2,58,516.12890625,518.34765625,518.24765625,marker_minus_100ms,2.12109375,-1,2,,1,excluded_by_q1
VisualCogB_Task-2,59,524.6796875,526.8984375,526.7984375,marker_minus_100ms,2.12109375,-1,2,45.0,0,retained_by_q1
VisualCogB_Task-2,60,533.1640625,535.3828125,535.2828125,marker_minus_100ms,2.12109375,-1,2,46.0,0,retained_by_q1
VisualCogB_Task-2,61,541.55859375,543.7734375,543.6734375,marker_minus_100ms,2.1171875,1,-2,47.0,0,retained_by_q1
VisualCogB_Task-2,62,550.30859375,552.5234375,552.4234375,marker_minus_100ms,2.1171875,-1,-2,48.0,0,retained_by_q1
VisualCogB_Task-2,63,559.08984375,561.30859375,561.20859375,marker_minus_100ms,2.12109375,-1,-2,49.0,0,retained_by_q1
VisualCogB_Task-2,64,567.546875,569.76171875,569.66171875,marker_minus_100ms,2.1171875,1,-2,50.0,0,retained_by_q1
VisualCogB_Task-2,65,575.984375,578.203125,578.103125,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogB_Task-2,66,584.58203125,586.796875,586.696875,marker_minus_100ms,2.1171875,1,-2,51.0,0,retained_by_q1
VisualCogB_Task-2,67,593.06640625,595.28515625,595.18515625,marker_minus_100ms,2.12109375,1,-2,52.0,0,retained_by_q1
VisualCogB_Task-2,68,601.7109375,603.92578125,603.82578125,marker_minus_100ms,2.1171875,-1,2,53.0,0,retained_by_q1
VisualCogB_Task-2,69,610.2890625,612.5078125,612.4078125,marker_minus_100ms,2.12109375,-1,2,54.0,0,retained_by_q1
VisualCogB_Task-2,70,618.68359375,620.90234375,620.80234375,marker_minus_100ms,2.12109375,1,2,55.0,0,retained_by_q1
VisualCogB_Task-2,71,627.40234375,629.62109375,629.52109375,marker_minus_100ms,2.12109375,1,2,56.0,0,retained_by_q1
VisualCogB_Task-2,72,635.828125,638.04296875,637.94296875,marker_minus_100ms,2.1171875,1,2,57.0,0,retained_by_q1
VisualCogB_Task-2,73,644.390625,646.609375,646.509375,marker_minus_100ms,2.12109375,-1,2,58.0,0,retained_by_q1
VisualCogB_Task-2,74,652.97265625,655.19140625,655.09140625,marker_minus_100ms,2.12109375,-1,2,59.0,0,retained_by_q1
VisualCogB_Task-2,75,661.7109375,663.92578125,663.82578125,marker_minus_100ms,2.1171875,1,-2,60.0,0,retained_by_q1
VisualCogB_Task-2,76,670.5703125,672.7890625,672.6890625,marker_minus_100ms,2.12109375,1,-2,61.0,0,retained_by_q1
VisualCogB_Task-2,77,678.91796875,681.1328125,681.0328125,marker_minus_100ms,2.1171875,-1,-2,62.0,0,retained_by_q1
VisualCogB_Task-2,78,687.55859375,689.77734375,689.67734375,marker_minus_100ms,2.12109375,-1,2,,1,excluded_by_q1
VisualCogB_Task-2,79,696.625,698.83984375,698.73984375,marker_minus_100ms,2.1171875,-1,2,63.0,0,retained_by_q1
VisualCogB_Task-2,80,705.25,707.46484375,707.36484375,marker_minus_100ms,2.1171875,1,-2,,1,excluded_by_q1
VisualCogB_Task-2,81,713.75390625,715.96875,715.86875,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogB_Task-2,82,722.36328125,724.578125,724.478125,marker_minus_100ms,2.1171875,1,-2,64.0,0,retained_by_q1
VisualCogB_Task-2,83,730.95703125,733.17578125,733.07578125,marker_minus_100ms,2.12109375,-1,-2,65.0,0,retained_by_q1
VisualCogB_Task-2,84,739.6015625,741.81640625,741.71640625,marker_minus_100ms,2.1171875,-1,2,,1,excluded_by_q1
VisualCogB_Task-2,85,748.3984375,750.6171875,750.5171875,marker_minus_100ms,2.12109375,1,2,66.0,0,retained_by_q1
VisualCogB_Task-2,86,756.93359375,759.1484375,759.0484375,marker_minus_100ms,2.1171875,-1,2,67.0,0,retained_by_q1
VisualCogB_Task-2,87,765.33984375,767.55859375,767.45859375,marker_minus_100ms,2.12109375,1,2,68.0,0,retained_by_q1
VisualCogB_Task-2,88,773.765625,775.98046875,775.88046875,marker_minus_100ms,2.1171875,-1,-2,69.0,0,retained_by_q1
VisualCogB_Task-2,89,782.28125,784.5,784.4,marker_minus_100ms,2.12109375,1,2,70.0,0,retained_by_q1
VisualCogB_Task-2,90,790.80078125,793.015625,792.915625,marker_minus_100ms,2.1171875,-1,2,,1,excluded_by_q1
VisualCogB_Task-2,91,799.19140625,801.41015625,801.31015625,marker_minus_100ms,2.12109375,-1,-2,71.0,0,retained_by_q1
VisualCogB_Task-2,92,807.8828125,810.09765625,809.99765625,marker_minus_100ms,2.1171875,1,2,72.0,0,retained_by_q1
VisualCogB_Task-2,93,816.2578125,818.4765625,818.3765625,marker_minus_100ms,2.12109375,-1,2,73.0,0,retained_by_q1
VisualCogB_Task-2,94,825.07421875,827.2890625,827.1890625,marker_minus_100ms,2.1171875,1,2,74.0,0,retained_by_q1
VisualCogB_Task-2,95,833.44921875,835.66796875,835.56796875,marker_minus_100ms,2.12109375,1,-2,75.0,0,retained_by_q1
VisualCogB_Task-2,96,842.38671875,844.60546875,844.50546875,marker_minus_100ms,2.12109375,-1,-2,76.0,0,retained_by_q1
VisualCogB_Task-2,97,851.328125,853.546875,853.446875,marker_minus_100ms,2.12109375,-1,-2,77.0,0,retained_by_q1
VisualCogB_Task-2,98,859.953125,862.171875,862.071875,marker_minus_100ms,2.12109375,1,-2,78.0,0,retained_by_q1
VisualCogB_Task-2,99,868.45703125,870.671875,870.571875,marker_minus_100ms,2.1171875,-1,2,79.0,0,retained_by_q1
