record,original_trial_index,q1_trial_index,q1_trial_key,q1_mapping_error_s,q1_final_drop,eeg_quality,q1_quality_pass
VisualCogB_Task-2,7,5.0,VisualCogB_Task-2:q1_005,0.0,0,retained_by_q1,True
VisualCogB_Task-2,8,6.0,VisualCogB_Task-2:q1_006,0.0,0,retained_by_q1,True
VisualCogB_Task-2,9,,,,1,excluded_by_q1,False
VisualCogB_Task-2,10,7.0,VisualCogB_Task-2:q1_007,0.0,0,retained_by_q1,True
VisualCogB_Task-2,11,8.0,VisualCogB_Task-2:q1_008,0.0,0,retained_by_q1,True
VisualCogB_Task-2,12,9.0,VisualCogB_Task-2:q1_009,0.0,0,retained_by_q1,True
VisualCogB_Task-2,13,,,,1,excluded_by_q1,False
VisualCogB_Task-2,14,,,,1,excluded_by_q1,False
VisualCogB_Task-2,15,,,,1,excluded_by_q1,False
VisualCogB_Task-2,16,10.0,VisualCogB_Task-2:q1_010,0.0,0,retained_by_q1,True
VisualCogB_Task-2,17,11.0,VisualCogB_Task-2:q1_011,0.0,0,retained_by_q1,True
VisualCogB_Task-2,18,12.0,VisualCogB_Task-2:q1_012,0.0,0,retained_by_q1,True
VisualCogB_Task-2,19,,,,1,excluded_by_q1,False
VisualCogB_Task-2,20,13.0,VisualCogB_Task-2:q1_013,0.0,0,retained_by_q1,True
VisualCogB_Task-2,21,14.0,VisualCogB_Task-2:q1_014,0.0,0,retained_by_q1,True
VisualCogB_Task-2,22,,,,1,excluded_by_q1,False
VisualCogB_Task-2,23,15.0,VisualCogB_Task-2:q1_015,0.0,0,retained_by_q1,True
VisualCogB_Task-2,24,16.0,VisualCogB_Task-2:q1_016,0.0,0,retained_by_q1,True
VisualCogB_Task-2,25,17.0,VisualCogB_Task-2:q1_017,0.0,0,retained_by_q1,True
VisualCogB_Task-2,26,18.0,VisualCogB_Task-2:q1_018,0.0,0,retained_by_q1,True
VisualCogB_Task-2,27,19.0,VisualCogB_Task-2:q1_019,0.0,0,retained_by_q1,True
VisualCogB_Task-2,28,20.0,VisualCogB_Task-2:q1_020,0.0,0,retained_by_q1,True
VisualCogB_Task-2,29,21.0,VisualCogB_Task-2:q1_021,0.0,0,retained_by_q1,True
VisualCogB_Task-2,30,22.0,VisualCogB_Task-2:q1_022,0.0,0,retained_by_q1,True
VisualCogB_Task-2,31,23.0,VisualCogB_Task-2:q1_023,0.0,0,retained_by_q1,True
VisualCogB_Task-2,32,24.0,VisualCogB_Task-2:q1_024,0.0,0,retained_by_q1,True
VisualCogB_Task-2,33,25.0,VisualCogB_Task-2:q1_025,0.0,0,retained_by_q1,True
VisualCogB_Task-2,34,26.0,VisualCogB_Task-2:q1_026,0.0,0,retained_by_q1,True
VisualCogB_Task-2,35,27.0,VisualCogB_Task-2:q1_027,0.0,0,retained_by_q1,True
VisualCogB_Task-2,36,28.0,VisualCogB_Task-2:q1_028,0.0,0,retained_by_q1,True
VisualCogB_Task-2,37,29.0,VisualCogB_Task-2:q1_029,0.0,0,retained_by_q1,True
VisualCogB_Task-2,38,30.0,VisualCogB_Task-2:q1_030,0.0,0,retained_by_q1,True
VisualCogB_Task-2,39,31.0,VisualCogB_Task-2:q1_031,0.0,0,retained_by_q1,True
VisualCogB_Task-2,40,32.0,VisualCogB_Task-2:q1_032,0.0,0,retained_by_q1,True
VisualCogB_Task-2,41,33.0,VisualCogB_Task-2:q1_033,0.0,0,retained_by_q1,True
VisualCogB_Task-2,42,,,,1,excluded_by_q1,False
VisualCogB_Task-2,43,34.0,VisualCogB_Task-2:q1_034,0.0,0,retained_by_q1,True
VisualCogB_Task-2,44,35.0,VisualCogB_Task-2:q1_035,0.0,0,retained_by_q1,True
VisualCogB_Task-2,45,36.0,VisualCogB_Task-2:q1_036,0.0,0,retained_by_q1,True
VisualCogB_Task-2,46,37.0,VisualCogB_Task-2:q1_037,0.0,0,retained_by_q1,True
VisualCogB_Task-2,47,38.0,VisualCogB_Task-2:q1_038,0.0,0,retained_by_q1,True
VisualCogB_Task-2,48,39.0,VisualCogB_Task-2:q1_039,0.0,0,retained_by_q1,True
VisualCogB_Task-2,49,,,,1,excluded_by_q1,False
VisualCogB_Task-2,50,40.0,VisualCogB_Task-2:q1_040,0.0,0,retained_by_q1,True
VisualCogB_Task-2,51,41.0,VisualCogB_Task-2:q1_041,0.0,0,retained_by_q1,True
VisualCogB_Task-2,52,42.0,VisualCogB_Task-2:q1_042,0.0,0,retained_by_q1,True
VisualCogB_Task-2,53,,,,1,excluded_by_q1,False
VisualCogB_Task-2,54,43.0,VisualCogB_Task-2:q1_043,0.0,0,retained_by_q1,True
VisualCogB_Task-2,55,,,,1,excluded_by_q1,False
VisualCogB_Task-2,56,,,,1,excluded_by_q1,False
VisualCogB_Task-2,57,44.0,VisualCogB_Task-2:q1_044,0.0,0,retained_by_q1,True
VisualCogB_Task-2,58,,,,1,excluded_by_q1,False
VisualCogB_Task-2,59,45.0,VisualCogB_Task-2:q1_045,0.0,0,retained_by_q1,True
VisualCogB_Task-2,60,46.0,VisualCogB_Task-2:q1_046,0.0,0,retained_by_q1,True
VisualCogB_Task-2,61,47.0,VisualCogB_Task-2:q1_047,0.0,0,retained_by_q1,True
VisualCogB_Task-2,62,48.0,VisualCogB_Task-2:q1_048,0.0,0,retained_by_q1,True
VisualCogB_Task-2,63,49.0,VisualCogB_Task-2:q1_049,0.0,0,retained_by_q1,True
VisualCogB_Task-2,64,50.0,VisualCogB_Task-2:q1_050,0.0,0,retained_by_q1,True
VisualCogB_Task-2,65,,,,1,excluded_by_q1,False
VisualCogB_Task-2,66,51.0,VisualCogB_Task-2:q1_051,0.0,0,retained_by_q1,True
VisualCogB_Task-2,67,52.0,VisualCogB_Task-2:q1_052,0.0,0,retained_by_q1,True
VisualCogB_Task-2,68,53.0,VisualCogB_Task-2:q1_053,0.0,0,retained_by_q1,True
VisualCogB_Task-2,69,54.0,VisualCogB_Task-2:q1_054,0.0,0,retained_by_q1,True
VisualCogB_Task-2,70,55.0,VisualCogB_Task-2:q1_055,0.0,0,retained_by_q1,True
VisualCogB_Task-2,71,56.0,VisualCogB_Task-2:q1_056,0.0,0,retained_by_q1,True
VisualCogB_Task-2,72,57.0,VisualCogB_Task-2:q1_057,0.0,0,retained_by_q1,True
VisualCogB_Task-2,73,58.0,VisualCogB_Task-2:q1_058,0.0,0,retained_by_q1,True
VisualCogB_Task-2,74,59.0,VisualCogB_Task-2:q1_059,0.0,0,retained_by_q1,True
VisualCogB_Task-2,75,60.0,VisualCogB_Task-2:q1_060,0.0,0,retained_by_q1,True
VisualCogB_Task-2,76,61.0,VisualCogB_Task-2:q1_061,0.0,0,retained_by_q1,True
VisualCogB_Task-2,77,62.0,VisualCogB_Task-2:q1_062,0.0,0,retained_by_q1,True
VisualCogB_Task-2,78,,,,1,excluded_by_q1,False
VisualCogB_Task-2,79,63.0,VisualCogB_Task-2:q1_063,0.0,0,retained_by_q1,True
VisualCogB_Task-2,80,,,,1,excluded_by_q1,False
VisualCogB_Task-2,81,,,,1,excluded_by_q1,False
VisualCogB_Task-2,82,64.0,VisualCogB_Task-2:q1_064,0.0,0,retained_by_q1,True
VisualCogB_Task-2,83,65.0,VisualCogB_Task-2:q1_065,0.0,0,retained_by_q1,True
VisualCogB_Task-2,84,,,,1,excluded_by_q1,False
VisualCogB_Task-2,85,66.0,VisualCogB_Task-2:q1_066,0.0,0,retained_by_q1,True
VisualCogB_Task-2,86,67.0,VisualCogB_Task-2:q1_067,0.0,0,retained_by_q1,True
VisualCogB_Task-2,87,68.0,VisualCogB_Task-2:q1_068,0.0,0,retained_by_q1,True
VisualCogB_Task-2,88,69.0,VisualCogB_Task-2:q1_069,0.0,0,retained_by_q1,True
VisualCogB_Task-2,89,70.0,VisualCogB_Task-2:q1_070,0.0,0,retained_by_q1,True
VisualCogB_Task-2,90,,,,1,excluded_by_q1,False
VisualCogB_Task-2,91,71.0,VisualCogB_Task-2:q1_071,0.0,0,retained_by_q1,True
VisualCogB_Task-2,92,72.0,VisualCogB_Task-2:q1_072,0.0,0,retained_by_q1,True
VisualCogB_Task-2,93,73.0,VisualCogB_Task-2:q1_073,0.0,0,retained_by_q1,True
VisualCogB_Task-2,94,74.0,VisualCogB_Task-2:q1_074,0.0,0,retained_by_q1,True
VisualCogB_Task-2,95,75.0,VisualCogB_Task-2:q1_075,0.0,0,retained_by_q1,True
VisualCogB_Task-2,96,76.0,VisualCogB_Task-2:q1_076,0.0,0,retained_by_q1,True
VisualCogB_Task-2,97,77.0,VisualCogB_Task-2:q1_077,0.0,0,retained_by_q1,True
VisualCogB_Task-2,98,78.0,VisualCogB_Task-2:q1_078,0.0,0,retained_by_q1,True
VisualCogB_Task-2,99,79.0,VisualCogB_Task-2:q1_079,0.0,0,retained_by_q1,True
