record,original_trial_index,cue_side_from_mat,viscue_raw_code_at_event,external_truth_source,authoritative_omission,response_event_count,response_raw_code,response_bout_code_sequence,mat_response_channel_label,actual_response_side_from_mat,response_decode_status,response_declared_code,direction_consistency_status,direction_consistent,task_correctness_status,task_correct,cue_interval_action_marker_count,has_channel9_action_marker_in_cue_interval,verified_omission,cue_direction_used,cue_direction_source,external_correct_response_side,external_correct_side_differs_from_cue_direction,target_onset_time_s,schedule_target_anchor_time_s,target_time_source,response_deadline_time_s,response_time_s,response_analysis_window_start_s,response_analysis_window_end_s,response_present_in_analysis_window,response_declared_code_sample_count_in_analysis_window,declared_code_present_in_analysis_window,response_duration_s,formal_deadline_status,within_formal_deadline,reaction_time_s_from_verified_target,reaction_time_status,reaction_time_s_from_schedule_anchor,schedule_anchor_reaction_time_status,response_timing_status,record_end_time_s,recording_covers_deadline,omission_status,trial_outcome,timing_source,identity_mapping_status
VisualCogA_Task-1,82,-1,-1.0,,,1,-1.0,-1,Action:L-1/R+1,-1,decoded_from_declared_channel_code,-1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,711.02421875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,711.0390625,707.82421875,713.82421875,True,248,1,0.96875,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,83,1,1.0,,,1,1.0,1,Action:L-1/R+1,1,decoded_from_declared_channel_code,1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,719.215625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,719.23046875,716.015625,722.015625,True,265,1,1.03515625,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,84,-1,-1.0,,,1,-1.0,-1,Action:L-1/R+1,-1,decoded_from_declared_channel_code,-1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,727.48125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,727.49609375,724.28125,730.28125,True,265,1,1.03515625,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,85,1,1.0,,,1,1.0,1,Action:L-1/R+1,1,decoded_from_declared_channel_code,1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,735.75078125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,735.765625,732.55078125,738.55078125,True,269,1,1.05078125,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,86,1,1.0,,,1,1.0,1,Action:L-1/R+1,1,decoded_from_declared_channel_code,1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,744.03203125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,744.05078125,740.83203125,746.83203125,True,324,1,1.265625,unknown_no_verified_formal_deadline,,,target_onset_missing,0.018749999999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,87,1,1.0,,,1,1.0,1,Action:L-1/R+1,1,decoded_from_declared_channel_code,1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,752.5359375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,752.55078125,749.3359375,755.3359375,True,274,1,1.0703125,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,88,1,1.0,,,1,1.0,1,Action:L-1/R+1,1,decoded_from_declared_channel_code,1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,760.8328125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,760.8515625,757.6328125,763.6328125,True,277,1,1.08203125,unknown_no_verified_formal_deadline,,,target_onset_missing,0.018749999999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,89,1,1.0,,,1,1.0,1,Action:L-1/R+1,1,decoded_from_declared_channel_code,1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,769.14921875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,769.1640625,765.94921875,771.94921875,True,259,1,1.01171875,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,90,-1,-1.0,,,1,-1.0,-1,Action:L-1/R+1,-1,decoded_from_declared_channel_code,-1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,777.39921875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,777.41796875,774.19921875,780.19921875,True,352,1,1.375,unknown_no_verified_formal_deadline,,,target_onset_missing,0.018749999999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,91,1,1.0,,,1,1.0,1,Action:L-1/R+1,1,decoded_from_declared_channel_code,1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,786.0125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,786.02734375,782.8125,788.8125,True,252,1,0.984375,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,92,1,1.0,,,1,1.0,1,Action:L-1/R+1,1,decoded_from_declared_channel_code,1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,794.215625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,794.234375,791.015625,797.015625,True,333,1,1.30078125,unknown_no_verified_formal_deadline,,,target_onset_missing,0.018749999999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,93,1,1.0,,,1,1.0,1,Action:L-1/R+1,1,decoded_from_declared_channel_code,1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,802.75078125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,802.765625,799.55078125,805.55078125,True,321,1,1.25390625,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,94,-1,-1.0,,,1,-1.0,-1,Action:L-1/R+1,-1,decoded_from_declared_channel_code,-1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,811.23515625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,811.25390625,808.03515625,814.03515625,True,322,1,1.2578125,unknown_no_verified_formal_deadline,,,target_onset_missing,0.018749999999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,95,1,1.0,,,1,1.0,1,Action:L-1/R+1,1,decoded_from_declared_channel_code,1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,819.7234375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,819.73828125,816.5234375,822.5234375,True,246,1,0.9609375,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,96,1,1.0,,,1,1.0,1,Action:L-1/R+1,1,decoded_from_declared_channel_code,1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,827.9109375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,827.9296875,824.7109375,830.7109375,True,232,1,0.90625,unknown_no_verified_formal_deadline,,,target_onset_missing,0.018749999999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,97,-1,-1.0,,,1,-1.0,-1,Action:L-1/R+1,-1,decoded_from_declared_channel_code,-1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,836.05546875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,836.0703125,832.85546875,838.85546875,True,300,1,1.171875,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,98,-1,-1.0,,,1,-1.0,-1,Action:L-1/R+1,-1,decoded_from_declared_channel_code,-1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,844.46171875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,844.48046875,841.26171875,847.26171875,True,343,1,1.33984375,unknown_no_verified_formal_deadline,,,target_onset_missing,0.018749999999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-1,99,1,1.0,,,1,1.0,1,Action:L-1/R+1,1,decoded_from_declared_channel_code,1.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,853.04375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,853.05859375,849.84375,855.84375,True,327,1,1.27734375,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999954525,schedule_assumption_only,unknown_no_verified_formal_deadline,874.390625,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,0,1,1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,22.25078125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,22.26953125,19.05078125,25.05078125,True,1,1,1.6953125,unknown_no_verified_formal_deadline,,,target_onset_missing,0.01875000000000071,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,1,-1,-1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,31.1765625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,31.19140625,27.9765625,33.9765625,True,1,1,1.9765625,unknown_no_verified_formal_deadline,,,target_onset_missing,0.01484375000000071,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,2,-1,-1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,40.3953125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,40.41015625,37.1953125,43.1953125,True,1,1,1.5078125,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999997158,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,3,-1,-1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,49.1296875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,49.14453125,45.9296875,51.9296875,True,1,1,1.51953125,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999997158,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,4,1,1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,57.88359375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,57.8984375,54.68359375,60.68359375,True,1,1,1.453125,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999997158,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,5,-1,-1.0,,,1,1.0,1|2,TgtAct:L-2/R+2,1,decoded_from_declared_channel_code,2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,66.57109375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,66.5859375,63.37109375,69.37109375,True,1,1,1.34375,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999997158,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,6,1,1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,75.14921875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,75.16796875,71.94921875,77.94921875,True,1,1,1.3203125,unknown_no_verified_formal_deadline,,,target_onset_missing,0.018749999999997158,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,7,1,1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,83.7,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,83.71484375,80.5,86.5,True,1,1,1.3359375,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999997158,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,8,-1,-1.0,,,1,1.0,1|2,TgtAct:L-2/R+2,1,decoded_from_declared_channel_code,2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,92.2625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,92.28125,89.0625,95.0625,True,1,1,1.66796875,unknown_no_verified_formal_deadline,,,target_onset_missing,0.018749999999997158,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,9,-1,-1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,101.17265625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,101.1875,97.97265625,103.97265625,True,1,1,1.34765625,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999997158,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,10,1,1.0,,,1,1.0,1|2,TgtAct:L-2/R+2,1,decoded_from_declared_channel_code,2.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,109.75078125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,109.765625,106.55078125,112.55078125,True,1,1,1.48046875,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999997158,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,11,1,1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,118.45390625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,118.47265625,115.25390625,121.25390625,True,1,1,1.40234375,unknown_no_verified_formal_deadline,,,target_onset_missing,0.018749999999997158,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,12,1,1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,127.0828125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,127.09765625,123.8828125,129.8828125,True,1,1,1.35546875,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843749999997158,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,13,-1,-1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,135.6609375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,135.6796875,132.4609375,138.4609375,True,1,1,1.5390625,unknown_no_verified_formal_deadline,,,target_onset_missing,0.01875000000001137,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,14,-1,-1.0,,,1,1.0,1|2,TgtAct:L-2/R+2,1,decoded_from_declared_channel_code,2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,144.44609375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,144.4609375,141.24609375,147.24609375,True,1,1,1.6953125,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843750000011369,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,15,-1,-1.0,,,1,1.0,1|2,TgtAct:L-2/R+2,1,decoded_from_declared_channel_code,2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,153.36796875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,153.38671875,150.16796875,156.16796875,True,1,1,1.52734375,unknown_no_verified_formal_deadline,,,target_onset_missing,0.01875000000001137,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,16,1,1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,162.13359375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,162.15234375,158.93359375,164.93359375,True,1,1,1.421875,unknown_no_verified_formal_deadline,,,target_onset_missing,0.01875000000001137,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,17,1,1.0,,,1,1.0,1|2,TgtAct:L-2/R+2,1,decoded_from_declared_channel_code,2.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,170.809375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,170.82421875,167.609375,173.609375,True,1,1,1.57421875,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843750000011369,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,18,-1,-1.0,,,1,1.0,1|2,TgtAct:L-2/R+2,1,decoded_from_declared_channel_code,2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,179.621875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,179.640625,176.421875,182.421875,True,1,1,1.24609375,unknown_no_verified_formal_deadline,,,target_onset_missing,0.01875000000001137,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,19,-1,-1.0,,,1,1.0,1|2,TgtAct:L-2/R+2,1,decoded_from_declared_channel_code,2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,188.11015625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,188.125,184.91015625,190.91015625,True,1,1,1.48046875,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843750000011369,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,20,1,1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,196.81328125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,196.828125,193.61328125,199.61328125,True,1,1,1.296875,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843750000011369,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,21,-1,-1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,205.34453125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,205.36328125,202.14453125,208.14453125,True,1,1,1.43359375,unknown_no_verified_formal_deadline,,,target_onset_missing,0.01875000000001137,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,22,1,1.0,,,1,1.0,1|2,TgtAct:L-2/R+2,1,decoded_from_declared_channel_code,2.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,214.0203125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,214.03515625,210.8203125,216.8203125,True,1,1,1.32421875,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843750000011369,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,23,1,1.0,,,1,-1.0,-1|-2,TgtAct:L-2/R+2,-1,decoded_from_declared_channel_code,-2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,222.5828125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,222.6015625,219.3828125,225.3828125,True,1,1,1.40234375,unknown_no_verified_formal_deadline,,,target_onset_missing,0.01875000000001137,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,24,-1,-1.0,,,1,1.0,1|2,TgtAct:L-2/R+2,1,decoded_from_declared_channel_code,2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,231.22734375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,231.2421875,228.02734375,234.02734375,True,1,1,1.23046875,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843750000011369,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,25,-1,-1.0,,,1,1.0,1|2,TgtAct:L-2/R+2,1,decoded_from_declared_channel_code,2.0,direction_inconsistent,0,unknown_no_verified_response_truth,,1,1,0,-1,channel8_VisCue,,False,,239.68046875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,239.69921875,236.48046875,242.48046875,True,1,1,1.2734375,unknown_no_verified_formal_deadline,,,target_onset_missing,0.01875000000001137,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_inconsistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,26,1,1.0,,,1,1.0,1|2,TgtAct:L-2/R+2,1,decoded_from_declared_channel_code,2.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,248.184375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,248.19921875,244.984375,250.984375,True,1,1,1.39453125,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843750000011369,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,27,1,1.0,,,1,1.0,1|2,TgtAct:L-2/R+2,1,decoded_from_declared_channel_code,2.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,256.81328125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,256.828125,253.61328125,259.61328125,True,1,1,1.453125,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843750000011369,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
VisualCogA_Task-2,28,1,1.0,,,1,1.0,1|2,TgtAct:L-2/R+2,1,decoded_from_declared_channel_code,2.0,direction_consistent,1,unknown_no_verified_response_truth,,1,1,0,1,channel8_VisCue,,False,,265.50078125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,,265.515625,262.30078125,268.30078125,True,1,1,1.671875,unknown_no_verified_formal_deadline,,,target_onset_missing,0.014843750000011369,schedule_assumption_only,unknown_no_verified_formal_deadline,899.046875,False,response_marker_observed,direction_consistent,,missing:participant_id;task_id;session_id;mapping_source
