任务,时间_ms,条件,电极,任务均值_第一问样条,任务均值_实测ERP,任务模型拟合
任务一,429.6875,左提示,F4,1.713959708419793,1.8711392673863045,13.025977464961235
任务一,429.6875,右提示,F3,21.24751536637084,20.901895920945677,14.049795467859374
任务一,429.6875,右提示,Fz,12.215973254299175,12.018406180928967,14.131346853229017
任务一,429.6875,右提示,F4,21.56151855489695,21.29946138006243,12.62941086144649
任务一,437.5,左提示,F3,1.9215747651462554,1.0249184286133612,8.643293485702197
任务一,437.5,左提示,Fz,11.621357358307957,11.09926454316063,12.994012519134484
任务一,437.5,左提示,F4,1.7617333057528377,1.729995167773911,15.240153413068574
任务一,437.5,右提示,F3,21.17853664896317,19.905461732245538,15.572186635120222
任务一,437.5,右提示,Fz,11.997666767809795,10.953385841777322,15.914053888622226
任务一,437.5,右提示,F4,21.339825889485617,20.47624357834906,14.658719140471556
任务一,445.3125,左提示,F3,2.2593631382059645,1.0574927898272808,10.396627969050384
任务一,445.3125,左提示,Fz,11.930909914995501,11.037825910643912,14.951245500171789
任务一,445.3125,左提示,F4,1.9385204090056938,1.4260245282340662,17.471896661254966
任务一,445.3125,右提示,F3,21.164583756737176,19.437171804121444,17.10370221038382
任务一,445.3125,右提示,Fz,11.873629600040225,10.506032720130273,17.71793850024502
任务一,445.3125,右提示,F4,21.192164454211756,20.24629076648546,16.7368494227986
任务一,453.125,左提示,F3,2.7250141327914736,1.3372260021591682,12.1683590339103
任务一,453.125,左提示,Fz,12.383844881371328,11.251652545176666,16.907416942894955
任务一,453.125,左提示,F4,2.2557937173739475,1.3678372861953854,19.69177642674296
任务一,453.125,右提示,F3,21.230165737508223,19.99101399897837,18.623466577109042
任务一,453.125,右提示,Fz,11.86199053923352,11.13592298271884,19.516821126977025
任务一,453.125,右提示,F4,21.145007038113064,20.941130754367766,18.83116735671376
任务一,460.9375,左提示,F3,3.322493532568977,2.1520805426550673,13.948689352601722
任务一,460.9375,左提示,Fz,12.984358941211672,12.067259387059627,18.855178825609258
任务一,460.9375,左提示,F4,2.7250259300531976,1.9497930134102823,21.89336389857952
任务一,460.9375,右提示,F3,21.399791639091696,21.323823658584075,20.13010950285375
任务一,460.9375,右提示,Fz,11.980878373632747,12.40406278712441,21.306416566067558
任务一,460.9375,右提示,F4,21.224826430227246,22.150207437700757,20.93290207025402
任务一,468.75,左提示,F3,4.055767121204658,3.5994672988752026,15.714357488456288
任务一,468.75,左提示,Fz,13.736648778292777,13.511977063939542,20.77045945922754
任务一,468.75,左提示,F4,3.3576897462390356,3.2202921226231283,24.051245118994828
任务一,468.75,右提示,F3,21.697970509302973,22.725303083074603,21.605332306658525
任务一,468.75,右提示,Fz,12.248421891480968,13.482319269095088,23.06369996675229
任务一,468.75,右提示,F4,21.458095419592016,23.121786282601025,23.013099249229
任务一,476.5625,左提示,F3,4.928800682364713,5.444407796523379,17.459611070281213
任务一,476.5625,左提示,Fz,14.644911076390851,15.27307169690145,22.650365714793665
任务一,476.5625,左提示,F4,4.16525786512706,4.784249602589496,26.163907302318876
任务一,476.5625,右提示,F3,22.149211395957423,23.730439802477118,23.050946448624423
任务一,476.5625,右提示,Fz,12.682749881021243,13.960050725531072,24.788427491068884
任务一,476.5625,右提示,F4,21.871286795245066,23.513441772316547,25.067896396835394
任务一,484.375,左提示,F3,5.945559999715325,7.269946911782537,19.16512172142661
任务一,484.375,左提示,Fz,15.713342519282133,16.873598150381408,24.474924759642303
任务一,484.375,左提示,F4,5.159202985912852,6.201572478532704,28.210315083848407
任务一,484.375,右提示,F3,22.77802334687042,24.2629273615605,24.45129418244073
任务一,484.375,右提示,Fz,13.301991130496635,14.077222722917025,26.46114040110289
任务一,484.375,右提示,F4,22.490873346224102,23.516718207023292,27.07291741719623
任务一,492.1875,左提示,F3,7.110010856922683,8.709303229951772,20.829534849007914
任务一,492.1875,左提示,Fz,16.94613979074286,18.087817339849757,26.245777807924018
任务一,492.1875,左提示,F4,6.350997807792005,7.269449814603096,30.19374183873512
任务一,492.1875,右提示,F3,23.608915409857342,24.574076455595655,25.811174558622998
任务一,492.1875,右提示,Fz,14.124274428150212,14.303684009461922,28.08561736692427
任务一,492.1875,右提示,F4,23.34332786156682,23.57987514216814,29.02949293049193
任务一,500.0,左提示,F3,8.426119037652983,9.72172433658592,22.437355168216694
任务一,500.0,左提示,Fz,18.34749957454925,19.047104097269422,27.94674513171394
任务一,500.0,左提示,F4,7.752115029960134,8.201760352310677,32.09705744853853
任务一,500.0,右提示,F3,24.666396632733576,25.03051038526615,27.117198932010243
任务一,500.0,右提示,Fz,15.167728562225031,14.9576643497331,29.645637922628904
任务一,500.0,右提示,F4,24.45512313031094,24.046882016969224,30.917628727879983
任务一,507.8125,左提示,F3,9.897850325572401,10.652791023373503,23.991218624364294
任务一,507.8125,左提示,Fz,19.921618554477543,20.149529199030887,29.58347455222017
任务一,507.8125,左提示,F4,9.374027351612805,9.395459694950844,33.92768291162839
任务一,507.8125,右提示,F3,25.97497606331448,25.968921767422696,28.376703861464854
任务一,507.8125,右提示,Fz,16.450482320964152,16.09305298671471,31.148509672082366
任务一,507.8125,右提示,F4,25.852731941494156,25.089979432065366,32.74333951524662
任务一,515.625,左提示,F3,11.524366185983837,11.844202004295205,25.478880383894687
任务一,515.625,左提示,Fz,21.66799210162579,21.578675411621997,31.142935095456195
任务一,515.625,左提示,F4,11.221860990422813,11.090354869922189,35.67168154029591
任务一,515.625,右提示,F3,27.548134015265134,27.309903324094876,29.57810279209668
任务一,515.625,右提示,Fz,17.982049609510383,17.518496028561263,32.58067601742875
任务一,515.625,右提示,F4,27.552101219799262,26.594741404253217,34.490321929118565
任务一,523.4375,左提示,F3,13.282866487308983,13.298809129716764,26.90621481329389
任务一,523.4375,左提示,Fz,23.56462485187367,23.281563719148483,32.63397935972876
任务一,523.4375,左提示,F4,13.271730999881473,13.153885703836036,37.33975812818899
任务一,523.4375,右提示,F3,29.34893603053829,28.83347745125902,30.730730790989867
任务一,523.4375,右提示,Fz,19.732563805839156,19.041875185301297,33.9522658991514
任务一,523.4375,右提示,F4,29.521061846735403,28.418694119425673,36.16838536759524
任务一,531.25,左提示,F3,15.144279385953716,14.835012969752484,28.263311596043945
任务一,531.25,左提示,Fz,25.583384196025882,25.159466133105006,34.04575653449099
任务一,531.25,左提示,F4,15.491467531977921,15.407839532537087,38.92013159742684
任务一,531.25,右提示,F3,31.32605038611393,30.50968205761129,31.824165134402552
任务一,531.25,右提示,Fz,21.660912141902823,20.767482011580277,35.251533645313245
任务一,531.25,右提示,F4,31.71370390127538,30.602549757680837,37.76384434736579
任务一,539.0625,左提示,F3,17.079532554913012,16.40326220751009,29.55830378302443
任务一,539.0625,左提示,Fz,27.696137051840644,27.261421829561446,35.38930576895689
任务一,539.0625,左提示,F4,17.848900100117852,17.741407278111993,40.425712024428265
任务一,539.0625,右提示,F3,33.42814424925995,32.46601358576465,32.86906876461059
任务一,539.0625,右提示,Fz,23.72598098282355,22.90325973998539,36.49053346611635
任务一,539.0625,右提示,F4,34.08411640327871,33.28289477100304,39.28917400425675
任务一,546.875,左提示,F3,19.05955366718186,18.111314359213544,30.782751595680356
任务一,546.875,左提示,Fz,29.874750337076197,29.53106630375006,36.65509236118046
任务一,546.875,左提示,F4,20.311858217706966,20.079615507159307,41.84597626387681
任务一,546.875,右提示,F3,35.603884787244276,34.64195977494257,33.855622656920325
任务一,546.875,右提示,Fz,25.88665669372351,25.398550398926126,37.65857731804798
任务一,546.875,右提示,F4,36.586388372604965,36.3138601300991,40.73233170149325
任务一,554.6875,左提示,F3,21.055270395755258,20.088811528063133,31.94635608138982
任务一,554.6875,左提示,Fz,32.09109096949081,31.86012740234561,37.85568108417142
任务一,554.6875,左提示,F4,22.848171398150996,22.351055074966233,43.19536782301418
任务一,554.6875,右提示,F3,37.80193916733485,36.955204590704014,34.7953989365836
任务一,554.6875,右提示,Fz,28.101825639724908,27.972450628996352,38.76907712962095
任务一,554.6875,右提示,F4,39.17460882911368,39.375671248986684,42.10768799635763
任务一,562.5,左提示,F3,23.037610413628204,22.345244022360333,33.04154069687014
任务一,562.5,左提示,Fz,34.31702586684272,34.16185931385839,38.982278379440295
任务一,562.5,左提示,F4,25.425669154855633,24.716025701575944,44.46404490494271
任务一,562.5,右提示,F3,39.970974556799604,39.38525042159325,35.678825385236046
任务一,562.5,右提示,Fz,30.330374185949918,30.494872268577208,39.81191382373952
任务一,562.5,右提示,F4,41.80286679266442,42.23793248895432,43.40416508784326
任务一,570.3125,左提示,F3,24.977501393795677,24.645008136788718,34.07892595692733
任务一,570.3125,左提示,Fz,36.524421946890165,36.4491248551924,40.048341698322744
任务一,570.3125,左提示,F4,28.012181001226594,27.37277219784472,45.667342419152696
任务一,570.3125,右提示,F3,42.05965812290644,42.0171286267406,36.517984246244275
任务一,570.3125,右提示,Fz,32.531188697520705,33.09760862263311,40.80130992948345
任务一,570.3125,右提示,F4,44.425251283116715,44.97163329938481,44.6372969620084
任务一,578.125,左提示,F3,26.845871009252676,26.6863475169148,35.05114513750844
任务一,578.125,左提示,Fz,38.685146127391405,38.645284586425866,41.045174139370616
任务一,578.125,左提示,F4,30.57553645066958,30.296568552260126,46.795438038236426
任务一,578.125,右提示,F3,44.016657032923305,44.6885521856401,37.303140505926756
任务一,578.125,右提示,Fz,34.66315553955947,35.828904459279144,41.72715180408879
任务一,578.125,右提示,F4,46.995851320330125,47.68746796688406,45.796236559305065
任务一,585.9375,左提示,F3,28.613646932994207,28.425553912320765,35.96921442838672
任务一,585.9375,左提示,Fz,40.77106532610468,40.68769006627753,41.98661734119159
任务一,585.9375,左提示,F4,33.0835650165903,33.11311038326801,47.8640344596701
任务一,585.9375,右提示,F3,45.790638454118124,46.99402807699194,38.04656554338528
任务一,585.9375,右提示,Fz,36.68516107718839,38.34892585173125,42.6040270717321
任务一,585.9375,右提示,F4,49.46875592416421,50.34770115911352,46.89709858357153
任务一,593.75,左提示,F3,30.251756838015233,30.037513065709568,36.82566267722487
任务一,593.75,左提示,Fz,42.75404646078823,42.56941689336895,42.86378058912916
任务一,593.75,左提示,F4,35.50409621239445,35.55789156399613,48.86303329787876
任务一,593.75,右提示,F3,47.33026955375881,48.55370367059206,38.738192500673556
任务一,593.75,右提示,Fz,38.55609167552963,40.23018875927084,43.42157818814834
任务一,593.75,右提示,F4,51.7980541144785,52.74246051113048,47.92891715821839
任务一,601.5625,左提示,F3,31.732573138789807,31.67479546428983,37.63170385581799
任务一,601.5625,左提示,Fz,44.60725590086413,44.46862442204106,43.690712168017754
任务一,601.5625,左提示,F4,37.80625778874091,37.767048183752905,49.80832659223977
任务一,601.5625,右提示,F3,48.58721442396377,49.402427567425,39.3903914721111
任务一,601.5625,右提示,Fz,40.23702505675043,41.36506499624228,44.19460844392028
任务一,601.5625,右提示,F4,53.94018165989657,54.706784078832435,48.90815343242492
任务一,609.375,左提示,F3,33.050085863033814,33.384153492266385,38.37954520342439
任务一,609.375,左提示,Fz,46.3233036628721,46.491769446984264,44.45812112238556
任务一,609.375,左提示,F4,39.97860297222426,40.154681435672245,50.68933245760312
任务一,609.375,右提示,F3,49.55798003239155,49.75491245045961,39.992652856224
任务一,609.375,右提示,Fz,41.72182813732157,41.92242783467995,44.91233895481431
任务一,609.375,右提示,F4,55.88668864388121,56.07315179589478,49.823458798312345
任务一,617.1875,左提示,F3,34.214926319943956,35.07195814285423,39.08032314395837
任务一,617.1875,左提示,Fz,47.909767521405364,48.530191321443645,45.17998692777763
任务一,617.1875,左提示,F4,42.02463875928089,42.76141136923684,51.521854039877645
任务一,617.1875,右提示,F3,50.273593481089364,49.85988676225493,40.55728352744068
任务一,617.1875,右提示,Fz,43.02960902041786,42.130892233095366,45.589544148579314
任务一,617.1875,右提示,F4,57.65615621899186,56.892174063931414,50.69131325471518
任务一,625.0,左提示,F3,35.23815389026621,36.44146483101366,39.72569998230201
任务一,625.0,左提示,Fz,49.374610273772355,50.20489194665534,45.846389104497554
任务一,625.0,左提示,F4,43.94825680923689,45.13216213206033,52.294593755083554
任务一,625.0,右提示,F3,50.765969849837845,49.86012196609842,41.07320862036644
任务一,625.0,右提示,Fz,44.18012510019035,42.31104103778033,46.21482008483132
任务一,625.0,右提示,F4,59.267860870754994,57.592854290333435,51.49971947751502
任务一,632.8125,左提示,F3,36.13082795474657,37.19375875658426,40.32665948010272
任务一,632.8125,左提示,Fz,50.72579471728147,51.327649699777346,46.47115135556826
任务一,632.8125,左提示,F4,45.75334878141835,46.79112140440777,53.02317403013797
任务一,632.8125,右提示,F3,51.067024218417636,49.95750175170493,41.55266401612862
任务一,632.8125,右提示,Fz,45.19313377079014,42.86372327250164,46.802838609457396
任务一,632.8125,右提示,F4,60.74107908469709,58.80768451137824,52.265063311634954
任务一,640.625,左提示,F3,36.9040078941311,37.405302310470795,40.87437150695232
任务一,640.625,左提示,Fz,51.97128364924113,52.08904683561131,47.04375822851678
任务一,640.625,左提示,F4,47.44380633515147,47.88532375640145,53.69561285561632
任务一,640.625,右提示,F3,51.20867166660941,50.30175983108438,41.98410375080766
任务一,640.625,右提示,Fz,46.08839242636834,44.04805191791489,47.341609159218095
任务一,640.625,右提示,F4,62.095087346344705,60.73289400753273,52.97470923401222
任务一,648.4375,左提示,F3,37.56875308916575,37.535747103019666,41.37971379276521
任务一,648.4375,左提示,Fz,53.11903986695978,52.92409907224439,47.577897784268714
任务一,648.4375,左提示,F4,49.023521129762344,48.906105305681066,54.32737234456256
任务一,648.4375,右提示,F3,51.22282727419382,50.92771222244811,42.37977688999471
任务一,648.4375,右提示,Fz,46.88565846107602,45.75032337269751,47.845723003510955
任务一,648.4375,右提示,F4,63.3491621412243,63.048361021711784,53.644938764964884
任务一,656.25,左提示,F3,38.13612292059656,37.92664656759227,41.83333355077719
任务一,656.25,左提示,Fz,54.17702616774581,53.95551212340503,48.062399415763146
任务一,656.25,左提示,F4,50.4963848245771,50.13875477877464,54.90572432382165
任务一,656.25,右提示,F3,51.141406120951515,51.58206139913018,42.72768327495912
任务一,656.25,右提示,Fz,47.604689269064295,47.56700372294918,48.30254786372565
任务一,656.25,右提示,F4,64.52257995486238,65.22652103010701,54.262380325796585
任务一,664.0625,左提示,F3,38.61717676916954,38.4972659368582,42.24595220129407
任务一,664.0625,左提示,Fz,55.15320534890763,55.03015599934872,48.510735609313635
任务一,664.0625,左提示,F4,51.86628907892186,51.44218705296196,55.44588151658836
任务一,664.0625,右提示,F3,50.99632328666313,52.02070351526139,43.04008211387355
任务一,664.0625,右提示,Fz,48.2652422444842,49.11500998313376,48.72651914322566
任务一,664.0625,右提示,F4,65.63461727278545,67.00972858108526,54.84309180495194
任务一,671.875,左提示,F3,39.02297401563068,39.002198851337994,42.607742466330706
任务一,671.875,左提示,Fz,56.055540207753694,55.97862407671621,48.91109739836504
任务一,671.875,左提示,F4,53.13712555212277,52.68304743934377,55.934379304799165
任务一,671.875,右提示,F3,50.81949385110934,52.116382261222356,43.30459944710941
任务一,671.875,右提示,Fz,48.88707478148687,50.290921307939655,49.10438024285035
任务一,671.875,右提示,F4,66.70455058052,68.4122062355319,55.3729559302992
任务一,679.6875,左提示,F3,39.364574040725984,39.279666083922976,42.9294314295398
任务一,679.6875,左提示,Fz,56.89199354159237,56.80102424607763,49.27686129986351
任务一,679.6875,左提示,F4,54.31278590350595,53.799676896231034,56.386301813641964
任务一,679.6875,右提示,F3,50.642832894070764,51.977755532957865,43.53367814077586
任务一,679.6875,右提示,Fz,49.48994427422337,51.20309691311788,49.45052621251653
任务一,679.6875,右提示,F4,67.75165636359256,69.5681390035141,55.86791159723968
任务一,687.5,左提示,F3,39.6529929138088,39.276139300487344,43.20090096576496
任务一,687.5,左提示,Fz,57.67049274616153,57.42064470427636,49.59571496711597
任务一,687.5,左提示,F4,55.397143930907234,54.781176277326324,56.78758893077104
任务一,687.5,右提示,F3,50.4981621469378,51.738680958300634,43.71475795650307
任务一,687.5,右提示,Fz,50.093549135879215,51.965895647477524,49.75120686275593
任务一,687.5,右提示,F4,68.79514195480921,70.49704974115043,56.3132148083022
任务一,695.3125,左提示,F3,39.893705319045665,39.15016226901046,43.43298308059401
任务一,695.3125,左提示,Fz,58.394435837588716,57.90138130002571,49.88099821285997
任务一,695.3125,左提示,F4,56.39178818129355,55.67179778354728,57.15326002908455
任务一,695.3125,右提示,F3,50.405360077329775,51.50584853889181,43.86057309990711
任务一,695.3125,右提示,Fz,50.710041583852394,52.53059342038239,50.02083465883878
任务一,695.3125,右提示,F4,69.845367087381,71.21130768942382,56.72471986290631
任务一,703.125,左提示,F3,40.08125809550431,39.18860698233085,43.61530495656779
任务一,703.125,左提示,Fz,59.05828870454487,58.441449079267855,50.11990982613322
任务一,703.125,左提示,F4,57.293800590619284,56.69790297455555,57.46867513041108
任务一,703.125,右提示,F3,50.360752533427636,51.12514264516945,43.958424348402076
任务一,703.125,右提示,Fz,51.33669241945591,52.73265869360844,50.24518030405178
任务一,703.125,右提示,F4,70.89524365528511,71.70227432441524,57.08704258980502
任务一,710.9375,左提示,F3,40.20891911081878,39.51459966324208,43.75887894081019
任务一,710.9375,左提示,Fz,59.65547183875801,59.21861694416653,50.32581414656335
任务一,710.9375,左提示,F4,58.09973565080065,57.92407877053516,57.74884716083018
任务一,710.9375,右提示,F3,50.3579088156048,50.43151104781971,44.021410117630744
任务一,710.9375,右提示,Fz,51.96903075514342,52.515228257508284,50.43873129139803
任务一,710.9375,右提示,F4,71.93564149500635,72.04471028937714,57.415989791425496
任务一,718.75,左提示,F3,40.26995623262315,40.00919363672365,43.85325304219558
任务一,718.75,左提示,Fz,60.17940573195619,60.109587546220126,50.485578778602815
任务一,718.75,左提示,F4,58.80614785375388,59.162026740345674,57.97871694870099
任务一,718.75,右提示,F3,50.39039822423465,49.444221452912515,44.03684463539811
任务一,718.75,右提示,Fz,52.60258570336864,52.087250508168175,50.58693059184593
任务一,718.75,右提示,F4,72.95743044302957,72.27121572727002,57.69568424708693
任务一,726.5625,左提示,F3,40.25763732855149,40.438016601938095,43.90982324315207
任务一,726.5625,左提示,Fz,60.62351087586742,60.89596904288585,50.61277836682199
任务一,726.5625,左提示,F4,59.40959169139515,60.077372696980824,58.173493328995775
任务一,726.5625,右提示,F3,50.451790059690545,48.5281582093189,44.01835901339115
任务一,726.5625,右提示,Fz,53.23288637658522,51.77948139470771,50.704521497673106
任务一,726.5625,右提示,F4,73.95148033583958,72.4201880999887,57.94207432933292
任务一,734.375,左提示,F3,40.16523026623783,40.54758935867791,43.91818403954402
任务一,734.375,左提示,Fz,60.981207762219725,61.34245422289203,50.69407491133526
任务一,734.375,左提示,F4,59.9066216556407,60.5391004376998,58.31784641211809
任务一,734.375,右提示,F3,50.53565362234586,48.07414643921349,43.95337414691421
任务一,734.375,右提示,Fz,53.85546188724686,51.854357536371985,50.77674319262678
任务一,734.375,右提示,F4,74.90866100992125,72.5802307223535,58.13892342560121
任务一,742.1875,左提示,F3,39.98600291331623,40.23384107250349,43.890139622797705
任务一,742.1875,左提示,Fz,61.24591688274114,61.47983157252122,50.74329805838258
任务一,742.1875,左提示,F4,60.29379223840671,60.68011417053016,58.42724077372064
任务一,742.1875,右提示,F3,50.63555821257398,48.39184462766222,43.85604840397518
任务一,742.1875,右提示,Fz,54.46584134780723,52.433767401567394,50.81863834645469
任务一,742.1875,右提示,F4,75.81984230175937,73.05734369196509,58.30237081173667
任务一,750.0,左提示,F3,39.71322313742077,39.70992212688654,43.8153452201708
任务一,750.0,左提示,Fz,61.41105872915969,61.524891455364184,50.74694955806254
任务一,750.0,左提示,F4,60.567657931609425,60.83891496768946,58.486131983618506
任务一,750.0,右提示,F3,50.74507313074831,49.36631263643098,43.71388953286807
任务一,750.0,右提示,Fz,55.05955387072002,53.45937883054269,50.815285093123606
任务一,750.0,右提示,F4,76.67589404783881,74.08656722879653,58.41587472385472
任务一,757.8125,左提示,F3,39.3401588061855,39.34470718205958,43.70608926851208
任务一,757.8125,左提示,Fz,61.4700537932034,61.69249599786616,50.71922949127536
任务一,757.8125,左提示,F4,60.72477322716501,61.08360710085185,58.51037373774246
任务一,757.8125,右提示,F3,50.85776767724217,50.454607839579594,43.54161675030253
任务一,757.8125,右提示,Fz,55.63212856843888,54.58739236407932,50.7821347077142
任务一,757.8125,右提示,F4,77.46768608464433,75.59212678104166,58.49590236270886
任务一,765.625,左提示,F3,38.8600777872445,39.22912612802162,43.55220192835773
任务一,765.625,左提示,Fz,61.41632256660033,61.82551051811248,50.64664860254361
任务一,765.625,左提示,F4,60.76169261698973,61.17416676926068,58.48440297476019
任务一,765.625,右提示,F3,50.967211152429016,50.98280532106419,43.326892284377564
任务一,765.625,右提示,Fz,56.179094553417535,55.43663261842744,50.70426574892894
任务一,765.625,右提示,F4,78.18608824866088,77.18724480138926,58.52581012077738
任务一,773.4375,左提示,F3,38.2662479482318,39.04477555922571,43.36651113834257
任务一,773.4375,左提示,Fz,61.243285541078464,61.668846123501936,50.543896335091574
任务一,773.4375,左提示,F4,60.67497059299974,60.851902914087106,58.42460671825162
任务一,773.4375,右提示,F3,51.06697285668214,50.88196855324024,43.08500683027789
任务一,773.4375,右提示,Fz,56.695980938109635,55.97411540902322,50.59765355578986
任务一,773.4375,右提示,F4,78.8219703763732,78.61559754156985,58.52254926724281
任务一,781.25,左提示,F3,37.55545799384862,38.411211605850674,43.138977764957964
任务一,781.25,左提示,Fz,60.947314629795784,61.12852691128065,50.397508465757745
任务一,781.25,左提示,F4,60.46381681834044,60.25683737008357,58.31543760505921
任务一,781.25,右提示,F3,51.14969260814382,50.612338852674846,42.80369592865823
任务一,781.25,右提示,Fz,57.17693963378071,56.497781064678875,50.44739702056129
任务一,781.25,右提示,F4,79.36576559317648,79.77505958815026,58.46942774015909
任务一,789.0625,左提示,F3,36.74419818777545,37.286998621712975,42.8828785585567
任务一,789.0625,左提示,Fz,60.541297024029,60.4631154968142,50.22263127619029
任务一,789.0625,左提示,F4,60.1422985061016,59.70654054688082,58.173796542446155
任务一,789.0625,右提示,F3,51.202809118330784,50.798970741804986,42.498700964603074
任务一,789.0625,右提示,Fz,57.60841614270384,57.31639192769112,50.26996661785405
任务一,789.0625,右提示,F4,79.80546331885655,80.75504046122778,58.38388962475726
任务一,796.875,左提示,F3,35.85580792204999,35.97197880054084,42.588253412508045
任务一,796.875,左提示,Fz,60.04386135205519,59.904016201671496,50.00584342922697
任务一,796.875,左提示,F4,59.72964800715473,59.405198773481956,57.98418444869522
任务一,796.875,右提示,F3,51.211952965356986,51.63941455034046,42.15775278087423
任务一,796.875,右提示,Fz,57.97417688046578,58.52538352496102,50.05049534742208
任务一,796.875,右提示,F4,80.12820343365766,81.67960232919589,58.2492606102814
任务二,0.0,左提示,F3,-1.700076729131644,-2.113756128912765,-1.2076890957829676
任务二,0.0,左提示,Fz,1.4302109089966544,0.36697232459548235,-0.8783588339934147
任务二,0.0,左提示,F4,0.8658729466291177,-0.42969882820992483,-1.2428480827944466
任务二,0.0,右提示,F3,1.276450450898446,1.6268016447281552,-1.2421838392386482
任务二,0.0,右提示,Fz,2.8153846362203883,2.411481699590715,-0.9053454540553967
任务二,0.0,右提示,F4,0.8053141434376778,0.1115740891880097,-1.2831048269169072
任务二,7.8125,左提示,F3,-2.0971082020569174,-2.5688209066938015,-1.4623591750146698
任务二,7.8125,左提示,Fz,1.3639648214310098,0.19999535656766754,-1.1051651992031666
任务二,7.8125,左提示,F4,0.7562857334247637,-0.4345287018521029,-1.5813794588237609
任务二,7.8125,右提示,F3,1.2176794122116563,2.120110148690702,-1.4918620604955368
任务二,7.8125,右提示,Fz,2.8967599328539517,3.2591572735333876,-1.1373720711067095
任务二,7.8125,右提示,F4,0.7970331531482586,0.8475735507974813,-1.6462780659155714
任务二,15.625,左提示,F3,-2.5183749345756756,-2.947536773089963,-2.792638564390553
任务二,15.625,左提示,Fz,1.2860855771460438,0.45598203749339417,-2.614530304493904
任务二,15.625,左提示,F4,0.6401472206954611,-0.03590040206893175,-3.7017048396786114
任务二,15.625,右提示,F3,1.1388833439007224,2.4153700377046485,-2.8053705963536406
任务二,15.625,右提示,Fz,2.956478813570378,4.030320706008735,-2.632438459630489
任务二,15.625,右提示,F4,0.7689518148322692,1.4921093434673394,-3.756581270803809
任务二,23.4375,左提示,F3,-2.956606653585001,-3.2490560590111244,-5.308255546747032
任务二,23.4375,左提示,Fz,1.2012071137732443,0.9412997987089397,-5.53984559858892
任务二,23.4375,左提示,F4,0.5215613529717247,0.44948342282549203,-7.810814389652132
任务二,23.4375,右提示,F3,1.0417209716945655,2.0490538193949646,-5.313159812434736
任务二,23.4375,右提示,Fz,2.9937752521405563,4.198445001543685,-5.529892650606612
任务二,23.4375,右提示,F4,0.7202553857451763,1.6259929366872752,-7.802832165107909
任务二,31.25,左提示,F3,-3.4045330859819742,-3.4908331641534005,-8.05680094639649
任务二,31.25,左提示,Fz,1.1139633689440998,1.3618570178814235,-8.674124293992122
任务二,31.25,左提示,F4,0.40463207478406793,0.7555026611863938,-12.33560522065759
任务二,31.25,右提示,F3,0.9278510213221056,1.0872123962062905,-8.104860974575097
任务二,31.25,右提示,Fz,3.0078832223353804,3.6762447844120554,-8.670807805381417
任务二,31.25,右提示,F4,0.6501291231424475,1.2474671141523572,-12.275765928050145
任务二,39.0625,左提示,F3,-3.854883958663679,-3.7175777410021906,-9.465417861414924
任务二,39.0625,左提示,Fz,1.0289882802900983,1.5728501857738557,-9.986377533230169
任务二,39.0625,左提示,F4,0.2934633306630059,0.8853520461193751,-14.623496084604335
任务二,39.0625,右提示,F3,0.7989322185122634,0.15958406435179984,-9.636985292895236
任务二,39.0625,右提示,Fz,2.9980366979257425,2.9630918263839194,-10.092273787616714
任务二,39.0625,右提示,F4,0.5577582842795514,0.8099126566560566,-14.663739812383081
任务二,46.875,左提示,F3,-4.300388998527196,-4.051812988953479,-8.509313680765551
任务二,46.875,左提示,Fz,0.9509157854427277,1.5714771190318155,-8.134846767213793
任务二,46.875,左提示,F4,0.19215906513905168,0.926271641267004,-12.901745844395565
任务二,46.875,右提示,F3,0.6566232889939587,-0.23411645946892312,-8.852763009661043
任务二,46.875,右提示,Fz,2.963469652682533,2.574377752062092,-8.46839605136389
任务二,46.875,右提示,F4,0.4423281264119523,0.670672605268525,-13.290864669882332
任务二,54.6875,左提示,F3,-4.733777932469607,-4.559884743203958,-5.541978970978133
任务二,54.6875,左提示,Fz,0.8843798220334759,1.4456469641330123,-3.6075790742730294
任务二,54.6875,左提示,F4,0.10482322274271971,0.9080673959052108,-7.714651473582645
任务二,54.6875,右提示,F3,0.5025829584961146,-0.1859332864208696,-5.999501741358696
任务二,54.6875,右提示,Fz,2.903416060376645,2.5619016479196075,-4.1930502822112095
任务二,54.6875,右提示,F4,0.30302390679512037,0.7143078582440656,-8.611840716801035
任务二,62.5,左提示,F3,-5.1477804873879975,-5.1657568079166705,-2.009092318476667
任务二,62.5,左提示,Fz,0.8340143276938313,1.3006274885280007,1.610727195906936
任务二,62.5,左提示,F4,0.035559748004524216,0.7944332578013364,-1.4977118364277682
任务二,62.5,右提示,F3,0.3384699527476489,-0.11757153192581793,-2.3981321082225473
任务二,62.5,右提示,Fz,2.8171098947789712,2.5923595365158616,0.9172425938255464
任务二,62.5,右提示,F4,0.1390308826845228,0.5556810564945656,-2.7922963093444917
任务二,70.3125,左提示,F3,-5.536188470936924,-5.632032381723691,0.5987881863471947
任务二,70.3125,左提示,Fz,0.8037480332182422,1.2605159318990808,5.467901539430485
任务二,70.3125,左提示,F4,-0.012220876446608964,0.655900140847786,3.1904907310259407
任务二,70.3125,右提示,F3,0.1659289916449227,-0.23033639578527332,0.5258994950060868
任务二,70.3125,右提示,Fz,2.7042186110192272,2.4506047316731765,4.943063336477697
