record,original_trial_index,stage,analysis_variant,cue_time_s,event_time_s,event_offset_from_cue_s,target_offset_s,cue_side,response_code,q1_trial_index,q1_final_drop,eeg_quality
VisualCogA_Task-1,74,target_offset_sensitivity,target_offset_2.0s,642.05859375,644.05859375,2.0,2.0,-1,-2,42.0,0,retained_by_q1
VisualCogA_Task-1,74,target_offset_sensitivity,target_offset_2.1s,642.05859375,644.15859375,2.1,2.1,-1,-2,42.0,0,retained_by_q1
VisualCogA_Task-1,74,target_locked,target_offset_2.2s,642.05859375,644.25859375,2.2,2.2,-1,-2,42.0,0,retained_by_q1
VisualCogA_Task-1,74,target_offset_sensitivity,target_offset_2.3s,642.05859375,644.35859375,2.3,2.3,-1,-2,42.0,0,retained_by_q1
VisualCogA_Task-1,74,target_offset_sensitivity,target_offset_2.4s,642.05859375,644.45859375,2.4,2.4,-1,-2,42.0,0,retained_by_q1
VisualCogA_Task-1,75,cue_locked,nominal,650.37109375,650.37109375,0.0,,1,2,43.0,0,retained_by_q1
VisualCogA_Task-1,75,target_offset_sensitivity,target_offset_2.0s,650.37109375,652.37109375,2.0,2.0,1,2,43.0,0,retained_by_q1
VisualCogA_Task-1,75,target_offset_sensitivity,target_offset_2.1s,650.37109375,652.47109375,2.1,2.1,1,2,43.0,0,retained_by_q1
VisualCogA_Task-1,75,target_locked,target_offset_2.2s,650.37109375,652.57109375,2.2,2.2,1,2,43.0,0,retained_by_q1
VisualCogA_Task-1,75,target_offset_sensitivity,target_offset_2.3s,650.37109375,652.67109375,2.3,2.3,1,2,43.0,0,retained_by_q1
VisualCogA_Task-1,75,target_offset_sensitivity,target_offset_2.4s,650.37109375,652.77109375,2.4,2.4,1,2,43.0,0,retained_by_q1
VisualCogA_Task-1,76,cue_locked,nominal,658.578125,658.578125,0.0,,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,76,target_offset_sensitivity,target_offset_2.0s,658.578125,660.578125,2.0,2.0,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,76,target_offset_sensitivity,target_offset_2.1s,658.578125,660.678125,2.1,2.1,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,76,target_locked,target_offset_2.2s,658.578125,660.778125,2.2,2.2,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,76,target_offset_sensitivity,target_offset_2.3s,658.578125,660.878125,2.3,2.3,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,76,target_offset_sensitivity,target_offset_2.4s,658.578125,660.978125,2.4,2.4,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,77,cue_locked,nominal,666.9375,666.9375,0.0,,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,77,target_offset_sensitivity,target_offset_2.0s,666.9375,668.9375,2.0,2.0,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,77,target_offset_sensitivity,target_offset_2.1s,666.9375,669.0375,2.1,2.1,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,77,target_locked,target_offset_2.2s,666.9375,669.1375,2.2,2.2,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,77,target_offset_sensitivity,target_offset_2.3s,666.9375,669.2375,2.3,2.3,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,77,target_offset_sensitivity,target_offset_2.4s,666.9375,669.3375,2.4,2.4,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,78,cue_locked,nominal,675.23828125,675.23828125,0.0,,-1,-2,44.0,0,retained_by_q1
VisualCogA_Task-1,78,target_offset_sensitivity,target_offset_2.0s,675.23828125,677.23828125,2.0,2.0,-1,-2,44.0,0,retained_by_q1
VisualCogA_Task-1,78,target_offset_sensitivity,target_offset_2.1s,675.23828125,677.33828125,2.1,2.1,-1,-2,44.0,0,retained_by_q1
VisualCogA_Task-1,78,target_locked,target_offset_2.2s,675.23828125,677.43828125,2.2,2.2,-1,-2,44.0,0,retained_by_q1
VisualCogA_Task-1,78,target_offset_sensitivity,target_offset_2.3s,675.23828125,677.53828125,2.3,2.3,-1,-2,44.0,0,retained_by_q1
VisualCogA_Task-1,78,target_offset_sensitivity,target_offset_2.4s,675.23828125,677.63828125,2.4,2.4,-1,-2,44.0,0,retained_by_q1
VisualCogA_Task-1,79,cue_locked,nominal,683.6015625,683.6015625,0.0,,-1,-2,45.0,0,retained_by_q1
VisualCogA_Task-1,79,target_offset_sensitivity,target_offset_2.0s,683.6015625,685.6015625,2.0,2.0,-1,-2,45.0,0,retained_by_q1
VisualCogA_Task-1,79,target_offset_sensitivity,target_offset_2.1s,683.6015625,685.7015625,2.1,2.1,-1,-2,45.0,0,retained_by_q1
VisualCogA_Task-1,79,target_locked,target_offset_2.2s,683.6015625,685.8015625,2.2,2.2,-1,-2,45.0,0,retained_by_q1
VisualCogA_Task-1,79,target_offset_sensitivity,target_offset_2.3s,683.6015625,685.9015625,2.3,2.3,-1,-2,45.0,0,retained_by_q1
VisualCogA_Task-1,79,target_offset_sensitivity,target_offset_2.4s,683.6015625,686.0015625,2.4,2.4,-1,-2,45.0,0,retained_by_q1
VisualCogA_Task-1,80,cue_locked,nominal,692.0703125,692.0703125,0.0,,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,80,target_offset_sensitivity,target_offset_2.0s,692.0703125,694.0703125,2.0,2.0,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,80,target_offset_sensitivity,target_offset_2.1s,692.0703125,694.1703125,2.1,2.1,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,80,target_locked,target_offset_2.2s,692.0703125,694.2703125,2.2,2.2,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,80,target_offset_sensitivity,target_offset_2.3s,692.0703125,694.3703125,2.3,2.3,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,80,target_offset_sensitivity,target_offset_2.4s,692.0703125,694.4703125,2.4,2.4,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,81,cue_locked,nominal,700.4609375,700.4609375,0.0,,1,2,46.0,0,retained_by_q1
VisualCogA_Task-1,81,target_offset_sensitivity,target_offset_2.0s,700.4609375,702.4609375,2.0,2.0,1,2,46.0,0,retained_by_q1
VisualCogA_Task-1,81,target_offset_sensitivity,target_offset_2.1s,700.4609375,702.5609375,2.1,2.1,1,2,46.0,0,retained_by_q1
VisualCogA_Task-1,81,target_locked,target_offset_2.2s,700.4609375,702.6609375,2.2,2.2,1,2,46.0,0,retained_by_q1
VisualCogA_Task-1,81,target_offset_sensitivity,target_offset_2.3s,700.4609375,702.7609375,2.3,2.3,1,2,46.0,0,retained_by_q1
VisualCogA_Task-1,81,target_offset_sensitivity,target_offset_2.4s,700.4609375,702.8609375,2.4,2.4,1,2,46.0,0,retained_by_q1
VisualCogA_Task-1,82,cue_locked,nominal,708.82421875,708.82421875,0.0,,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,82,target_offset_sensitivity,target_offset_2.0s,708.82421875,710.82421875,2.0,2.0,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,82,target_offset_sensitivity,target_offset_2.1s,708.82421875,710.92421875,2.1,2.1,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,82,target_locked,target_offset_2.2s,708.82421875,711.02421875,2.2,2.2,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,82,target_offset_sensitivity,target_offset_2.3s,708.82421875,711.12421875,2.3,2.3,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,82,target_offset_sensitivity,target_offset_2.4s,708.82421875,711.22421875,2.4,2.4,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,83,cue_locked,nominal,717.015625,717.015625,0.0,,1,2,,1,excluded_by_q1
VisualCogA_Task-1,83,target_offset_sensitivity,target_offset_2.0s,717.015625,719.015625,2.0,2.0,1,2,,1,excluded_by_q1
VisualCogA_Task-1,83,target_offset_sensitivity,target_offset_2.1s,717.015625,719.115625,2.1,2.1,1,2,,1,excluded_by_q1
VisualCogA_Task-1,83,target_locked,target_offset_2.2s,717.015625,719.215625,2.2,2.2,1,2,,1,excluded_by_q1
VisualCogA_Task-1,83,target_offset_sensitivity,target_offset_2.3s,717.015625,719.315625,2.3,2.3,1,2,,1,excluded_by_q1
VisualCogA_Task-1,83,target_offset_sensitivity,target_offset_2.4s,717.015625,719.415625,2.4,2.4,1,2,,1,excluded_by_q1
VisualCogA_Task-1,84,cue_locked,nominal,725.28125,725.28125,0.0,,-1,-2,47.0,0,retained_by_q1
VisualCogA_Task-1,84,target_offset_sensitivity,target_offset_2.0s,725.28125,727.28125,2.0,2.0,-1,-2,47.0,0,retained_by_q1
VisualCogA_Task-1,84,target_offset_sensitivity,target_offset_2.1s,725.28125,727.38125,2.1,2.1,-1,-2,47.0,0,retained_by_q1
VisualCogA_Task-1,84,target_locked,target_offset_2.2s,725.28125,727.48125,2.2,2.2,-1,-2,47.0,0,retained_by_q1
VisualCogA_Task-1,84,target_offset_sensitivity,target_offset_2.3s,725.28125,727.58125,2.3,2.3,-1,-2,47.0,0,retained_by_q1
VisualCogA_Task-1,84,target_offset_sensitivity,target_offset_2.4s,725.28125,727.68125,2.4,2.4,-1,-2,47.0,0,retained_by_q1
VisualCogA_Task-1,85,cue_locked,nominal,733.55078125,733.55078125,0.0,,1,2,,1,excluded_by_q1
VisualCogA_Task-1,85,target_offset_sensitivity,target_offset_2.0s,733.55078125,735.55078125,2.0,2.0,1,2,,1,excluded_by_q1
VisualCogA_Task-1,85,target_offset_sensitivity,target_offset_2.1s,733.55078125,735.65078125,2.1,2.1,1,2,,1,excluded_by_q1
VisualCogA_Task-1,85,target_locked,target_offset_2.2s,733.55078125,735.75078125,2.2,2.2,1,2,,1,excluded_by_q1
VisualCogA_Task-1,85,target_offset_sensitivity,target_offset_2.3s,733.55078125,735.85078125,2.3,2.3,1,2,,1,excluded_by_q1
VisualCogA_Task-1,85,target_offset_sensitivity,target_offset_2.4s,733.55078125,735.95078125,2.4,2.4,1,2,,1,excluded_by_q1
VisualCogA_Task-1,86,cue_locked,nominal,741.83203125,741.83203125,0.0,,1,2,,1,excluded_by_q1
VisualCogA_Task-1,86,target_offset_sensitivity,target_offset_2.0s,741.83203125,743.83203125,2.0,2.0,1,2,,1,excluded_by_q1
VisualCogA_Task-1,86,target_offset_sensitivity,target_offset_2.1s,741.83203125,743.93203125,2.1,2.1,1,2,,1,excluded_by_q1
VisualCogA_Task-1,86,target_locked,target_offset_2.2s,741.83203125,744.03203125,2.2,2.2,1,2,,1,excluded_by_q1
VisualCogA_Task-1,86,target_offset_sensitivity,target_offset_2.3s,741.83203125,744.13203125,2.3,2.3,1,2,,1,excluded_by_q1
VisualCogA_Task-1,86,target_offset_sensitivity,target_offset_2.4s,741.83203125,744.23203125,2.4,2.4,1,2,,1,excluded_by_q1
VisualCogA_Task-1,87,cue_locked,nominal,750.3359375,750.3359375,0.0,,1,2,,1,excluded_by_q1
VisualCogA_Task-1,87,target_offset_sensitivity,target_offset_2.0s,750.3359375,752.3359375,2.0,2.0,1,2,,1,excluded_by_q1
VisualCogA_Task-1,87,target_offset_sensitivity,target_offset_2.1s,750.3359375,752.4359375,2.1,2.1,1,2,,1,excluded_by_q1
VisualCogA_Task-1,87,target_locked,target_offset_2.2s,750.3359375,752.5359375,2.2,2.2,1,2,,1,excluded_by_q1
VisualCogA_Task-1,87,target_offset_sensitivity,target_offset_2.3s,750.3359375,752.6359375,2.3,2.3,1,2,,1,excluded_by_q1
VisualCogA_Task-1,87,target_offset_sensitivity,target_offset_2.4s,750.3359375,752.7359375,2.4,2.4,1,2,,1,excluded_by_q1
VisualCogA_Task-1,88,cue_locked,nominal,758.6328125,758.6328125,0.0,,1,2,,1,excluded_by_q1
VisualCogA_Task-1,88,target_offset_sensitivity,target_offset_2.0s,758.6328125,760.6328125,2.0,2.0,1,2,,1,excluded_by_q1
VisualCogA_Task-1,88,target_offset_sensitivity,target_offset_2.1s,758.6328125,760.7328125,2.1,2.1,1,2,,1,excluded_by_q1
VisualCogA_Task-1,88,target_locked,target_offset_2.2s,758.6328125,760.8328125,2.2,2.2,1,2,,1,excluded_by_q1
VisualCogA_Task-1,88,target_offset_sensitivity,target_offset_2.3s,758.6328125,760.9328125,2.3,2.3,1,2,,1,excluded_by_q1
VisualCogA_Task-1,88,target_offset_sensitivity,target_offset_2.4s,758.6328125,761.0328125,2.4,2.4,1,2,,1,excluded_by_q1
VisualCogA_Task-1,89,cue_locked,nominal,766.94921875,766.94921875,0.0,,1,2,48.0,0,retained_by_q1
VisualCogA_Task-1,89,target_offset_sensitivity,target_offset_2.0s,766.94921875,768.94921875,2.0,2.0,1,2,48.0,0,retained_by_q1
VisualCogA_Task-1,89,target_offset_sensitivity,target_offset_2.1s,766.94921875,769.04921875,2.1,2.1,1,2,48.0,0,retained_by_q1
VisualCogA_Task-1,89,target_locked,target_offset_2.2s,766.94921875,769.14921875,2.2,2.2,1,2,48.0,0,retained_by_q1
VisualCogA_Task-1,89,target_offset_sensitivity,target_offset_2.3s,766.94921875,769.24921875,2.3,2.3,1,2,48.0,0,retained_by_q1
VisualCogA_Task-1,89,target_offset_sensitivity,target_offset_2.4s,766.94921875,769.34921875,2.4,2.4,1,2,48.0,0,retained_by_q1
VisualCogA_Task-1,90,cue_locked,nominal,775.19921875,775.19921875,0.0,,-1,-2,49.0,0,retained_by_q1
VisualCogA_Task-1,90,target_offset_sensitivity,target_offset_2.0s,775.19921875,777.19921875,2.0,2.0,-1,-2,49.0,0,retained_by_q1
VisualCogA_Task-1,90,target_offset_sensitivity,target_offset_2.1s,775.19921875,777.29921875,2.1,2.1,-1,-2,49.0,0,retained_by_q1
VisualCogA_Task-1,90,target_locked,target_offset_2.2s,775.19921875,777.39921875,2.2,2.2,-1,-2,49.0,0,retained_by_q1
VisualCogA_Task-1,90,target_offset_sensitivity,target_offset_2.3s,775.19921875,777.49921875,2.3,2.3,-1,-2,49.0,0,retained_by_q1
VisualCogA_Task-1,90,target_offset_sensitivity,target_offset_2.4s,775.19921875,777.59921875,2.4,2.4,-1,-2,49.0,0,retained_by_q1
VisualCogA_Task-1,91,cue_locked,nominal,783.8125,783.8125,0.0,,1,2,50.0,0,retained_by_q1
VisualCogA_Task-1,91,target_offset_sensitivity,target_offset_2.0s,783.8125,785.8125,2.0,2.0,1,2,50.0,0,retained_by_q1
VisualCogA_Task-1,91,target_offset_sensitivity,target_offset_2.1s,783.8125,785.9125,2.1,2.1,1,2,50.0,0,retained_by_q1
VisualCogA_Task-1,91,target_locked,target_offset_2.2s,783.8125,786.0125,2.2,2.2,1,2,50.0,0,retained_by_q1
VisualCogA_Task-1,91,target_offset_sensitivity,target_offset_2.3s,783.8125,786.1125,2.3,2.3,1,2,50.0,0,retained_by_q1
VisualCogA_Task-1,91,target_offset_sensitivity,target_offset_2.4s,783.8125,786.2125,2.4,2.4,1,2,50.0,0,retained_by_q1
VisualCogA_Task-1,92,cue_locked,nominal,792.015625,792.015625,0.0,,1,2,,1,excluded_by_q1
VisualCogA_Task-1,92,target_offset_sensitivity,target_offset_2.0s,792.015625,794.015625,2.0,2.0,1,2,,1,excluded_by_q1
VisualCogA_Task-1,92,target_offset_sensitivity,target_offset_2.1s,792.015625,794.115625,2.1,2.1,1,2,,1,excluded_by_q1
VisualCogA_Task-1,92,target_locked,target_offset_2.2s,792.015625,794.215625,2.2,2.2,1,2,,1,excluded_by_q1
VisualCogA_Task-1,92,target_offset_sensitivity,target_offset_2.3s,792.015625,794.315625,2.3,2.3,1,2,,1,excluded_by_q1
VisualCogA_Task-1,92,target_offset_sensitivity,target_offset_2.4s,792.015625,794.415625,2.4,2.4,1,2,,1,excluded_by_q1
VisualCogA_Task-1,93,cue_locked,nominal,800.55078125,800.55078125,0.0,,1,2,51.0,0,retained_by_q1
VisualCogA_Task-1,93,target_offset_sensitivity,target_offset_2.0s,800.55078125,802.55078125,2.0,2.0,1,2,51.0,0,retained_by_q1
VisualCogA_Task-1,93,target_offset_sensitivity,target_offset_2.1s,800.55078125,802.65078125,2.1,2.1,1,2,51.0,0,retained_by_q1
VisualCogA_Task-1,93,target_locked,target_offset_2.2s,800.55078125,802.75078125,2.2,2.2,1,2,51.0,0,retained_by_q1
VisualCogA_Task-1,93,target_offset_sensitivity,target_offset_2.3s,800.55078125,802.85078125,2.3,2.3,1,2,51.0,0,retained_by_q1
VisualCogA_Task-1,93,target_offset_sensitivity,target_offset_2.4s,800.55078125,802.95078125,2.4,2.4,1,2,51.0,0,retained_by_q1
VisualCogA_Task-1,94,cue_locked,nominal,809.03515625,809.03515625,0.0,,-1,-2,52.0,0,retained_by_q1
VisualCogA_Task-1,94,target_offset_sensitivity,target_offset_2.0s,809.03515625,811.03515625,2.0,2.0,-1,-2,52.0,0,retained_by_q1
VisualCogA_Task-1,94,target_offset_sensitivity,target_offset_2.1s,809.03515625,811.13515625,2.1,2.1,-1,-2,52.0,0,retained_by_q1
VisualCogA_Task-1,94,target_locked,target_offset_2.2s,809.03515625,811.23515625,2.2,2.2,-1,-2,52.0,0,retained_by_q1
VisualCogA_Task-1,94,target_offset_sensitivity,target_offset_2.3s,809.03515625,811.33515625,2.3,2.3,-1,-2,52.0,0,retained_by_q1
VisualCogA_Task-1,94,target_offset_sensitivity,target_offset_2.4s,809.03515625,811.43515625,2.4,2.4,-1,-2,52.0,0,retained_by_q1
VisualCogA_Task-1,95,cue_locked,nominal,817.5234375,817.5234375,0.0,,1,2,,1,excluded_by_q1
VisualCogA_Task-1,95,target_offset_sensitivity,target_offset_2.0s,817.5234375,819.5234375,2.0,2.0,1,2,,1,excluded_by_q1
VisualCogA_Task-1,95,target_offset_sensitivity,target_offset_2.1s,817.5234375,819.6234375,2.1,2.1,1,2,,1,excluded_by_q1
VisualCogA_Task-1,95,target_locked,target_offset_2.2s,817.5234375,819.7234375,2.2,2.2,1,2,,1,excluded_by_q1
VisualCogA_Task-1,95,target_offset_sensitivity,target_offset_2.3s,817.5234375,819.8234375,2.3,2.3,1,2,,1,excluded_by_q1
VisualCogA_Task-1,95,target_offset_sensitivity,target_offset_2.4s,817.5234375,819.9234375,2.4,2.4,1,2,,1,excluded_by_q1
VisualCogA_Task-1,96,cue_locked,nominal,825.7109375,825.7109375,0.0,,1,2,,1,excluded_by_q1
VisualCogA_Task-1,96,target_offset_sensitivity,target_offset_2.0s,825.7109375,827.7109375,2.0,2.0,1,2,,1,excluded_by_q1
VisualCogA_Task-1,96,target_offset_sensitivity,target_offset_2.1s,825.7109375,827.8109375,2.1,2.1,1,2,,1,excluded_by_q1
VisualCogA_Task-1,96,target_locked,target_offset_2.2s,825.7109375,827.9109375,2.2,2.2,1,2,,1,excluded_by_q1
VisualCogA_Task-1,96,target_offset_sensitivity,target_offset_2.3s,825.7109375,828.0109375,2.3,2.3,1,2,,1,excluded_by_q1
VisualCogA_Task-1,96,target_offset_sensitivity,target_offset_2.4s,825.7109375,828.1109375,2.4,2.4,1,2,,1,excluded_by_q1
VisualCogA_Task-1,97,cue_locked,nominal,833.85546875,833.85546875,0.0,,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,97,target_offset_sensitivity,target_offset_2.0s,833.85546875,835.85546875,2.0,2.0,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,97,target_offset_sensitivity,target_offset_2.1s,833.85546875,835.95546875,2.1,2.1,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,97,target_locked,target_offset_2.2s,833.85546875,836.05546875,2.2,2.2,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,97,target_offset_sensitivity,target_offset_2.3s,833.85546875,836.15546875,2.3,2.3,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,97,target_offset_sensitivity,target_offset_2.4s,833.85546875,836.25546875,2.4,2.4,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,98,cue_locked,nominal,842.26171875,842.26171875,0.0,,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,98,target_offset_sensitivity,target_offset_2.0s,842.26171875,844.26171875,2.0,2.0,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,98,target_offset_sensitivity,target_offset_2.1s,842.26171875,844.36171875,2.1,2.1,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,98,target_locked,target_offset_2.2s,842.26171875,844.46171875,2.2,2.2,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,98,target_offset_sensitivity,target_offset_2.3s,842.26171875,844.56171875,2.3,2.3,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,98,target_offset_sensitivity,target_offset_2.4s,842.26171875,844.66171875,2.4,2.4,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,99,cue_locked,nominal,850.84375,850.84375,0.0,,1,2,53.0,0,retained_by_q1
VisualCogA_Task-1,99,target_offset_sensitivity,target_offset_2.0s,850.84375,852.84375,2.0,2.0,1,2,53.0,0,retained_by_q1
VisualCogA_Task-1,99,target_offset_sensitivity,target_offset_2.1s,850.84375,852.94375,2.1,2.1,1,2,53.0,0,retained_by_q1
VisualCogA_Task-1,99,target_locked,target_offset_2.2s,850.84375,853.04375,2.2,2.2,1,2,53.0,0,retained_by_q1
VisualCogA_Task-1,99,target_offset_sensitivity,target_offset_2.3s,850.84375,853.14375,2.3,2.3,1,2,53.0,0,retained_by_q1
VisualCogA_Task-1,99,target_offset_sensitivity,target_offset_2.4s,850.84375,853.24375,2.4,2.4,1,2,53.0,0,retained_by_q1
VisualCogA_Task-2,0,cue_locked,nominal,20.05078125,20.05078125,0.0,,1,-2,0.0,0,retained_by_q1
VisualCogA_Task-2,0,target_offset_sensitivity,target_offset_2.0s,20.05078125,22.05078125,2.0,2.0,1,-2,0.0,0,retained_by_q1
VisualCogA_Task-2,0,target_offset_sensitivity,target_offset_2.1s,20.05078125,22.15078125,2.1,2.1,1,-2,0.0,0,retained_by_q1
VisualCogA_Task-2,0,target_locked,target_offset_2.2s,20.05078125,22.25078125,2.2,2.2,1,-2,0.0,0,retained_by_q1
VisualCogA_Task-2,0,target_offset_sensitivity,target_offset_2.3s,20.05078125,22.35078125,2.3,2.3,1,-2,0.0,0,retained_by_q1
VisualCogA_Task-2,0,target_offset_sensitivity,target_offset_2.4s,20.05078125,22.45078125,2.4,2.4,1,-2,0.0,0,retained_by_q1
VisualCogA_Task-2,1,cue_locked,nominal,28.9765625,28.9765625,0.0,,-1,-2,1.0,0,retained_by_q1
VisualCogA_Task-2,1,target_offset_sensitivity,target_offset_2.0s,28.9765625,30.9765625,2.0,2.0,-1,-2,1.0,0,retained_by_q1
VisualCogA_Task-2,1,target_offset_sensitivity,target_offset_2.1s,28.9765625,31.0765625,2.1,2.1,-1,-2,1.0,0,retained_by_q1
VisualCogA_Task-2,1,target_locked,target_offset_2.2s,28.9765625,31.1765625,2.2,2.2,-1,-2,1.0,0,retained_by_q1
VisualCogA_Task-2,1,target_offset_sensitivity,target_offset_2.3s,28.9765625,31.2765625,2.3,2.3,-1,-2,1.0,0,retained_by_q1
VisualCogA_Task-2,1,target_offset_sensitivity,target_offset_2.4s,28.9765625,31.3765625,2.4,2.4,-1,-2,1.0,0,retained_by_q1
VisualCogA_Task-2,2,cue_locked,nominal,38.1953125,38.1953125,0.0,,-1,-2,2.0,0,retained_by_q1
VisualCogA_Task-2,2,target_offset_sensitivity,target_offset_2.0s,38.1953125,40.1953125,2.0,2.0,-1,-2,2.0,0,retained_by_q1
VisualCogA_Task-2,2,target_offset_sensitivity,target_offset_2.1s,38.1953125,40.2953125,2.1,2.1,-1,-2,2.0,0,retained_by_q1
VisualCogA_Task-2,2,target_locked,target_offset_2.2s,38.1953125,40.3953125,2.2,2.2,-1,-2,2.0,0,retained_by_q1
VisualCogA_Task-2,2,target_offset_sensitivity,target_offset_2.3s,38.1953125,40.4953125,2.3,2.3,-1,-2,2.0,0,retained_by_q1
VisualCogA_Task-2,2,target_offset_sensitivity,target_offset_2.4s,38.1953125,40.5953125,2.4,2.4,-1,-2,2.0,0,retained_by_q1
VisualCogA_Task-2,3,cue_locked,nominal,46.9296875,46.9296875,0.0,,-1,-2,3.0,0,retained_by_q1
VisualCogA_Task-2,3,target_offset_sensitivity,target_offset_2.0s,46.9296875,48.9296875,2.0,2.0,-1,-2,3.0,0,retained_by_q1
VisualCogA_Task-2,3,target_offset_sensitivity,target_offset_2.1s,46.9296875,49.0296875,2.1,2.1,-1,-2,3.0,0,retained_by_q1
VisualCogA_Task-2,3,target_locked,target_offset_2.2s,46.9296875,49.1296875,2.2,2.2,-1,-2,3.0,0,retained_by_q1
VisualCogA_Task-2,3,target_offset_sensitivity,target_offset_2.3s,46.9296875,49.2296875,2.3,2.3,-1,-2,3.0,0,retained_by_q1
VisualCogA_Task-2,3,target_offset_sensitivity,target_offset_2.4s,46.9296875,49.3296875,2.4,2.4,-1,-2,3.0,0,retained_by_q1
VisualCogA_Task-2,4,cue_locked,nominal,55.68359375,55.68359375,0.0,,1,-2,4.0,0,retained_by_q1
VisualCogA_Task-2,4,target_offset_sensitivity,target_offset_2.0s,55.68359375,57.68359375,2.0,2.0,1,-2,4.0,0,retained_by_q1
VisualCogA_Task-2,4,target_offset_sensitivity,target_offset_2.1s,55.68359375,57.78359375,2.1,2.1,1,-2,4.0,0,retained_by_q1
VisualCogA_Task-2,4,target_locked,target_offset_2.2s,55.68359375,57.88359375,2.2,2.2,1,-2,4.0,0,retained_by_q1
VisualCogA_Task-2,4,target_offset_sensitivity,target_offset_2.3s,55.68359375,57.98359375,2.3,2.3,1,-2,4.0,0,retained_by_q1
VisualCogA_Task-2,4,target_offset_sensitivity,target_offset_2.4s,55.68359375,58.08359375,2.4,2.4,1,-2,4.0,0,retained_by_q1
VisualCogA_Task-2,5,cue_locked,nominal,64.37109375,64.37109375,0.0,,-1,2,5.0,0,retained_by_q1
VisualCogA_Task-2,5,target_offset_sensitivity,target_offset_2.0s,64.37109375,66.37109375,2.0,2.0,-1,2,5.0,0,retained_by_q1
VisualCogA_Task-2,5,target_offset_sensitivity,target_offset_2.1s,64.37109375,66.47109375,2.1,2.1,-1,2,5.0,0,retained_by_q1
VisualCogA_Task-2,5,target_locked,target_offset_2.2s,64.37109375,66.57109375,2.2,2.2,-1,2,5.0,0,retained_by_q1
VisualCogA_Task-2,5,target_offset_sensitivity,target_offset_2.3s,64.37109375,66.67109375,2.3,2.3,-1,2,5.0,0,retained_by_q1
VisualCogA_Task-2,5,target_offset_sensitivity,target_offset_2.4s,64.37109375,66.77109375,2.4,2.4,-1,2,5.0,0,retained_by_q1
VisualCogA_Task-2,6,cue_locked,nominal,72.94921875,72.94921875,0.0,,1,-2,6.0,0,retained_by_q1
VisualCogA_Task-2,6,target_offset_sensitivity,target_offset_2.0s,72.94921875,74.94921875,2.0,2.0,1,-2,6.0,0,retained_by_q1
VisualCogA_Task-2,6,target_offset_sensitivity,target_offset_2.1s,72.94921875,75.04921875,2.1,2.1,1,-2,6.0,0,retained_by_q1
VisualCogA_Task-2,6,target_locked,target_offset_2.2s,72.94921875,75.14921875,2.2,2.2,1,-2,6.0,0,retained_by_q1
VisualCogA_Task-2,6,target_offset_sensitivity,target_offset_2.3s,72.94921875,75.24921875,2.3,2.3,1,-2,6.0,0,retained_by_q1
VisualCogA_Task-2,6,target_offset_sensitivity,target_offset_2.4s,72.94921875,75.34921875,2.4,2.4,1,-2,6.0,0,retained_by_q1
VisualCogA_Task-2,7,cue_locked,nominal,81.5,81.5,0.0,,1,-2,7.0,0,retained_by_q1
VisualCogA_Task-2,7,target_offset_sensitivity,target_offset_2.0s,81.5,83.5,2.0,2.0,1,-2,7.0,0,retained_by_q1
VisualCogA_Task-2,7,target_offset_sensitivity,target_offset_2.1s,81.5,83.6,2.1,2.1,1,-2,7.0,0,retained_by_q1
