record,original_trial_index,cue_sample_index,cue_time_s,cue_side,cue_side_text,target_time_s,target_time_source,task_type,q1_trial_index,q1_trial_key,q1_mapping_error_s,q1_final_drop,eeg_quality,response_channel_label,response_event_count,response_raw,response_code,t_act_s,response_time_s,response_side,choice_side,choice_side_text,response_decode_status,response_declared_code,response_bout_code_sequence,target_side,correct_response_side,target_time_schedule_proxy_s,scheduled_rt_proxy_s,reaction_time_s,rt_status,correct,correctness_status,is_omission,response_marker_present,omission_status,behavior_label_status
VisualCogA_Task-1,92,202756,792.015625,1,right,794.215625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,794.234375,794.234375,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,794.215625,0.018749999999954525,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,93,204941,800.55078125,1,right,802.75078125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,51.0,VisualCogA_Task-1:q1_051,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,802.765625,802.765625,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,802.75078125,0.014843749999954525,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,94,207113,809.03515625,-1,left,811.23515625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,52.0,VisualCogA_Task-1:q1_052,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,811.25390625,811.25390625,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,811.23515625,0.018749999999954525,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,95,209286,817.5234375,1,right,819.7234375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,819.73828125,819.73828125,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,819.7234375,0.014843749999954525,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,96,211382,825.7109375,1,right,827.9109375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,827.9296875,827.9296875,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,827.9109375,0.018749999999954525,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,97,213467,833.85546875,-1,left,836.05546875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,836.0703125,836.0703125,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,836.05546875,0.014843749999954525,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,98,215619,842.26171875,-1,left,844.46171875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,844.48046875,844.48046875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,844.46171875,0.018749999999954525,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,99,217816,850.84375,1,right,853.04375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,53.0,VisualCogA_Task-1:q1_053,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,853.05859375,853.05859375,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,853.04375,0.014843749999954525,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,0,5133,20.05078125,1,right,22.25078125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,0.0,VisualCogA_Task-2:q1_000,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,22.26953125,22.26953125,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,1,1,22.25078125,0.01875000000000071,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,1,7418,28.9765625,-1,left,31.1765625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,1.0,VisualCogA_Task-2:q1_001,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,31.19140625,31.19140625,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,-1,-1,31.1765625,0.01484375000000071,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,2,9778,38.1953125,-1,left,40.3953125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,2.0,VisualCogA_Task-2:q1_002,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,40.41015625,40.41015625,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,-1,-1,40.3953125,0.014843749999997158,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,3,12014,46.9296875,-1,left,49.1296875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,3.0,VisualCogA_Task-2:q1_003,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,49.14453125,49.14453125,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,-1,-1,49.1296875,0.014843749999997158,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,4,14255,55.68359375,1,right,57.88359375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,4.0,VisualCogA_Task-2:q1_004,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,57.8984375,57.8984375,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,1,1,57.88359375,0.014843749999997158,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,5,16479,64.37109375,-1,left,66.57109375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,5.0,VisualCogA_Task-2:q1_005,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,66.5859375,66.5859375,right,1,right,decoded_from_declared_channel_code,2.0,1|2,-1,-1,66.57109375,0.014843749999997158,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,6,18675,72.94921875,1,right,75.14921875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,6.0,VisualCogA_Task-2:q1_006,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,75.16796875,75.16796875,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,1,1,75.14921875,0.018749999999997158,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,7,20864,81.5,1,right,83.7,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,7.0,VisualCogA_Task-2:q1_007,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,83.71484375,83.71484375,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,1,1,83.7,0.014843749999997158,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,8,23056,90.0625,-1,left,92.2625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,8.0,VisualCogA_Task-2:q1_008,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,92.28125,92.28125,right,1,right,decoded_from_declared_channel_code,2.0,1|2,-1,-1,92.2625,0.018749999999997158,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,9,25337,98.97265625,-1,left,101.17265625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,9.0,VisualCogA_Task-2:q1_009,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,101.1875,101.1875,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,-1,-1,101.17265625,0.014843749999997158,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,10,27533,107.55078125,1,right,109.75078125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,10.0,VisualCogA_Task-2:q1_010,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,109.765625,109.765625,right,1,right,decoded_from_declared_channel_code,2.0,1|2,1,1,109.75078125,0.014843749999997158,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,11,29761,116.25390625,1,right,118.45390625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,11.0,VisualCogA_Task-2:q1_011,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,118.47265625,118.47265625,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,1,1,118.45390625,0.018749999999997158,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,12,31970,124.8828125,1,right,127.0828125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,12.0,VisualCogA_Task-2:q1_012,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,127.09765625,127.09765625,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,1,1,127.0828125,0.014843749999997158,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,13,34166,133.4609375,-1,left,135.6609375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,13.0,VisualCogA_Task-2:q1_013,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,135.6796875,135.6796875,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,-1,-1,135.6609375,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,14,36415,142.24609375,-1,left,144.44609375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,14.0,VisualCogA_Task-2:q1_014,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,144.4609375,144.4609375,right,1,right,decoded_from_declared_channel_code,2.0,1|2,-1,-1,144.44609375,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,15,38699,151.16796875,-1,left,153.36796875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,15.0,VisualCogA_Task-2:q1_015,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,153.38671875,153.38671875,right,1,right,decoded_from_declared_channel_code,2.0,1|2,-1,-1,153.36796875,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,16,40943,159.93359375,1,right,162.13359375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,16.0,VisualCogA_Task-2:q1_016,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,162.15234375,162.15234375,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,1,1,162.13359375,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,17,43164,168.609375,1,right,170.809375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,17.0,VisualCogA_Task-2:q1_017,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,170.82421875,170.82421875,right,1,right,decoded_from_declared_channel_code,2.0,1|2,1,1,170.809375,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,18,45420,177.421875,-1,left,179.621875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,18.0,VisualCogA_Task-2:q1_018,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,179.640625,179.640625,right,1,right,decoded_from_declared_channel_code,2.0,1|2,-1,-1,179.621875,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,19,47593,185.91015625,-1,left,188.11015625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,19.0,VisualCogA_Task-2:q1_019,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,188.125,188.125,right,1,right,decoded_from_declared_channel_code,2.0,1|2,-1,-1,188.11015625,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,20,49821,194.61328125,1,right,196.81328125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,20.0,VisualCogA_Task-2:q1_020,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,196.828125,196.828125,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,1,1,196.81328125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,21,52005,203.14453125,-1,left,205.34453125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,21.0,VisualCogA_Task-2:q1_021,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,205.36328125,205.36328125,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,-1,-1,205.34453125,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,22,54226,211.8203125,1,right,214.0203125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,1.0,2,214.03515625,214.03515625,right,1,right,decoded_from_declared_channel_code,2.0,1|2,1,1,214.0203125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,23,56418,220.3828125,1,right,222.5828125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,22.0,VisualCogA_Task-2:q1_022,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,222.6015625,222.6015625,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,1,1,222.5828125,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,24,58631,229.02734375,-1,left,231.22734375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,23.0,VisualCogA_Task-2:q1_023,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,231.2421875,231.2421875,right,1,right,decoded_from_declared_channel_code,2.0,1|2,-1,-1,231.22734375,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,25,60795,237.48046875,-1,left,239.68046875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,24.0,VisualCogA_Task-2:q1_024,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,239.69921875,239.69921875,right,1,right,decoded_from_declared_channel_code,2.0,1|2,-1,-1,239.68046875,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,26,62972,245.984375,1,right,248.184375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,25.0,VisualCogA_Task-2:q1_025,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,248.19921875,248.19921875,right,1,right,decoded_from_declared_channel_code,2.0,1|2,1,1,248.184375,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,27,65181,254.61328125,1,right,256.81328125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,26.0,VisualCogA_Task-2:q1_026,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,256.828125,256.828125,right,1,right,decoded_from_declared_channel_code,2.0,1|2,1,1,256.81328125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,28,67405,263.30078125,1,right,265.50078125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,27.0,VisualCogA_Task-2:q1_027,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,265.515625,265.515625,right,1,right,decoded_from_declared_channel_code,2.0,1|2,1,1,265.50078125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,29,69685,272.20703125,-1,left,274.40703125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,274.421875,274.421875,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,-1,-1,274.40703125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,30,71941,281.01953125,-1,left,283.21953125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,1.0,2,283.23828125,283.23828125,right,1,right,decoded_from_declared_channel_code,2.0,1|2,-1,-1,283.21953125,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,31,74110,289.4921875,-1,left,291.6921875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,28.0,VisualCogA_Task-2:q1_028,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,291.70703125,291.70703125,right,1,right,decoded_from_declared_channel_code,2.0,1|2,-1,-1,291.6921875,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,32,76262,297.8984375,1,right,300.0984375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,1.0,2,300.1171875,300.1171875,right,1,right,decoded_from_declared_channel_code,2.0,1|2,1,1,300.0984375,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,33,78455,306.46484375,-1,left,308.66484375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,308.6796875,308.6796875,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,-1,-1,308.66484375,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,34,80691,315.19921875,-1,left,317.39921875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,317.4140625,317.4140625,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,-1,-1,317.39921875,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,35,82915,323.88671875,1,right,326.08671875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,29.0,VisualCogA_Task-2:q1_029,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,326.10546875,326.10546875,right,1,right,decoded_from_declared_channel_code,2.0,1|2,1,1,326.08671875,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,36,85072,332.3125,1,right,334.5125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,30.0,VisualCogA_Task-2:q1_030,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,334.52734375,334.52734375,right,1,right,decoded_from_declared_channel_code,2.0,1|2,1,1,334.5125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,37,87272,340.90625,-1,left,343.10625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,31.0,VisualCogA_Task-2:q1_031,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,343.125,343.125,right,1,right,decoded_from_declared_channel_code,2.0,1|2,-1,-1,343.10625,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,38,89489,349.56640625,1,right,351.76640625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,1.0,2,351.78515625,351.78515625,right,1,right,decoded_from_declared_channel_code,2.0,1|2,1,1,351.76640625,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,39,91757,358.42578125,-1,left,360.62578125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,32.0,VisualCogA_Task-2:q1_032,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,360.64453125,360.64453125,right,1,right,decoded_from_declared_channel_code,2.0,1|2,-1,-1,360.62578125,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-2,40,93938,366.9453125,-1,left,369.1453125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,369.16015625,369.16015625,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,-1,-1,369.1453125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
