record,original_trial_index,cue_sample_index,cue_time_s,cue_side,cue_side_text,target_time_s,target_time_source,task_type,q1_trial_index,q1_trial_key,q1_mapping_error_s,q1_final_drop,eeg_quality,response_channel_label,response_event_count,response_raw,response_code,t_act_s,response_time_s,response_side,choice_side,choice_side_text,response_decode_status,response_declared_code,response_bout_code_sequence,response_analysis_window_start_s,response_analysis_window_end_s,response_analysis_window_start_sample_index,response_analysis_window_end_sample_index_exclusive,response_window_fully_observed,response_nonzero_sample_count_in_analysis_window,response_present_in_analysis_window,response_declared_code_sample_count_in_analysis_window,response_declared_code_time_in_analysis_window_s,analysis_window_observation_status,response_duration_s,response_bout_end_time_s,cue_direction,target_time_schedule_proxy_s,scheduled_rt_proxy_s,reaction_time_s,rt_status,cue_response_direction_consistent,direction_consistency_status,cue_interval_action_marker_count,has_channel9_action_marker_in_cue_interval,response_marker_present,behavior_label_status,eeg_trial_available,q1_quality_pass,response_pre_window_available,deadline_s
VisualCogA_Task-2,0,5133,20.05078125,1,right,22.25078125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,0.0,VisualCogA_Task-2:q1_000,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,22.26953125,22.26953125,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,19.05078125,25.05078125,4877,6414,True,434,True,1,23.9609375,declared_response_code_observed,1.6953125,23.96484375,1,22.25078125,0.0187500000000007,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,1,7418,28.9765625,-1,left,31.1765625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,1.0,VisualCogA_Task-2:q1_001,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,31.19140625,31.19140625,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,27.9765625,33.9765625,7162,8699,True,506,True,1,33.1640625,declared_response_code_observed,1.9765625,33.16796875,-1,31.1765625,0.0148437500000007,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,2,9778,38.1953125,-1,left,40.3953125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,2.0,VisualCogA_Task-2:q1_002,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,40.41015625,40.41015625,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,37.1953125,43.1953125,9522,11059,True,386,True,1,41.9140625,declared_response_code_observed,1.5078125,41.91796875,-1,40.3953125,0.0148437499999971,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,3,12014,46.9296875,-1,left,49.1296875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,3.0,VisualCogA_Task-2:q1_003,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,49.14453125,49.14453125,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,45.9296875,51.9296875,11758,13295,True,389,True,1,50.66015625,declared_response_code_observed,1.51953125,50.6640625,-1,49.1296875,0.0148437499999971,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,4,14255,55.68359375,1,right,57.88359375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,4.0,VisualCogA_Task-2:q1_004,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,57.8984375,57.8984375,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,54.68359375,60.68359375,13999,15536,True,372,True,1,59.34765625,declared_response_code_observed,1.453125,59.3515625,1,57.88359375,0.0148437499999971,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,5,16479,64.37109375,-1,left,66.57109375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,5.0,VisualCogA_Task-2:q1_005,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,66.5859375,66.5859375,right,1,right,decoded_from_declared_channel_code,2.0,1|2,63.37109375,69.37109375,16223,17760,True,344,True,1,67.92578125,declared_response_code_observed,1.34375,67.9296875,-1,66.57109375,0.0148437499999971,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,6,18675,72.94921875,1,right,75.14921875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,6.0,VisualCogA_Task-2:q1_006,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,75.16796875,75.16796875,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,71.94921875,77.94921875,18419,19956,True,338,True,1,76.484375,declared_response_code_observed,1.3203125,76.48828125,1,75.14921875,0.0187499999999971,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,7,20864,81.5,1,right,83.7,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,7.0,VisualCogA_Task-2:q1_007,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,83.71484375,83.71484375,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,80.5,86.5,20608,22145,True,342,True,1,85.046875,declared_response_code_observed,1.3359375,85.05078125,1,83.7,0.0148437499999971,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,8,23056,90.0625,-1,left,92.2625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,8.0,VisualCogA_Task-2:q1_008,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,92.28125,92.28125,right,1,right,decoded_from_declared_channel_code,2.0,1|2,89.0625,95.0625,22800,24337,True,427,True,1,93.9453125,declared_response_code_observed,1.66796875,93.94921875,-1,92.2625,0.0187499999999971,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,9,25337,98.97265625,-1,left,101.17265625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,9.0,VisualCogA_Task-2:q1_009,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,101.1875,101.1875,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,97.97265625,103.97265625,25081,26618,True,345,True,1,102.53125,declared_response_code_observed,1.34765625,102.53515625,-1,101.17265625,0.0148437499999971,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,10,27533,107.55078125,1,right,109.75078125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,10.0,VisualCogA_Task-2:q1_010,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,109.765625,109.765625,right,1,right,decoded_from_declared_channel_code,2.0,1|2,106.55078125,112.55078125,27277,28814,True,379,True,1,111.2421875,declared_response_code_observed,1.48046875,111.24609375,1,109.75078125,0.0148437499999971,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,11,29761,116.25390625,1,right,118.45390625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,11.0,VisualCogA_Task-2:q1_011,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,118.47265625,118.47265625,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,115.25390625,121.25390625,29505,31042,True,359,True,1,119.87109375,declared_response_code_observed,1.40234375,119.875,1,118.45390625,0.0187499999999971,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,12,31970,124.8828125,1,right,127.0828125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,12.0,VisualCogA_Task-2:q1_012,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,127.09765625,127.09765625,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,123.8828125,129.8828125,31714,33251,True,347,True,1,128.44921875,declared_response_code_observed,1.35546875,128.453125,1,127.0828125,0.0148437499999971,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,13,34166,133.4609375,-1,left,135.6609375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,13.0,VisualCogA_Task-2:q1_013,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,135.6796875,135.6796875,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,132.4609375,138.4609375,33910,35447,True,394,True,1,137.21484375,declared_response_code_observed,1.5390625,137.21875,-1,135.6609375,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,14,36415,142.24609375,-1,left,144.44609375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,14.0,VisualCogA_Task-2:q1_014,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,144.4609375,144.4609375,right,1,right,decoded_from_declared_channel_code,2.0,1|2,141.24609375,147.24609375,36159,37696,True,434,True,1,146.15234375,declared_response_code_observed,1.6953125,146.15625,-1,144.44609375,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,15,38699,151.16796875,-1,left,153.36796875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,15.0,VisualCogA_Task-2:q1_015,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,153.38671875,153.38671875,right,1,right,decoded_from_declared_channel_code,2.0,1|2,150.16796875,156.16796875,38443,39980,True,391,True,1,154.91015625,declared_response_code_observed,1.52734375,154.9140625,-1,153.36796875,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,16,40943,159.93359375,1,right,162.13359375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,16.0,VisualCogA_Task-2:q1_016,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,162.15234375,162.15234375,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,158.93359375,164.93359375,40687,42224,True,364,True,1,163.5703125,declared_response_code_observed,1.421875,163.57421875,1,162.13359375,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,17,43164,168.609375,1,right,170.809375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,17.0,VisualCogA_Task-2:q1_017,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,170.82421875,170.82421875,right,1,right,decoded_from_declared_channel_code,2.0,1|2,167.609375,173.609375,42908,44445,True,403,True,1,172.39453125,declared_response_code_observed,1.57421875,172.3984375,1,170.809375,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,18,45420,177.421875,-1,left,179.621875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,18.0,VisualCogA_Task-2:q1_018,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,179.640625,179.640625,right,1,right,decoded_from_declared_channel_code,2.0,1|2,176.421875,182.421875,45164,46701,True,319,True,1,180.8828125,declared_response_code_observed,1.24609375,180.88671875,-1,179.621875,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,19,47593,185.91015625,-1,left,188.11015625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,19.0,VisualCogA_Task-2:q1_019,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,188.125,188.125,right,1,right,decoded_from_declared_channel_code,2.0,1|2,184.91015625,190.91015625,47337,48874,True,379,True,1,189.6015625,declared_response_code_observed,1.48046875,189.60546875,-1,188.11015625,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,20,49821,194.61328125,1,right,196.81328125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,20.0,VisualCogA_Task-2:q1_020,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,196.828125,196.828125,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,193.61328125,199.61328125,49565,51102,True,332,True,1,198.12109375,declared_response_code_observed,1.296875,198.125,1,196.81328125,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,21,52005,203.14453125,-1,left,205.34453125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,21.0,VisualCogA_Task-2:q1_021,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,205.36328125,205.36328125,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,202.14453125,208.14453125,51749,53286,True,367,True,1,206.79296875,declared_response_code_observed,1.43359375,206.796875,-1,205.34453125,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,22,54226,211.8203125,1,right,214.0203125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,1.0,2,214.03515625,214.03515625,right,1,right,decoded_from_declared_channel_code,2.0,1|2,210.8203125,216.8203125,53970,55507,True,339,True,1,215.35546875,declared_response_code_observed,1.32421875,215.359375,1,214.0203125,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-2,23,56418,220.3828125,1,right,222.5828125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,22.0,VisualCogA_Task-2:q1_022,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,222.6015625,222.6015625,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,219.3828125,225.3828125,56162,57699,True,359,True,1,224.0,declared_response_code_observed,1.40234375,224.00390625,1,222.5828125,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,24,58631,229.02734375,-1,left,231.22734375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,23.0,VisualCogA_Task-2:q1_023,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,231.2421875,231.2421875,right,1,right,decoded_from_declared_channel_code,2.0,1|2,228.02734375,234.02734375,58375,59912,True,315,True,1,232.46875,declared_response_code_observed,1.23046875,232.47265625,-1,231.22734375,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,25,60795,237.48046875,-1,left,239.68046875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,24.0,VisualCogA_Task-2:q1_024,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,239.69921875,239.69921875,right,1,right,decoded_from_declared_channel_code,2.0,1|2,236.48046875,242.48046875,60539,62076,True,326,True,1,240.96875,declared_response_code_observed,1.2734375,240.97265625,-1,239.68046875,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,26,62972,245.984375,1,right,248.184375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,25.0,VisualCogA_Task-2:q1_025,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,248.19921875,248.19921875,right,1,right,decoded_from_declared_channel_code,2.0,1|2,244.984375,250.984375,62716,64253,True,357,True,1,249.58984375,declared_response_code_observed,1.39453125,249.59375,1,248.184375,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,27,65181,254.61328125,1,right,256.81328125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,26.0,VisualCogA_Task-2:q1_026,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,256.828125,256.828125,right,1,right,decoded_from_declared_channel_code,2.0,1|2,253.61328125,259.61328125,64925,66462,True,372,True,1,258.27734375,declared_response_code_observed,1.453125,258.28125,1,256.81328125,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,28,67405,263.30078125,1,right,265.50078125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,27.0,VisualCogA_Task-2:q1_027,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,265.515625,265.515625,right,1,right,decoded_from_declared_channel_code,2.0,1|2,262.30078125,268.30078125,67149,68686,True,428,True,1,267.18359375,declared_response_code_observed,1.671875,267.1875,1,265.50078125,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,29,69685,272.20703125,-1,left,274.40703125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,274.421875,274.421875,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,271.20703125,277.20703125,69429,70966,True,405,True,1,276.0,declared_response_code_observed,1.58203125,276.00390625,-1,274.40703125,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-2,30,71941,281.01953125,-1,left,283.21953125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,1.0,2,283.23828125,283.23828125,right,1,right,decoded_from_declared_channel_code,2.0,1|2,280.01953125,286.01953125,71685,73222,True,311,True,1,284.44921875,declared_response_code_observed,1.21484375,284.453125,-1,283.21953125,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-2,31,74110,289.4921875,-1,left,291.6921875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,28.0,VisualCogA_Task-2:q1_028,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,291.70703125,291.70703125,right,1,right,decoded_from_declared_channel_code,2.0,1|2,288.4921875,294.4921875,73854,75391,True,300,True,1,292.875,declared_response_code_observed,1.171875,292.87890625,-1,291.6921875,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,32,76262,297.8984375,1,right,300.0984375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,1.0,2,300.1171875,300.1171875,right,1,right,decoded_from_declared_channel_code,2.0,1|2,296.8984375,302.8984375,76006,77543,True,335,True,1,301.421875,declared_response_code_observed,1.30859375,301.42578125,1,300.0984375,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-2,33,78455,306.46484375,-1,left,308.66484375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,308.6796875,308.6796875,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,305.46484375,311.46484375,78199,79736,True,385,True,1,310.1796875,declared_response_code_observed,1.50390625,310.18359375,-1,308.66484375,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-2,34,80691,315.19921875,-1,left,317.39921875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,317.4140625,317.4140625,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,314.19921875,320.19921875,80435,81972,True,375,True,1,318.875,declared_response_code_observed,1.46484375,318.87890625,-1,317.39921875,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-2,35,82915,323.88671875,1,right,326.08671875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,29.0,VisualCogA_Task-2:q1_029,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,326.10546875,326.10546875,right,1,right,decoded_from_declared_channel_code,2.0,1|2,322.88671875,328.88671875,82659,84196,True,303,True,1,327.28515625,declared_response_code_observed,1.18359375,327.2890625,1,326.08671875,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,36,85072,332.3125,1,right,334.5125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,30.0,VisualCogA_Task-2:q1_030,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,334.52734375,334.52734375,right,1,right,decoded_from_declared_channel_code,2.0,1|2,331.3125,337.3125,84816,86353,True,345,True,1,335.87109375,declared_response_code_observed,1.34765625,335.875,1,334.5125,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,37,87272,340.90625,-1,left,343.10625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,31.0,VisualCogA_Task-2:q1_031,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,343.125,343.125,right,1,right,decoded_from_declared_channel_code,2.0,1|2,339.90625,345.90625,87016,88553,True,366,True,1,344.55078125,declared_response_code_observed,1.4296875,344.5546875,-1,343.10625,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,38,89489,349.56640625,1,right,351.76640625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,1.0,2,351.78515625,351.78515625,right,1,right,decoded_from_declared_channel_code,2.0,1|2,348.56640625,354.56640625,89233,90770,True,417,True,1,353.41015625,declared_response_code_observed,1.62890625,353.4140625,1,351.76640625,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-2,39,91757,358.42578125,-1,left,360.62578125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,32.0,VisualCogA_Task-2:q1_032,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,1.0,2,360.64453125,360.64453125,right,1,right,decoded_from_declared_channel_code,2.0,1|2,357.42578125,363.42578125,91501,93038,True,326,True,1,361.9140625,declared_response_code_observed,1.2734375,361.91796875,-1,360.62578125,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,0,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,40,93938,366.9453125,-1,left,369.1453125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,369.16015625,369.16015625,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,365.9453125,371.9453125,93682,95219,True,393,True,1,370.69140625,declared_response_code_observed,1.53515625,370.6953125,-1,369.1453125,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-2,41,96182,375.7109375,-1,left,377.9109375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,33.0,VisualCogA_Task-2:q1_033,0.0,0,retained_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,377.9296875,377.9296875,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,374.7109375,380.7109375,95926,97463,True,342,True,1,379.26171875,declared_response_code_observed,1.3359375,379.265625,-1,377.9109375,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-2,42,98375,384.27734375,-1,left,386.47734375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,TgtAct:L-2/R+2,1,-1.0,-2,386.4921875,386.4921875,left,-1,left,decoded_from_declared_channel_code,-2.0,-1|-2,383.27734375,389.27734375,98119,99656,True,342,True,1,387.82421875,declared_response_code_observed,1.3359375,387.828125,-1,386.47734375,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
