record,q1_trial_index,q1_trial_key,q1_cue_time_s,q1_cue_side,original_trial_index,mapping_error_s,mapping_status
VisualCogB_Task-2,5,VisualCogB_Task-2:q1_005,80.0703125,1,7,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,6,VisualCogB_Task-2:q1_006,88.3984375,1,8,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,7,VisualCogB_Task-2:q1_007,105.18359375,1,10,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,8,VisualCogB_Task-2:q1_008,113.79296875,1,11,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,9,VisualCogB_Task-2:q1_009,122.546875,1,12,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,10,VisualCogB_Task-2:q1_010,157.0234375,-1,16,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,11,VisualCogB_Task-2:q1_011,165.5390625,1,17,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,12,VisualCogB_Task-2:q1_012,174.23046875,1,18,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,13,VisualCogB_Task-2:q1_013,191.41796875,1,20,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,14,VisualCogB_Task-2:q1_014,199.765625,1,21,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,15,VisualCogB_Task-2:q1_015,216.76953125,-1,23,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,16,VisualCogB_Task-2:q1_016,225.36328125,-1,24,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,17,VisualCogB_Task-2:q1_017,233.8984375,1,25,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,18,VisualCogB_Task-2:q1_018,242.4609375,-1,26,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,19,VisualCogB_Task-2:q1_019,251.15234375,-1,27,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,20,VisualCogB_Task-2:q1_020,259.55859375,-1,28,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,21,VisualCogB_Task-2:q1_021,268.09375,1,29,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,22,VisualCogB_Task-2:q1_022,276.734375,1,30,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,23,VisualCogB_Task-2:q1_023,285.33203125,1,31,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,24,VisualCogB_Task-2:q1_024,293.70703125,1,32,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,25,VisualCogB_Task-2:q1_025,302.22265625,1,33,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,26,VisualCogB_Task-2:q1_026,310.8046875,-1,34,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,27,VisualCogB_Task-2:q1_027,319.46484375,1,35,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,28,VisualCogB_Task-2:q1_028,327.96484375,-1,36,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,29,VisualCogB_Task-2:q1_029,336.58984375,-1,37,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,30,VisualCogB_Task-2:q1_030,345.359375,1,38,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,31,VisualCogB_Task-2:q1_031,354.0625,1,39,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,32,VisualCogB_Task-2:q1_032,362.56640625,1,40,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,33,VisualCogB_Task-2:q1_033,371.00390625,-1,41,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,34,VisualCogB_Task-2:q1_034,387.7421875,1,43,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,35,VisualCogB_Task-2:q1_035,396.4765625,-1,44,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,36,VisualCogB_Task-2:q1_036,404.98046875,-1,45,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,37,VisualCogB_Task-2:q1_037,413.40234375,1,46,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,38,VisualCogB_Task-2:q1_038,422.03125,-1,47,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,39,VisualCogB_Task-2:q1_039,430.83203125,1,48,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,40,VisualCogB_Task-2:q1_040,448.00390625,-1,50,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,41,VisualCogB_Task-2:q1_041,456.6328125,-1,51,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,42,VisualCogB_Task-2:q1_042,465.2265625,1,52,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,43,VisualCogB_Task-2:q1_043,482.33984375,1,54,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,44,VisualCogB_Task-2:q1_044,507.58203125,-1,57,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,45,VisualCogB_Task-2:q1_045,524.6796875,-1,59,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,46,VisualCogB_Task-2:q1_046,533.1640625,-1,60,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,47,VisualCogB_Task-2:q1_047,541.55859375,1,61,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,48,VisualCogB_Task-2:q1_048,550.30859375,-1,62,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,49,VisualCogB_Task-2:q1_049,559.08984375,-1,63,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,50,VisualCogB_Task-2:q1_050,567.546875,1,64,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,51,VisualCogB_Task-2:q1_051,584.58203125,1,66,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,52,VisualCogB_Task-2:q1_052,593.06640625,1,67,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,53,VisualCogB_Task-2:q1_053,601.7109375,-1,68,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,54,VisualCogB_Task-2:q1_054,610.2890625,-1,69,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,55,VisualCogB_Task-2:q1_055,618.68359375,1,70,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,56,VisualCogB_Task-2:q1_056,627.40234375,1,71,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,57,VisualCogB_Task-2:q1_057,635.828125,1,72,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,58,VisualCogB_Task-2:q1_058,644.390625,-1,73,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,59,VisualCogB_Task-2:q1_059,652.97265625,-1,74,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,60,VisualCogB_Task-2:q1_060,661.7109375,1,75,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,61,VisualCogB_Task-2:q1_061,670.5703125,1,76,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,62,VisualCogB_Task-2:q1_062,678.91796875,-1,77,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,63,VisualCogB_Task-2:q1_063,696.625,-1,79,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,64,VisualCogB_Task-2:q1_064,722.36328125,1,82,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,65,VisualCogB_Task-2:q1_065,730.95703125,-1,83,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,66,VisualCogB_Task-2:q1_066,748.3984375,1,85,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,67,VisualCogB_Task-2:q1_067,756.93359375,-1,86,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,68,VisualCogB_Task-2:q1_068,765.33984375,1,87,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,69,VisualCogB_Task-2:q1_069,773.765625,-1,88,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,70,VisualCogB_Task-2:q1_070,782.28125,1,89,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,71,VisualCogB_Task-2:q1_071,799.19140625,-1,91,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,72,VisualCogB_Task-2:q1_072,807.8828125,1,92,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,73,VisualCogB_Task-2:q1_073,816.2578125,-1,93,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,74,VisualCogB_Task-2:q1_074,825.07421875,1,94,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,75,VisualCogB_Task-2:q1_075,833.44921875,1,95,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,76,VisualCogB_Task-2:q1_076,842.38671875,-1,96,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,77,VisualCogB_Task-2:q1_077,851.328125,-1,97,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,78,VisualCogB_Task-2:q1_078,859.953125,1,98,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,79,VisualCogB_Task-2:q1_079,868.45703125,-1,99,0.0,matched_by_timestamp_and_cue_side
