task_true,record_true,fold,clean_trial_index_1based,cue_true,prediction,unweighted_prediction,predicted_template_record,unweighted_template_record,predicted_region_channel,predicted_region_start_ms,predicted_region_end_exclusive_ms,region_weight,weighted_similarity,best_candidate_loss,best_candidate_empirical_equivalent_loss,correct,unweighted_correct,candidate_scope,window_selection
Task1,VisualCogA_Task-1,1,1,left,left,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.0711841209257834,5.5304898151013315,5.5304898151013315,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,2,32,left,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.012479119979610565,44.532600757866184,44.532600757866184,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,2,33,left,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.012609193942128966,43.488135507973674,43.488135507973674,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,2,34,right,left,left,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.024794745857513737,8.57114900054913,8.57114900054913,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,17,left,right,right,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.02055774026685507,11.608954999214633,11.608954999214633,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,18,right,right,right,VisualCogA_Task-2,VisualCogA_Task-2,Fz,265.625,289.0625,0.009708737864077669,0.0025158837470615303,29.653286334325884,29.653286334325884,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,19,left,left,left,VisualCogA_Task-1,VisualCogA_Task-2,F4,125.0,226.5625,0.042071197411003236,0.00034302094505235005,77.9629215286417,77.96292152864169,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,20,left,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05365035812442792,9.79393811156697,9.793938111566971,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,21,left,right,right,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.016825493686635714,14.431832930510888,14.431832930510888,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,22,right,left,left,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.0705008195175635,3.8496140864279393,3.8496140864279393,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,23,right,right,right,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.02026610362369103,11.840571430815498,11.8405714308155,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,24,right,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.011381086462426191,53.809855281805845,53.80985528180583,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,25,right,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.016715831322472962,15.090476028981113,15.090476028981113,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,26,right,right,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.052500044532147655,10.265636975409574,10.265636975409572,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,27,left,right,left,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.011391380199125938,21.17948191613991,21.17948191613991,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,28,right,left,left,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.0160852371966567,36.00961796687264,36.00961796687264,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,29,left,left,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.0384628874910952,17.036615572759267,17.036615572759267,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,30,left,right,right,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.0010557571920889114,293.3053216881619,293.3053216881619,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,31,right,right,left,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.014948839329960396,37.604171223095996,37.604171223095996,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,2,32,right,left,right,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.02519935507698321,8.308751148186259,8.308751148186259,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,3,23,left,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.053966717557942946,9.577512414372864,9.577512414372862,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,3,24,right,left,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.052922245182568745,9.998954392407276,9.998954392407276,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,3,25,left,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.058047189907070716,8.005736674873392,8.005736674873392,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,3,26,right,right,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05462373112351831,9.316568074156015,9.316568074156015,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,3,27,left,left,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05312692010436471,9.915717129504449,9.915717129504449,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,3,28,left,left,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.052484465284954755,10.178076803064117,10.178076803064117,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,3,29,left,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05547502177498042,8.983092528038648,8.983092528038648,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,3,30,left,left,left,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.04939899695716573,11.484578845594779,11.484578845594779,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,3,31,right,right,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.052422289828477686,10.20363766251316,10.20363766251316,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,3,32,right,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.04751836992530191,12.321559573997009,12.321559573997007,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,3,33,left,right,right,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.06128884517041235,6.833913856486434,6.833913856486434,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,33,left,right,right,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.015192906894177774,28.738875630514404,28.738875630514404,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,34,left,right,left,VisualCogB_Task-2,VisualCogA_Task-2,F4,734.375,781.25,0.019417475728155338,0.01381873203966753,39.843854674192485,39.843854674192485,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,35,left,right,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.0426737226907877,14.640404886887906,14.640404886887906,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,36,left,left,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05855976459363491,7.81615542929724,7.81615542929724,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,37,left,left,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.01734735816424365,34.05111567037682,34.05111567037682,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,38,left,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.03952301095200761,16.294371816185034,16.294371816185034,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,39,right,right,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.048996652931249995,11.660932292367637,11.660932292367637,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,40,right,right,right,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.05227871113313023,10.262780112914081,10.262780112914083,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,41,right,right,right,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.023365556762163897,9.294531019242084,9.294531019242084,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,42,right,left,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.029532892733879566,22.577663822509187,22.577663822509187,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,43,left,right,right,VisualCogB_Task-2,VisualCogA_Task-2,F4,734.375,781.25,0.019417475728155338,0.001580524035135886,293.8276389978162,293.8276389978162,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,44,left,right,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.028457923456971176,23.377215345396046,23.377215345396035,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,45,right,left,left,VisualCogB_Task-1,VisualCogA_Task-1,Fz,359.375,562.5,0.08414239482200647,0.04971658527774095,11.346386513619446,11.346386513619446,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,46,right,right,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.014387121586807917,38.08589089316508,38.08589089316508,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,47,right,left,left,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.06884105570958832,4.328120991291107,4.328120991291106,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,3,48,right,left,left,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.029830684926787573,22.361313893432136,22.361313893432133,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,35,right,left,left,VisualCogA_Task-1,VisualCogA_Task-1,F4,125.0,226.5625,0.042071197411003236,0.03093132074132106,4.86131767741547,4.861317677415469,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,36,left,left,right,VisualCogB_Task-1,VisualCogA_Task-1,Fz,359.375,562.5,0.08414239482200647,0.05619179910639285,8.706254372111218,8.706254372111218,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,37,right,right,left,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.014627535269724788,16.696603104738262,16.696603104738262,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,38,right,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.006208918538511827,133.5576883682503,133.5576883682503,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,39,right,left,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05651783984525986,8.581495369398125,8.581495369398125,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,40,right,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05974588518045078,7.383743383379729,7.383743383379729,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,41,right,right,left,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.009612591967733612,46.78179135457867,46.78179135457867,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,42,right,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.04396286425258788,13.998617461112,13.998617461112,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,43,left,right,right,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.0008721490193337204,363.47141985476736,363.47141985476725,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,44,right,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.004966441948995067,159.71232389092754,159.71232389092756,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,45,left,left,left,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.04107259456929756,15.465061534672158,15.465061534672158,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,46,right,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05654519983745982,8.571058861803003,8.571058861803003,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,47,right,left,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.028064497788563816,23.677414054774733,23.677414054774736,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,48,left,left,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05465663805921354,9.30358118376398,9.30358118376398,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,49,right,left,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.020254559540204903,30.709991649685943,30.709991649685943,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,50,right,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.0013435630392169815,312.854312664118,312.854312664118,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,3,51,right,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.06477387139131478,5.6413272285731315,5.641327228573129,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,33,right,right,right,VisualCogA_Task-2,VisualCogA_Task-2,Fz,265.625,289.0625,0.009708737864077669,0.0007882547891229029,46.89146777574887,46.89146777574887,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,34,left,right,right,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.019161861304923936,12.42917872550882,12.42917872550882,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,35,right,left,left,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.04498721432260663,13.501932354054357,13.501932354054357,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,36,left,left,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.00522240941399164,59.93832872214291,59.93832872214293,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,37,left,left,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05844363578372618,7.858961119843742,7.858961119843742,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,38,right,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05824788534073691,7.931308653888165,7.9313086538881645,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,39,left,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.015366099672763749,27.411120153138835,27.411120153138835,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,40,right,right,right,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.0134770363864795,42.776703784791344,42.776703784791344,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,41,left,right,left,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.025819362654258594,7.716283998892625,7.716283998892625,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,42,left,left,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.03119056085994724,21.400033683241254,21.40003368324125,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,43,right,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.02875242384333458,23.155204089389386,23.15520408938939,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,44,right,right,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05146949369962646,10.59917804700975,10.59917804700975,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,45,left,right,left,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.023235557376305532,9.382707378408996,9.382707378408996,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,46,left,left,left,VisualCogA_Task-1,VisualCogA_Task-1,F4,125.0,226.5625,0.042071197411003236,0.026924028528674593,7.054170506538869,7.054170506538869,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,47,left,left,left,VisualCogA_Task-1,VisualCogA_Task-1,F4,125.0,226.5625,0.042071197411003236,0.030140351967057298,5.2707195679711845,5.2707195679711845,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,3,48,right,right,right,VisualCogB_Task-1,VisualCogA_Task-1,Fz,359.375,562.5,0.08414239482200647,0.05254244203849132,10.154269333769351,10.154269333769351,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,4,34,right,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.062062027628525473,6.382089150634359,6.382089150634359,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,4,35,right,left,right,VisualCogB_Task-1,VisualCogA_Task-1,Fz,359.375,562.5,0.08414239482200647,0.050350344810188644,10.767054225739173,10.767054225739173,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,4,36,left,left,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.06711086232030049,4.742166978829152,4.742166978829153,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,4,37,left,left,left,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.07005326776822082,3.842439984199444,3.842439984199444,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,4,38,right,left,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05454136988679428,9.090596897723108,9.090596897723108,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,4,39,right,right,left,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05834661614078229,7.6764915377377445,7.6764915377377445,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,4,40,right,right,right,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.06644054846241976,4.952649250632794,4.952649250632794,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,4,41,left,left,left,VisualCogB_Task-1,VisualCogA_Task-1,Fz,359.375,562.5,0.08414239482200647,0.03426281563419245,18.83848659674013,18.83848659674013,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,4,42,right,left,left,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.07137279408339726,3.451163842060223,3.4511638420602244,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,4,43,left,right,right,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.06501085641901042,5.408766557523124,5.408766557523124,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,4,44,right,left,left,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.05887443232724474,7.4876653627347824,7.4876653627347824,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,49,left,left,left,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.06594559719016577,5.109434098203566,5.109434098203566,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,50,left,right,right,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.013986522581761916,23.67333003157208,23.673330031572082,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,51,right,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.01603944900544368,13.790872237784031,13.790872237784031,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,52,left,left,left,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.021958440832703947,9.566210253329569,9.566210253329569,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,53,right,right,right,VisualCogA_Task-2,VisualCogA_Task-2,Fz,265.625,289.0625,0.009708737864077669,0.005539069694038908,10.152046743588171,10.152046743588171,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,54,left,right,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.02287604367920584,27.30884423658265,27.30884423658265,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,55,left,right,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.006637431451839158,53.2536277624756,53.2536277624756,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,56,right,right,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.03197560676737372,20.287093992839967,20.287093992839967,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,57,right,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.012323163008767424,32.80942636647284,32.80942636647284,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,58,right,left,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.023404304555084215,26.83015589663675,26.83015589663675,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,59,right,right,right,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.05482107693347584,8.983341713265274,8.983341713265274,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,60,left,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.0032120639787666582,129.8298090677748,129.8298090677748,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
