station,time,height,liquid_water,relative_humidity,temperature,water_vapor_density
a,2025-08-02 00:08:00,3750.0,0.0,36.979,7.934,1.989
a,2025-08-02 00:08:00,4000.0,0.025,32.382,6.624,1.359
a,2025-08-02 00:08:00,4250.0,0.0,22.1,5.251,1.532
a,2025-08-02 00:08:00,4500.0,0.033,9.736,3.81,1.936
a,2025-08-02 00:08:00,4750.0,0.0,22.274,2.49,2.123
a,2025-08-02 00:08:00,5000.0,0.017,10.811,1.313,0.398
a,2025-08-02 00:08:00,5250.0,0.073,8.18,0.092,1.244
a,2025-08-02 00:08:00,5500.0,0.069,1.006,-1.095,1.074
a,2025-08-02 00:08:00,5750.0,0.058,1.001,-2.181,0.642
a,2025-08-02 00:08:00,6000.0,0.026,1.007,-3.622,0.186
a,2025-08-02 00:08:00,6250.0,0.018,1.0,-4.945,0.272
a,2025-08-02 00:08:00,6500.0,0.017,1.004,-6.331,0.756
a,2025-08-02 00:08:00,6750.0,0.018,1.005,-7.719,0.539
a,2025-08-02 00:08:00,7000.0,0.014,1.002,-9.003,0.517
a,2025-08-02 00:08:00,7250.0,0.014,1.008,-10.298,0.661
a,2025-08-02 00:08:00,7500.0,0.014,1.01,-11.627,0.466
a,2025-08-02 00:08:00,7750.0,0.02,1.003,-13.079,0.156
a,2025-08-02 00:08:00,8000.0,0.0,9.338,-14.617,0.558
a,2025-08-02 00:08:00,8250.0,0.0,1.004,-16.245,0.168
a,2025-08-02 00:08:00,8500.0,0.0,1.001,-17.809,0.016
a,2025-08-02 00:08:00,8750.0,0.0,1.526,-19.385,0.017
a,2025-08-02 00:08:00,9000.0,0.0,1.004,-21.052,0.007
a,2025-08-02 00:08:00,9250.0,0.0,17.025,-22.74,0.339
a,2025-08-02 00:08:00,9500.0,0.0,35.047,-24.437,0.007
a,2025-08-02 00:08:00,9750.0,0.0,29.921,-26.075,0.261
a,2025-08-02 00:08:00,10000.0,0.0,28.476,-27.904,0.161
a,2025-08-02 00:10:00,0.0,2.073,94.4,25.6,22.474
a,2025-08-02 00:10:00,25.0,1.828,92.008,25.541,21.752
a,2025-08-02 00:10:00,50.0,1.583,89.616,25.482,21.03
a,2025-08-02 00:10:00,75.0,1.337,87.224,25.424,20.307
a,2025-08-02 00:10:00,100.0,1.092,84.832,25.365,19.585
a,2025-08-02 00:10:00,125.0,1.152,83.946,25.343,19.075
a,2025-08-02 00:10:00,150.0,1.212,83.06,25.322,18.565
a,2025-08-02 00:10:00,175.0,1.272,82.174,25.3,18.054
a,2025-08-02 00:10:00,200.0,1.333,81.288,25.279,17.544
a,2025-08-02 00:10:00,225.0,1.203,78.152,25.26,16.655
a,2025-08-02 00:10:00,250.0,1.074,75.016,25.24,15.767
a,2025-08-02 00:10:00,275.0,0.945,71.879,25.221,14.878
a,2025-08-02 00:10:00,300.0,0.816,68.743,25.202,13.99
a,2025-08-02 00:10:00,325.0,0.787,64.351,25.18,13.28
a,2025-08-02 00:10:00,350.0,0.759,59.959,25.158,12.57
a,2025-08-02 00:10:00,375.0,0.73,55.566,25.137,11.86
a,2025-08-02 00:10:00,400.0,0.701,51.174,25.115,11.15
a,2025-08-02 00:10:00,425.0,0.583,48.657,25.069,10.5
a,2025-08-02 00:10:00,450.0,0.465,46.139,25.023,9.851
a,2025-08-02 00:10:00,475.0,0.347,43.622,24.976,9.201
a,2025-08-02 00:10:00,500.0,0.229,41.104,24.93,8.552
a,2025-08-02 00:10:00,550.0,0.171,41.363,24.774,7.854
a,2025-08-02 00:10:00,600.0,0.113,41.622,24.618,7.156
a,2025-08-02 00:10:00,650.0,0.061,40.713,24.421,6.744
a,2025-08-02 00:10:00,700.0,0.008,39.804,24.225,6.332
a,2025-08-02 00:10:00,750.0,0.004,36.957,23.921,5.807
a,2025-08-02 00:10:00,800.0,0.0,34.109,23.618,5.282
a,2025-08-02 00:10:00,850.0,0.0,30.222,23.347,4.248
a,2025-08-02 00:10:00,900.0,0.0,26.335,23.077,3.213
a,2025-08-02 00:10:00,950.0,0.0,22.888,22.78,3.057
a,2025-08-02 00:10:00,1000.0,0.0,19.44,22.483,2.901
a,2025-08-02 00:10:00,1050.0,0.0,18.073,22.176,2.931
a,2025-08-02 00:10:00,1100.0,0.0,16.705,21.868,2.961
a,2025-08-02 00:10:00,1150.0,0.0,15.481,21.609,2.456
a,2025-08-02 00:10:00,1200.0,0.0,14.257,21.349,1.951
a,2025-08-02 00:10:00,1250.0,0.0,8.959,21.062,1.371
a,2025-08-02 00:10:00,1300.0,0.0,3.661,20.775,0.792
a,2025-08-02 00:10:00,1350.0,0.0,3.602,20.517,0.722
a,2025-08-02 00:10:00,1400.0,0.0,3.543,20.258,0.652
a,2025-08-02 00:10:00,1450.0,0.0,2.946,19.952,0.535
a,2025-08-02 00:10:00,1500.0,0.0,2.349,19.647,0.419
a,2025-08-02 00:10:00,1550.0,0.0,2.832,19.372,0.493
a,2025-08-02 00:10:00,1600.0,0.0,3.315,19.097,0.567
a,2025-08-02 00:10:00,1650.0,0.0,4.078,18.849,0.688
a,2025-08-02 00:10:00,1700.0,0.0,4.842,18.601,0.809
a,2025-08-02 00:10:00,1750.0,0.0,5.452,18.36,0.994
a,2025-08-02 00:10:00,1800.0,0.0,6.063,18.119,1.179
a,2025-08-02 00:10:00,1850.0,0.0,6.476,17.868,1.182
a,2025-08-02 00:10:00,1900.0,0.0,6.89,17.617,1.186
a,2025-08-02 00:10:00,1950.0,0.0,6.7,17.376,1.14
a,2025-08-02 00:10:00,2000.0,0.0,6.51,17.135,1.093
a,2025-08-02 00:10:00,2250.0,0.0,5.561,15.799,0.878
a,2025-08-02 00:10:00,2500.0,0.0,5.951,14.478,0.21
a,2025-08-02 00:10:00,2750.0,0.0,16.495,13.144,0.192
a,2025-08-02 00:10:00,3000.0,0.0,40.256,11.829,2.139
a,2025-08-02 00:10:00,3250.0,0.0,41.477,10.665,2.289
a,2025-08-02 00:10:00,3500.0,0.004,31.551,9.195,2.611
a,2025-08-02 00:10:00,3750.0,0.0,36.924,7.899,1.953
a,2025-08-02 00:10:00,4000.0,0.026,32.349,6.59,1.335
a,2025-08-02 00:10:00,4250.0,0.0,22.138,5.218,1.505
a,2025-08-02 00:10:00,4500.0,0.034,9.821,3.78,1.904
a,2025-08-02 00:10:00,4750.0,0.0,22.446,2.462,2.101
a,2025-08-02 00:10:00,5000.0,0.019,10.998,1.287,0.398
a,2025-08-02 00:10:00,5250.0,0.074,8.339,0.067,1.24
a,2025-08-02 00:10:00,5500.0,0.069,1.009,-1.122,1.068
a,2025-08-02 00:10:00,5750.0,0.059,1.006,-2.208,0.645
a,2025-08-02 00:10:00,6000.0,0.026,1.009,-3.655,0.191
a,2025-08-02 00:10:00,6250.0,0.017,1.006,-4.982,0.268
a,2025-08-02 00:10:00,6500.0,0.017,1.003,-6.368,0.761
a,2025-08-02 00:10:00,6750.0,0.018,1.008,-7.76,0.544
a,2025-08-02 00:10:00,7000.0,0.014,1.01,-9.044,0.526
a,2025-08-02 00:10:00,7250.0,0.014,1.003,-10.338,0.67
a,2025-08-02 00:10:00,7500.0,0.014,1.003,-11.666,0.473
a,2025-08-02 00:10:00,7750.0,0.02,1.001,-13.119,0.155
a,2025-08-02 00:10:00,8000.0,0.0,9.522,-14.658,0.561
a,2025-08-02 00:10:00,8250.0,0.0,1.009,-16.287,0.163
a,2025-08-02 00:10:00,8500.0,0.0,1.009,-17.853,0.016
a,2025-08-02 00:10:00,8750.0,0.0,1.595,-19.429,0.01
a,2025-08-02 00:10:00,9000.0,0.0,1.007,-21.097,0.015
a,2025-08-02 00:10:00,9250.0,0.0,17.123,-22.785,0.34
a,2025-08-02 00:10:00,9500.0,0.0,35.085,-24.481,0.011
a,2025-08-02 00:10:00,9750.0,0.0,29.935,-26.118,0.261
a,2025-08-02 00:10:00,10000.0,0.0,28.413,-27.944,0.163
a,2025-08-02 00:12:00,0.0,2.163,94.2,25.5,22.301
a,2025-08-02 00:12:00,25.0,1.891,91.783,25.445,21.571
a,2025-08-02 00:12:00,50.0,1.618,89.366,25.39,20.84
a,2025-08-02 00:12:00,75.0,1.345,86.949,25.334,20.11
a,2025-08-02 00:12:00,100.0,1.073,84.531,25.279,19.379
a,2025-08-02 00:12:00,125.0,1.132,83.636,25.264,18.855
a,2025-08-02 00:12:00,150.0,1.191,82.741,25.248,18.331
a,2025-08-02 00:12:00,175.0,1.25,81.846,25.233,17.808
a,2025-08-02 00:12:00,200.0,1.309,80.951,25.218,17.284
a,2025-08-02 00:12:00,225.0,1.182,77.791,25.203,16.38
a,2025-08-02 00:12:00,250.0,1.055,74.631,25.187,15.476
a,2025-08-02 00:12:00,275.0,0.927,71.47,25.172,14.572
a,2025-08-02 00:12:00,300.0,0.8,68.31,25.157,13.667
a,2025-08-02 00:12:00,325.0,0.771,63.891,25.14,12.954
a,2025-08-02 00:12:00,350.0,0.741,59.473,25.122,12.241
a,2025-08-02 00:12:00,375.0,0.712,55.054,25.105,11.528
a,2025-08-02 00:12:00,400.0,0.682,50.635,25.087,10.815
a,2025-08-02 00:12:00,425.0,0.561,48.101,25.043,10.169
a,2025-08-02 00:12:00,450.0,0.439,45.567,24.999,9.523
a,2025-08-02 00:12:00,475.0,0.317,43.033,24.955,8.878
a,2025-08-02 00:12:00,500.0,0.195,40.498,24.91,8.232
a,2025-08-02 00:12:00,550.0,0.147,40.726,24.756,7.554
a,2025-08-02 00:12:00,600.0,0.099,40.954,24.602,6.877
a,2025-08-02 00:12:00,650.0,0.049,40.052,24.41,6.606
a,2025-08-02 00:12:00,700.0,0.0,39.15,24.217,6.336
a,2025-08-02 00:12:00,750.0,0.0,36.291,23.915,5.799
a,2025-08-02 00:12:00,800.0,0.0,33.433,23.614,5.263
a,2025-08-02 00:12:00,850.0,0.0,29.599,23.344,4.159
a,2025-08-02 00:12:00,900.0,0.0,25.765,23.075,3.055
a,2025-08-02 00:12:00,950.0,0.0,22.387,22.777,2.975
a,2025-08-02 00:12:00,1000.0,0.0,19.009,22.479,2.894
a,2025-08-02 00:12:00,1050.0,0.0,17.748,22.171,2.932
a,2025-08-02 00:12:00,1100.0,0.0,16.487,21.864,2.97
a,2025-08-02 00:12:00,1150.0,0.0,15.374,21.607,2.46
a,2025-08-02 00:12:00,1200.0,0.0,14.261,21.35,1.95
a,2025-08-02 00:12:00,1250.0,0.0,8.964,21.062,1.371
a,2025-08-02 00:12:00,1300.0,0.0,3.666,20.774,0.792
a,2025-08-02 00:12:00,1350.0,0.0,3.604,20.516,0.721
a,2025-08-02 00:12:00,1400.0,0.0,3.543,20.257,0.649
a,2025-08-02 00:12:00,1450.0,0.0,2.944,19.952,0.531
a,2025-08-02 00:12:00,1500.0,0.0,2.345,19.647,0.414
a,2025-08-02 00:12:00,1550.0,0.0,2.828,19.37,0.49
a,2025-08-02 00:12:00,1600.0,0.0,3.311,19.094,0.566
a,2025-08-02 00:12:00,1650.0,0.0,4.078,18.845,0.688
a,2025-08-02 00:12:00,1700.0,0.0,4.846,18.596,0.809
a,2025-08-02 00:12:00,1750.0,0.0,5.458,18.352,0.992
a,2025-08-02 00:12:00,1800.0,0.0,6.069,18.108,1.176
a,2025-08-02 00:12:00,1850.0,0.0,6.482,17.854,1.184
a,2025-08-02 00:12:00,1900.0,0.0,6.895,17.6,1.193
a,2025-08-02 00:12:00,1950.0,0.0,6.703,17.359,1.143
a,2025-08-02 00:12:00,2000.0,0.0,6.511,17.118,1.092
a,2025-08-02 00:12:00,2250.0,0.0,5.557,15.779,0.87
a,2025-08-02 00:12:00,2500.0,0.0,6.243,14.458,0.207
a,2025-08-02 00:12:00,2750.0,0.0,16.822,13.125,0.395
a,2025-08-02 00:12:00,3000.0,0.0,41.072,11.808,2.386
a,2025-08-02 00:12:00,3250.0,0.0,42.435,10.653,2.477
a,2025-08-02 00:12:00,3500.0,0.003,32.672,9.175,2.794
a,2025-08-02 00:12:00,3750.0,0.0,37.941,7.881,2.105
a,2025-08-02 00:12:00,4000.0,0.028,33.238,6.566,1.442
a,2025-08-02 00:12:00,4250.0,0.0,23.092,5.19,1.608
a,2025-08-02 00:12:00,4500.0,0.035,10.82,3.754,1.997
a,2025-08-02 00:12:00,4750.0,0.0,24.16,2.441,2.146
a,2025-08-02 00:12:00,5000.0,0.02,12.401,1.269,0.379
a,2025-08-02 00:12:00,5250.0,0.074,9.359,0.047,1.218
a,2025-08-02 00:12:00,5500.0,0.068,1.004,-1.138,1.032
a,2025-08-02 00:12:00,5750.0,0.058,1.006,-2.202,0.579
a,2025-08-02 00:12:00,6000.0,0.025,1.005,-3.643,0.131
a,2025-08-02 00:12:00,6250.0,0.017,1.008,-4.964,0.216
a,2025-08-02 00:12:00,6500.0,0.017,1.001,-6.344,0.693
a,2025-08-02 00:12:00,6750.0,0.017,1.01,-7.734,0.487
a,2025-08-02 00:12:00,7000.0,0.014,1.003,-9.025,0.467
a,2025-08-02 00:12:00,7250.0,0.013,1.007,-10.317,0.616
a,2025-08-02 00:12:00,7500.0,0.013,1.007,-11.648,0.429
a,2025-08-02 00:12:00,7750.0,0.02,1.003,-13.102,0.128
a,2025-08-02 00:12:00,8000.0,0.0,9.658,-14.644,0.54
a,2025-08-02 00:12:00,8250.0,0.0,1.003,-16.265,0.161
a,2025-08-02 00:12:00,8500.0,0.0,1.007,-17.827,0.011
a,2025-08-02 00:12:00,8750.0,0.0,1.339,-19.401,0.008
a,2025-08-02 00:12:00,9000.0,0.0,1.004,-21.065,0.012
a,2025-08-02 00:12:00,9250.0,0.0,16.71,-22.754,0.33
a,2025-08-02 00:12:00,9500.0,0.0,34.147,-24.438,0.007
a,2025-08-02 00:12:00,9750.0,0.0,28.813,-26.07,0.256
a,2025-08-02 00:12:00,10000.0,0.0,26.668,-27.889,0.154
a,2025-08-02 00:14:00,0.0,2.162,94.2,25.5,22.301
a,2025-08-02 00:14:00,25.0,1.89,91.784,25.443,21.574
a,2025-08-02 00:14:00,50.0,1.618,89.368,25.386,20.848
a,2025-08-02 00:14:00,75.0,1.345,86.951,25.329,20.122
a,2025-08-02 00:14:00,100.0,1.073,84.535,25.273,19.395
a,2025-08-02 00:14:00,125.0,1.132,83.642,25.252,18.876
a,2025-08-02 00:14:00,150.0,1.191,82.748,25.231,18.357
a,2025-08-02 00:14:00,175.0,1.25,81.855,25.21,17.838
a,2025-08-02 00:14:00,200.0,1.309,80.961,25.189,17.319
a,2025-08-02 00:14:00,225.0,1.182,77.804,25.171,16.421
a,2025-08-02 00:14:00,250.0,1.055,74.647,25.153,15.524
a,2025-08-02 00:14:00,275.0,0.927,71.49,25.136,14.626
a,2025-08-02 00:14:00,300.0,0.8,68.333,25.118,13.729
a,2025-08-02 00:14:00,325.0,0.771,63.918,25.097,13.021
a,2025-08-02 00:14:00,350.0,0.741,59.502,25.076,12.313
a,2025-08-02 00:14:00,375.0,0.712,55.086,25.054,11.605
a,2025-08-02 00:14:00,400.0,0.683,50.67,25.033,10.897
a,2025-08-02 00:14:00,425.0,0.561,48.139,24.987,10.252
a,2025-08-02 00:14:00,450.0,0.439,45.607,24.941,9.608
a,2025-08-02 00:14:00,475.0,0.317,43.075,24.895,8.963
a,2025-08-02 00:14:00,500.0,0.196,40.544,24.849,8.319
a,2025-08-02 00:14:00,550.0,0.147,40.775,24.692,7.639
a,2025-08-02 00:14:00,600.0,0.099,41.005,24.534,6.959
a,2025-08-02 00:14:00,650.0,0.049,40.104,24.339,6.649
a,2025-08-02 00:14:00,700.0,0.0,39.203,24.143,6.34
a,2025-08-02 00:14:00,750.0,0.0,36.344,23.841,5.802
a,2025-08-02 00:14:00,800.0,0.0,33.485,23.54,5.265
a,2025-08-02 00:14:00,850.0,0.0,29.651,23.269,4.167
a,2025-08-02 00:14:00,900.0,0.0,25.816,22.999,3.068
a,2025-08-02 00:14:00,950.0,0.0,22.436,22.702,2.983
a,2025-08-02 00:14:00,1000.0,0.0,19.056,22.405,2.898
a,2025-08-02 00:14:00,1050.0,0.0,17.793,22.097,2.932
a,2025-08-02 00:14:00,1100.0,0.0,16.529,21.79,2.966
a,2025-08-02 00:14:00,1150.0,0.0,15.396,21.533,2.457
a,2025-08-02 00:14:00,1200.0,0.0,14.263,21.277,1.949
a,2025-08-02 00:14:00,1250.0,0.0,8.964,20.991,1.369
a,2025-08-02 00:14:00,1300.0,0.0,3.664,20.706,0.789
a,2025-08-02 00:14:00,1350.0,0.0,3.606,20.447,0.719
a,2025-08-02 00:14:00,1400.0,0.0,3.548,20.189,0.65
a,2025-08-02 00:14:00,1450.0,0.0,2.947,19.887,0.531
a,2025-08-02 00:14:00,1500.0,0.0,2.345,19.586,0.412
a,2025-08-02 00:14:00,1550.0,0.0,2.826,19.31,0.49
a,2025-08-02 00:14:00,1600.0,0.0,3.307,19.035,0.569
a,2025-08-02 00:14:00,1650.0,0.0,4.076,18.786,0.685
a,2025-08-02 00:14:00,1700.0,0.0,4.845,18.537,0.801
a,2025-08-02 00:14:00,1750.0,0.0,5.455,18.297,0.99
a,2025-08-02 00:14:00,1800.0,0.0,6.065,18.058,1.179
a,2025-08-02 00:14:00,1850.0,0.0,6.479,17.805,1.181
a,2025-08-02 00:14:00,1900.0,0.0,6.893,17.552,1.183
a,2025-08-02 00:14:00,1950.0,0.0,6.705,17.311,1.137
a,2025-08-02 00:14:00,2000.0,0.0,6.518,17.07,1.09
a,2025-08-02 00:14:00,2250.0,0.0,5.564,15.748,0.871
a,2025-08-02 00:14:00,2500.0,0.0,6.238,14.433,0.209
a,2025-08-02 00:14:00,2750.0,0.0,16.819,13.11,0.366
a,2025-08-02 00:14:00,3000.0,0.0,41.042,11.808,2.367
a,2025-08-02 00:14:00,3250.0,0.0,42.392,10.656,2.472
a,2025-08-02 00:14:00,3500.0,0.003,32.623,9.183,2.776
a,2025-08-02 00:14:00,3750.0,0.0,37.88,7.895,2.078
a,2025-08-02 00:14:00,4000.0,0.028,33.184,6.586,1.444
a,2025-08-02 00:14:00,4250.0,0.0,23.04,5.213,1.6
a,2025-08-02 00:14:00,4500.0,0.035,10.771,3.783,1.965
a,2025-08-02 00:14:00,4750.0,0.0,24.078,2.469,2.123
a,2025-08-02 00:14:00,5000.0,0.02,12.334,1.292,0.362
a,2025-08-02 00:14:00,5250.0,0.075,9.295,0.074,1.214
a,2025-08-02 00:14:00,5500.0,0.068,1.001,-1.112,1.018
a,2025-08-02 00:14:00,5750.0,0.058,1.006,-2.179,0.567
a,2025-08-02 00:14:00,6000.0,0.025,1.001,-3.622,0.122
a,2025-08-02 00:14:00,6250.0,0.017,1.002,-4.948,0.177
a,2025-08-02 00:14:00,6500.0,0.017,1.002,-6.328,0.694
a,2025-08-02 00:14:00,6750.0,0.017,1.006,-7.72,0.488
a,2025-08-02 00:14:00,7000.0,0.014,1.006,-9.005,0.474
a,2025-08-02 00:14:00,7250.0,0.013,1.005,-10.296,0.629
a,2025-08-02 00:14:00,7500.0,0.013,1.006,-11.619,0.434
a,2025-08-02 00:14:00,7750.0,0.02,1.003,-13.069,0.096
a,2025-08-02 00:14:00,8000.0,0.0,9.636,-14.609,0.543
a,2025-08-02 00:14:00,8250.0,0.0,1.006,-16.224,0.13
a,2025-08-02 00:14:00,8500.0,0.0,1.006,-17.792,0.012
a,2025-08-02 00:14:00,8750.0,0.0,1.338,-19.37,0.014
a,2025-08-02 00:14:00,9000.0,0.0,1.004,-21.034,0.014
a,2025-08-02 00:14:00,9250.0,0.0,16.71,-22.721,0.333
a,2025-08-02 00:14:00,9500.0,0.0,34.168,-24.402,0.01
a,2025-08-02 00:14:00,9750.0,0.0,28.839,-26.034,0.256
a,2025-08-02 00:14:00,10000.0,0.0,26.715,-27.853,0.158
a,2025-08-02 00:16:00,0.0,2.163,94.2,25.5,22.301
a,2025-08-02 00:16:00,25.0,1.89,91.78,25.441,21.579
a,2025-08-02 00:16:00,50.0,1.618,89.36,25.382,20.857
a,2025-08-02 00:16:00,75.0,1.345,86.94,25.323,20.135
a,2025-08-02 00:16:00,100.0,1.073,84.52,25.264,19.413
a,2025-08-02 00:16:00,125.0,1.132,83.624,25.243,18.904
a,2025-08-02 00:16:00,150.0,1.191,82.728,25.222,18.396
a,2025-08-02 00:16:00,175.0,1.25,81.832,25.201,17.887
a,2025-08-02 00:16:00,200.0,1.31,80.937,25.18,17.378
a,2025-08-02 00:16:00,225.0,1.182,77.776,25.162,16.497
a,2025-08-02 00:16:00,250.0,1.055,74.615,25.143,15.615
a,2025-08-02 00:16:00,275.0,0.928,71.454,25.124,14.733
a,2025-08-02 00:16:00,300.0,0.801,68.293,25.105,13.852
a,2025-08-02 00:16:00,325.0,0.771,63.875,25.083,13.152
a,2025-08-02 00:16:00,350.0,0.742,59.456,25.062,12.451
a,2025-08-02 00:16:00,375.0,0.712,55.038,25.041,11.751
a,2025-08-02 00:16:00,400.0,0.683,50.62,25.019,11.051
a,2025-08-02 00:16:00,425.0,0.561,48.086,24.974,10.412
a,2025-08-02 00:16:00,450.0,0.439,45.552,24.928,9.773
a,2025-08-02 00:16:00,475.0,0.318,43.017,24.882,9.133
a,2025-08-02 00:16:00,500.0,0.196,40.483,24.837,8.494
a,2025-08-02 00:16:00,550.0,0.147,40.71,24.681,7.814
a,2025-08-02 00:16:00,600.0,0.099,40.937,24.526,7.134
a,2025-08-02 00:16:00,650.0,0.049,40.035,24.332,6.733
a,2025-08-02 00:16:00,700.0,0.0,39.132,24.138,6.333
a,2025-08-02 00:16:00,750.0,0.0,36.272,23.835,5.813
a,2025-08-02 00:16:00,800.0,0.0,33.411,23.531,5.293
a,2025-08-02 00:16:00,850.0,0.0,29.575,23.261,4.256
a,2025-08-02 00:16:00,900.0,0.0,25.738,22.991,3.219
a,2025-08-02 00:16:00,950.0,0.0,22.363,22.695,3.06
a,2025-08-02 00:16:00,1000.0,0.0,18.987,22.399,2.9
a,2025-08-02 00:16:00,1050.0,0.0,17.726,22.091,2.934
a,2025-08-02 00:16:00,1100.0,0.0,16.464,21.784,2.968
a,2025-08-02 00:16:00,1150.0,0.0,15.36,21.527,2.46
a,2025-08-02 00:16:00,1200.0,0.0,14.256,21.27,1.952
a,2025-08-02 00:16:00,1250.0,0.0,8.961,20.984,1.373
a,2025-08-02 00:16:00,1300.0,0.0,3.665,20.698,0.794
a,2025-08-02 00:16:00,1350.0,0.0,3.605,20.442,0.725
a,2025-08-02 00:16:00,1400.0,0.0,3.544,20.185,0.657
a,2025-08-02 00:16:00,1450.0,0.0,2.945,19.882,0.535
a,2025-08-02 00:16:00,1500.0,0.0,2.345,19.579,0.412
a,2025-08-02 00:16:00,1550.0,0.0,2.827,19.306,0.488
a,2025-08-02 00:16:00,1600.0,0.0,3.308,19.032,0.564
a,2025-08-02 00:16:00,1650.0,0.0,4.074,18.788,0.685
a,2025-08-02 00:16:00,1700.0,0.0,4.84,18.543,0.806
a,2025-08-02 00:16:00,1750.0,0.0,5.453,18.304,0.992
a,2025-08-02 00:16:00,1800.0,0.0,6.066,18.066,1.178
a,2025-08-02 00:16:00,1850.0,0.0,6.482,17.815,1.183
a,2025-08-02 00:16:00,1900.0,0.0,6.899,17.565,1.189
a,2025-08-02 00:16:00,1950.0,0.0,6.705,17.326,1.142
a,2025-08-02 00:16:00,2000.0,0.0,6.512,17.088,1.096
a,2025-08-02 00:16:00,2250.0,0.0,5.562,15.765,0.875
a,2025-08-02 00:16:00,2500.0,0.0,6.235,14.447,0.205
a,2025-08-02 00:16:00,2750.0,0.0,16.815,13.124,0.281
a,2025-08-02 00:16:00,3000.0,0.0,41.089,11.816,2.224
a,2025-08-02 00:16:00,3250.0,0.0,42.473,10.662,2.353
a,2025-08-02 00:16:00,3500.0,0.003,32.72,9.181,2.662
a,2025-08-02 00:16:00,3750.0,0.0,37.989,7.887,1.991
a,2025-08-02 00:16:00,4000.0,0.028,33.287,6.577,1.373
a,2025-08-02 00:16:00,4250.0,0.0,23.153,5.2,1.535
a,2025-08-02 00:16:00,4500.0,0.035,10.876,3.759,1.895
a,2025-08-02 00:16:00,4750.0,0.0,24.242,2.441,2.068
a,2025-08-02 00:16:00,5000.0,0.021,12.464,1.264,0.367
a,2025-08-02 00:16:00,5250.0,0.075,9.409,0.042,1.202
a,2025-08-02 00:16:00,5500.0,0.068,1.007,-1.138,1.013
a,2025-08-02 00:16:00,5750.0,0.058,1.007,-2.218,0.585
a,2025-08-02 00:16:00,6000.0,0.025,1.005,-3.667,0.141
a,2025-08-02 00:16:00,6250.0,0.017,1.009,-4.997,0.204
a,2025-08-02 00:16:00,6500.0,0.017,1.009,-6.382,0.713
a,2025-08-02 00:16:00,6750.0,0.017,1.005,-7.772,0.507
a,2025-08-02 00:16:00,7000.0,0.014,1.006,-9.053,0.494
a,2025-08-02 00:16:00,7250.0,0.013,1.001,-10.336,0.644
a,2025-08-02 00:16:00,7500.0,0.013,1.007,-11.65,0.45
a,2025-08-02 00:16:00,7750.0,0.02,1.004,-13.098,0.119
a,2025-08-02 00:16:00,8000.0,0.0,9.671,-14.638,0.548
a,2025-08-02 00:16:00,8250.0,0.0,1.001,-16.265,0.139
a,2025-08-02 00:16:00,8500.0,0.0,1.001,-17.833,0.014
a,2025-08-02 00:16:00,8750.0,0.0,1.346,-19.405,0.017
a,2025-08-02 00:16:00,9000.0,0.0,1.003,-21.071,0.007
a,2025-08-02 00:16:00,9250.0,0.0,16.726,-22.759,0.334
a,2025-08-02 00:16:00,9500.0,0.0,34.155,-24.447,0.006
a,2025-08-02 00:16:00,9750.0,0.0,28.822,-26.078,0.256
a,2025-08-02 00:16:00,10000.0,0.0,26.656,-27.9,0.16
a,2025-08-02 00:18:00,0.0,2.164,94.2,25.5,22.301
a,2025-08-02 00:18:00,25.0,1.891,91.78,25.439,21.582
a,2025-08-02 00:18:00,50.0,1.618,89.36,25.378,20.863
a,2025-08-02 00:18:00,75.0,1.346,86.94,25.317,20.144
a,2025-08-02 00:18:00,100.0,1.073,84.52,25.256,19.425
a,2025-08-02 00:18:00,125.0,1.133,83.625,25.234,18.915
a,2025-08-02 00:18:00,150.0,1.192,82.729,25.212,18.405
a,2025-08-02 00:18:00,175.0,1.251,81.833,25.19,17.895
a,2025-08-02 00:18:00,200.0,1.311,80.938,25.168,17.385
a,2025-08-02 00:18:00,225.0,1.183,77.779,25.146,16.5
a,2025-08-02 00:18:00,250.0,1.056,74.619,25.124,15.615
a,2025-08-02 00:18:00,275.0,0.929,71.46,25.102,14.73
a,2025-08-02 00:18:00,300.0,0.801,68.301,25.08,13.845
a,2025-08-02 00:18:00,325.0,0.772,63.883,25.057,13.142
a,2025-08-02 00:18:00,350.0,0.743,59.466,25.034,12.439
a,2025-08-02 00:18:00,375.0,0.714,55.049,25.011,11.736
a,2025-08-02 00:18:00,400.0,0.684,50.632,24.988,11.033
a,2025-08-02 00:18:00,425.0,0.562,48.098,24.94,10.39
a,2025-08-02 00:18:00,450.0,0.44,45.565,24.893,9.748
a,2025-08-02 00:18:00,475.0,0.318,43.032,24.845,9.105
a,2025-08-02 00:18:00,500.0,0.196,40.498,24.798,8.463
a,2025-08-02 00:18:00,550.0,0.148,40.727,24.641,7.779
a,2025-08-02 00:18:00,600.0,0.099,40.955,24.484,7.095
a,2025-08-02 00:18:00,650.0,0.05,40.055,24.291,6.717
a,2025-08-02 00:18:00,700.0,0.0,39.154,24.097,6.34
a,2025-08-02 00:18:00,750.0,0.0,36.296,23.796,5.8
a,2025-08-02 00:18:00,800.0,0.0,33.437,23.495,5.26
a,2025-08-02 00:18:00,850.0,0.0,29.6,23.227,4.22
a,2025-08-02 00:18:00,900.0,0.0,25.763,22.958,3.181
a,2025-08-02 00:18:00,950.0,0.0,22.385,22.664,3.039
a,2025-08-02 00:18:00,1000.0,0.0,19.007,22.37,2.896
