station,time,height,wind_direction,wind_speed,vertical_velocity,horizontal_reliability,vertical_reliability,cn2
a,2025-08-02 00:30:00,10660.0,,,,,,
a,2025-08-02 00:30:00,10900.0,,,,,,
a,2025-08-02 00:30:00,11140.0,,,,,,
a,2025-08-02 00:30:00,11380.0,,,,,,
b,2025-08-02 00:00:00,100.0,155.4,4.6,-0.1,100.0,100.0,1e-15
b,2025-08-02 00:00:00,160.0,170.9,4.6,-0.2,100.0,100.0,8.5e-16
b,2025-08-02 00:00:00,220.0,185.8,4.7,-0.1,100.0,100.0,8.7e-16
b,2025-08-02 00:00:00,280.0,199.6,5.0,-0.0,100.0,100.0,4.5e-16
b,2025-08-02 00:00:00,340.0,210.0,5.8,-0.1,100.0,100.0,4.8e-16
b,2025-08-02 00:00:00,400.0,214.4,6.6,-0.1,100.0,100.0,3.5e-16
b,2025-08-02 00:00:00,460.0,217.3,7.1,-0.1,100.0,100.0,8.2e-16
b,2025-08-02 00:00:00,520.0,222.8,7.1,-0.0,100.0,100.0,9.2e-16
b,2025-08-02 00:00:00,580.0,227.6,7.3,0.1,100.0,100.0,9.9e-16
b,2025-08-02 00:00:00,640.0,229.7,7.5,0.1,100.0,100.0,1.8e-15
b,2025-08-02 00:00:00,700.0,232.1,7.5,0.1,100.0,100.0,1.3e-15
b,2025-08-02 00:00:00,760.0,231.4,7.2,0.1,100.0,100.0,5.6e-16
b,2025-08-02 00:00:00,820.0,231.8,7.1,0.1,100.0,100.0,6.2e-16
b,2025-08-02 00:00:00,940.0,239.3,7.0,-0.2,100.0,100.0,1.5e-16
b,2025-08-02 00:00:00,1060.0,245.8,6.6,-0.1,100.0,100.0,9.6e-17
b,2025-08-02 00:00:00,1180.0,255.2,6.1,-0.1,100.0,100.0,2e-16
b,2025-08-02 00:00:00,1300.0,258.9,6.2,-0.1,100.0,100.0,3.6e-16
b,2025-08-02 00:00:00,1420.0,260.3,5.5,-0.0,100.0,100.0,3e-16
b,2025-08-02 00:00:00,1540.0,258.4,5.6,0.0,100.0,100.0,1.4e-16
b,2025-08-02 00:00:00,1660.0,262.5,5.4,-0.0,100.0,100.0,6.6e-17
b,2025-08-02 00:00:00,1780.0,261.1,6.0,-0.1,100.0,100.0,1.7e-16
b,2025-08-02 00:00:00,1900.0,262.1,6.1,-0.0,100.0,100.0,1.9e-16
b,2025-08-02 00:00:00,2020.0,258.3,6.0,-0.0,100.0,100.0,1.7e-16
b,2025-08-02 00:00:00,2260.0,258.4,5.9,-0.0,100.0,100.0,3.6e-17
b,2025-08-02 00:00:00,2500.0,260.8,5.6,-0.0,100.0,100.0,6.6e-17
b,2025-08-02 00:00:00,2740.0,258.5,5.5,-0.0,100.0,100.0,3.4e-17
b,2025-08-02 00:00:00,2980.0,259.7,5.4,-0.0,100.0,100.0,4.9e-17
b,2025-08-02 00:00:00,3220.0,254.8,5.4,-0.1,100.0,100.0,7.8e-17
b,2025-08-02 00:00:00,3460.0,258.1,5.0,-0.1,100.0,100.0,1.1e-16
b,2025-08-02 00:00:00,3700.0,255.1,5.2,-0.1,100.0,100.0,8.3e-17
b,2025-08-02 00:00:00,3940.0,256.7,5.5,-0.1,100.0,100.0,2.3e-17
b,2025-08-02 00:00:00,4180.0,258.2,5.5,-0.0,100.0,100.0,2.4e-17
b,2025-08-02 00:00:00,4420.0,265.3,5.3,0.0,100.0,100.0,3.3e-17
b,2025-08-02 00:00:00,4660.0,273.7,5.3,0.1,100.0,100.0,4.2e-17
b,2025-08-02 00:00:00,4900.0,281.0,5.2,0.1,100.0,100.0,4.8e-17
b,2025-08-02 00:00:00,5140.0,288.0,5.4,0.1,100.0,100.0,5.2e-17
b,2025-08-02 00:00:00,5380.0,287.1,6.0,0.2,100.0,100.0,5.3e-17
b,2025-08-02 00:00:00,5620.0,288.1,7.1,0.1,100.0,100.0,5.3e-17
b,2025-08-02 00:00:00,5860.0,287.9,7.4,0.1,100.0,100.0,1e-16
b,2025-08-02 00:00:00,6100.0,289.6,7.7,0.1,100.0,100.0,4.9e-17
b,2025-08-02 00:00:00,6340.0,292.1,7.8,0.2,100.0,100.0,3.7e-17
b,2025-08-02 00:00:00,6580.0,,,,,,
b,2025-08-02 00:00:00,6820.0,,,,,,
b,2025-08-02 00:00:00,7060.0,,,,,,
b,2025-08-02 00:00:00,7300.0,,,,,,
b,2025-08-02 00:00:00,7540.0,,,,,,
b,2025-08-02 00:00:00,7780.0,,,,,,
b,2025-08-02 00:00:00,8020.0,,,,,,
b,2025-08-02 00:00:00,8260.0,,,,,,
b,2025-08-02 00:00:00,8500.0,,,,,,
b,2025-08-02 00:00:00,8740.0,,,,,,
b,2025-08-02 00:00:00,8980.0,,,,,,
b,2025-08-02 00:00:00,9220.0,,,,,,
b,2025-08-02 00:00:00,9460.0,,,,,,
b,2025-08-02 00:00:00,9700.0,,,,,,
b,2025-08-02 00:00:00,9940.0,,,,,,
b,2025-08-02 00:00:00,10180.0,,,,,,
b,2025-08-02 00:00:00,10420.0,,,,,,
b,2025-08-02 00:00:00,10660.0,,,,,,
b,2025-08-02 00:00:00,10900.0,,,,,,
b,2025-08-02 00:00:00,11140.0,,,,,,
b,2025-08-02 00:00:00,11380.0,,,,,,
b,2025-08-02 00:06:00,100.0,156.9,4.9,-0.2,100.0,100.0,2e-15
b,2025-08-02 00:06:00,160.0,171.6,5.0,-0.1,100.0,100.0,2.5e-15
b,2025-08-02 00:06:00,220.0,185.3,5.1,-0.1,100.0,100.0,2.2e-15
b,2025-08-02 00:06:00,280.0,198.1,5.3,0.0,100.0,100.0,7e-16
b,2025-08-02 00:06:00,340.0,208.2,6.0,0.1,100.0,100.0,8.8e-16
b,2025-08-02 00:06:00,400.0,214.3,6.6,0.1,100.0,100.0,1.3e-15
b,2025-08-02 00:06:00,460.0,216.1,7.3,0.1,100.0,100.0,7.7e-16
b,2025-08-02 00:06:00,520.0,220.6,7.4,0.1,100.0,100.0,1.1e-15
b,2025-08-02 00:06:00,580.0,225.5,7.5,0.1,100.0,100.0,1.4e-15
b,2025-08-02 00:06:00,640.0,228.3,7.7,0.1,100.0,100.0,2.1e-15
b,2025-08-02 00:06:00,700.0,230.3,7.7,0.2,100.0,100.0,1.3e-15
b,2025-08-02 00:06:00,760.0,231.3,7.7,0.1,100.0,100.0,6.6e-16
b,2025-08-02 00:06:00,820.0,232.7,7.6,0.0,100.0,100.0,1.2e-15
b,2025-08-02 00:06:00,940.0,238.1,7.4,0.0,100.0,100.0,1.8e-16
b,2025-08-02 00:06:00,1060.0,244.9,6.9,-0.0,100.0,100.0,1.1e-16
b,2025-08-02 00:06:00,1180.0,252.5,6.4,-0.0,100.0,100.0,2e-16
b,2025-08-02 00:06:00,1300.0,255.3,6.2,-0.0,100.0,100.0,3.6e-16
b,2025-08-02 00:06:00,1420.0,257.4,6.2,-0.0,100.0,100.0,3e-16
b,2025-08-02 00:06:00,1540.0,258.4,6.2,-0.0,100.0,100.0,1.8e-16
b,2025-08-02 00:06:00,1660.0,261.0,5.9,-0.1,100.0,100.0,6e-17
b,2025-08-02 00:06:00,1780.0,261.3,6.3,-0.1,100.0,100.0,1.7e-16
b,2025-08-02 00:06:00,1900.0,262.4,6.3,-0.1,100.0,100.0,1.9e-16
b,2025-08-02 00:06:00,2020.0,251.8,6.2,-0.0,100.0,100.0,2e-16
b,2025-08-02 00:06:00,2260.0,252.5,6.1,-0.0,100.0,100.0,4e-17
b,2025-08-02 00:06:00,2500.0,253.5,5.7,-0.0,100.0,100.0,7.2e-17
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17
b,2025-08-02 00:06:00,3220.0,252.4,5.5,-0.0,100.0,100.0,6.8e-17
b,2025-08-02 00:06:00,3460.0,258.1,5.0,-0.1,100.0,100.0,9.2e-17
b,2025-08-02 00:06:00,3700.0,258.3,5.1,-0.1,100.0,100.0,7.6e-17
b,2025-08-02 00:06:00,3940.0,257.7,5.5,-0.1,100.0,100.0,2.9e-17
b,2025-08-02 00:06:00,4180.0,260.7,5.5,-0.0,100.0,100.0,2.2e-17
b,2025-08-02 00:06:00,4420.0,269.2,5.3,0.1,100.0,100.0,3.1e-17
b,2025-08-02 00:06:00,4660.0,273.5,5.3,0.2,100.0,100.0,4.9e-17
b,2025-08-02 00:06:00,4900.0,277.1,5.1,0.3,100.0,100.0,6.5e-17
b,2025-08-02 00:06:00,5140.0,284.4,5.3,0.1,100.0,100.0,6.2e-17
b,2025-08-02 00:06:00,5380.0,285.4,5.9,0.1,100.0,100.0,5.1e-17
b,2025-08-02 00:06:00,5620.0,288.6,7.1,0.1,100.0,100.0,4.9e-17
b,2025-08-02 00:06:00,5860.0,289.3,7.4,0.0,100.0,100.0,1e-16
b,2025-08-02 00:06:00,6100.0,292.1,7.7,0.1,100.0,100.0,4.9e-17
b,2025-08-02 00:06:00,6340.0,293.1,7.8,0.2,100.0,100.0,2.8e-17
b,2025-08-02 00:06:00,6580.0,,,,,,
b,2025-08-02 00:06:00,6820.0,,,,,,
b,2025-08-02 00:06:00,7060.0,,,,,,
b,2025-08-02 00:06:00,7300.0,,,,,,
b,2025-08-02 00:06:00,7540.0,,,,,,
b,2025-08-02 00:06:00,7780.0,,,,,,
b,2025-08-02 00:06:00,8020.0,,,,,,
b,2025-08-02 00:06:00,8260.0,,,,,,
b,2025-08-02 00:06:00,8500.0,,,,,,
b,2025-08-02 00:06:00,8740.0,,,,,,
b,2025-08-02 00:06:00,8980.0,,,,,,
b,2025-08-02 00:06:00,9220.0,,,,,,
b,2025-08-02 00:06:00,9460.0,,,,,,
b,2025-08-02 00:06:00,9700.0,,,,,,
b,2025-08-02 00:06:00,9940.0,,,,,,
b,2025-08-02 00:06:00,10180.0,,,,,,
b,2025-08-02 00:06:00,10420.0,,,,,,
b,2025-08-02 00:06:00,10660.0,,,,,,
b,2025-08-02 00:06:00,10900.0,,,,,,
b,2025-08-02 00:06:00,11140.0,,,,,,
b,2025-08-02 00:06:00,11380.0,,,,,,
b,2025-08-02 00:12:00,100.0,180.6,5.0,0.1,100.0,100.0,4.6e-15
b,2025-08-02 00:12:00,160.0,187.2,5.4,0.2,100.0,100.0,5.2e-15
b,2025-08-02 00:12:00,220.0,193.0,5.6,0.2,100.0,100.0,3.3e-15
b,2025-08-02 00:12:00,280.0,200.6,6.0,0.2,100.0,100.0,2.7e-15
b,2025-08-02 00:12:00,340.0,207.5,6.7,0.2,100.0,100.0,1.4e-15
b,2025-08-02 00:12:00,400.0,210.7,6.8,0.3,100.0,100.0,2.3e-15
b,2025-08-02 00:12:00,460.0,214.7,7.1,0.2,100.0,100.0,1.3e-15
b,2025-08-02 00:12:00,520.0,220.6,7.4,0.2,100.0,100.0,1.6e-15
b,2025-08-02 00:12:00,580.0,225.5,7.5,0.2,100.0,100.0,2e-15
b,2025-08-02 00:12:00,640.0,228.3,7.7,0.2,100.0,100.0,1.7e-15
b,2025-08-02 00:12:00,700.0,230.3,7.7,0.2,100.0,100.0,1.2e-15
b,2025-08-02 00:12:00,760.0,231.8,7.8,0.1,100.0,100.0,9.1e-16
b,2025-08-02 00:12:00,820.0,233.5,7.7,0.1,100.0,100.0,1.2e-15
b,2025-08-02 00:12:00,940.0,238.4,7.6,0.0,100.0,100.0,3.3e-16
b,2025-08-02 00:12:00,1060.0,243.2,7.0,0.0,100.0,100.0,1.6e-16
b,2025-08-02 00:12:00,1180.0,248.1,6.4,-0.0,100.0,100.0,1.7e-16
b,2025-08-02 00:12:00,1300.0,251.7,6.0,-0.0,100.0,100.0,3.2e-16
b,2025-08-02 00:12:00,1420.0,252.4,6.1,0.0,100.0,100.0,2.5e-16
b,2025-08-02 00:12:00,1540.0,254.0,6.2,0.0,100.0,100.0,2.1e-16
b,2025-08-02 00:12:00,1660.0,257.4,6.2,-0.1,100.0,100.0,1e-16
b,2025-08-02 00:12:00,1780.0,260.2,6.6,-0.1,100.0,100.0,1.3e-16
b,2025-08-02 00:12:00,1900.0,262.1,6.7,-0.1,100.0,100.0,1.2e-16
b,2025-08-02 00:12:00,2020.0,250.8,6.2,-0.0,100.0,100.0,2.1e-16
b,2025-08-02 00:12:00,2260.0,253.1,6.3,-0.0,100.0,100.0,4e-17
b,2025-08-02 00:12:00,2500.0,254.8,6.2,-0.1,100.0,100.0,8.5e-17
b,2025-08-02 00:12:00,2740.0,256.9,5.8,-0.0,100.0,100.0,4.4e-17
b,2025-08-02 00:12:00,2980.0,257.0,5.5,-0.1,100.0,100.0,5.3e-17
b,2025-08-02 00:12:00,3220.0,253.7,5.4,-0.1,100.0,100.0,7e-17
b,2025-08-02 00:12:00,3460.0,257.3,5.1,-0.0,100.0,100.0,9.2e-17
b,2025-08-02 00:12:00,3700.0,256.7,5.2,0.0,100.0,100.0,9.6e-17
b,2025-08-02 00:12:00,3940.0,256.2,5.5,-0.0,100.0,100.0,3.1e-17
b,2025-08-02 00:12:00,4180.0,259.4,5.5,0.1,100.0,100.0,2.5e-17
b,2025-08-02 00:12:00,4420.0,265.6,5.3,0.2,100.0,100.0,5e-17
b,2025-08-02 00:12:00,4660.0,268.1,5.3,0.3,100.0,100.0,6.1e-17
b,2025-08-02 00:12:00,4900.0,271.3,5.1,0.5,100.0,100.0,8.9e-17
b,2025-08-02 00:12:00,5140.0,277.0,5.4,0.3,100.0,100.0,6.5e-17
b,2025-08-02 00:12:00,5380.0,283.6,6.1,0.2,100.0,100.0,4.7e-17
b,2025-08-02 00:12:00,5620.0,288.2,7.2,0.2,100.0,100.0,4.9e-17
b,2025-08-02 00:12:00,5860.0,289.4,7.5,0.2,100.0,100.0,1e-16
b,2025-08-02 00:12:00,6100.0,291.7,7.8,0.2,100.0,100.0,4.9e-17
b,2025-08-02 00:12:00,6340.0,293.0,7.5,0.3,100.0,100.0,2.7e-17
b,2025-08-02 00:12:00,6580.0,,,,,,
b,2025-08-02 00:12:00,6820.0,,,,,,
b,2025-08-02 00:12:00,7060.0,,,,,,
b,2025-08-02 00:12:00,7300.0,,,,,,
b,2025-08-02 00:12:00,7540.0,,,,,,
b,2025-08-02 00:12:00,7780.0,,,,,,
b,2025-08-02 00:12:00,8020.0,,,,,,
b,2025-08-02 00:12:00,8260.0,,,,,,
b,2025-08-02 00:12:00,8500.0,,,,,,
b,2025-08-02 00:12:00,8740.0,,,,,,
b,2025-08-02 00:12:00,8980.0,,,,,,
b,2025-08-02 00:12:00,9220.0,,,,,,
b,2025-08-02 00:12:00,9460.0,,,,,,
b,2025-08-02 00:12:00,9700.0,,,,,,
b,2025-08-02 00:12:00,9940.0,,,,,,
b,2025-08-02 00:12:00,10180.0,,,,,,
b,2025-08-02 00:12:00,10420.0,,,,,,
b,2025-08-02 00:12:00,10660.0,,,,,,
b,2025-08-02 00:12:00,10900.0,,,,,,
b,2025-08-02 00:12:00,11140.0,,,,,,
b,2025-08-02 00:12:00,11380.0,,,,,,
b,2025-08-02 00:18:00,100.0,180.6,5.0,0.5,100.0,100.0,4.8e-15
b,2025-08-02 00:18:00,160.0,187.1,5.5,0.5,100.0,100.0,5.9e-15
b,2025-08-02 00:18:00,220.0,192.6,6.0,0.6,100.0,100.0,3.9e-15
b,2025-08-02 00:18:00,280.0,198.0,6.7,0.6,100.0,100.0,3.8e-15
b,2025-08-02 00:18:00,340.0,204.7,7.0,0.8,100.0,100.0,3.6e-15
b,2025-08-02 00:18:00,400.0,207.7,7.0,0.8,100.0,100.0,3.3e-15
b,2025-08-02 00:18:00,460.0,211.9,7.2,0.5,100.0,100.0,1.6e-15
b,2025-08-02 00:18:00,520.0,218.8,7.4,0.5,100.0,100.0,1.8e-15
b,2025-08-02 00:18:00,580.0,224.0,7.6,0.5,100.0,100.0,1.6e-15
b,2025-08-02 00:18:00,640.0,226.0,7.7,0.4,100.0,100.0,1.8e-15
b,2025-08-02 00:18:00,700.0,227.6,7.7,0.4,100.0,100.0,1.6e-15
b,2025-08-02 00:18:00,760.0,231.5,7.9,0.3,100.0,100.0,1.2e-15
b,2025-08-02 00:18:00,820.0,233.0,8.1,0.3,100.0,100.0,1.1e-15
b,2025-08-02 00:18:00,940.0,241.2,7.7,0.2,100.0,100.0,4.4e-16
b,2025-08-02 00:18:00,1060.0,244.2,7.2,0.1,100.0,100.0,1.6e-16
b,2025-08-02 00:18:00,1180.0,246.9,6.4,0.1,100.0,100.0,1.4e-16
b,2025-08-02 00:18:00,1300.0,249.8,6.1,0.0,100.0,100.0,2.3e-16
b,2025-08-02 00:18:00,1420.0,250.2,6.2,0.0,100.0,100.0,3e-16
b,2025-08-02 00:18:00,1540.0,252.4,6.3,0.0,100.0,100.0,2.1e-16
b,2025-08-02 00:18:00,1660.0,255.7,6.9,0.0,100.0,100.0,1.2e-16
b,2025-08-02 00:18:00,1780.0,258.8,7.1,0.0,100.0,100.0,1.1e-16
b,2025-08-02 00:18:00,1900.0,260.1,6.9,0.1,100.0,100.0,9.6e-17
b,2025-08-02 00:18:00,2020.0,249.8,6.0,0.0,100.0,100.0,1.8e-16
b,2025-08-02 00:18:00,2260.0,251.8,5.9,-0.1,100.0,100.0,6e-17
b,2025-08-02 00:18:00,2500.0,253.2,6.0,-0.1,100.0,100.0,8.5e-17
b,2025-08-02 00:18:00,2740.0,256.2,5.6,-0.0,100.0,100.0,5.8e-17
b,2025-08-02 00:18:00,2980.0,256.0,5.4,-0.1,100.0,100.0,5.3e-17
b,2025-08-02 00:18:00,3220.0,253.7,5.4,-0.1,100.0,100.0,1.1e-16
b,2025-08-02 00:18:00,3460.0,256.3,5.1,-0.0,100.0,100.0,1e-16
b,2025-08-02 00:18:00,3700.0,256.3,5.2,0.0,100.0,100.0,1e-16
b,2025-08-02 00:18:00,3940.0,254.2,5.5,0.1,100.0,100.0,3.9e-17
b,2025-08-02 00:18:00,4180.0,257.8,5.6,0.2,100.0,100.0,3.4e-17
b,2025-08-02 00:18:00,4420.0,263.6,5.4,0.4,100.0,100.0,4.9e-17
b,2025-08-02 00:18:00,4660.0,265.9,5.4,0.6,100.0,100.0,8.5e-17
b,2025-08-02 00:18:00,4900.0,271.3,5.1,0.6,100.0,100.0,1.4e-16
b,2025-08-02 00:18:00,5140.0,276.8,5.5,0.4,100.0,100.0,9.3e-17
b,2025-08-02 00:18:00,5380.0,283.0,6.4,0.3,100.0,100.0,5.2e-17
b,2025-08-02 00:18:00,5620.0,287.6,7.5,0.2,100.0,100.0,5.1e-17
b,2025-08-02 00:18:00,5860.0,289.0,7.6,0.2,100.0,100.0,1e-16
b,2025-08-02 00:18:00,6100.0,292.2,7.7,0.2,100.0,100.0,5.6e-17
b,2025-08-02 00:18:00,6340.0,294.9,7.0,0.3,100.0,100.0,2.7e-17
b,2025-08-02 00:18:00,6580.0,,,,,,
b,2025-08-02 00:18:00,6820.0,,,,,,
b,2025-08-02 00:18:00,7060.0,,,,,,
b,2025-08-02 00:18:00,7300.0,,,,,,
b,2025-08-02 00:18:00,7540.0,,,,,,
b,2025-08-02 00:18:00,7780.0,,,,,,
b,2025-08-02 00:18:00,8020.0,,,,,,
b,2025-08-02 00:18:00,8260.0,,,,,,
b,2025-08-02 00:18:00,8500.0,,,,,,
b,2025-08-02 00:18:00,8740.0,,,,,,
b,2025-08-02 00:18:00,8980.0,,,,,,
b,2025-08-02 00:18:00,9220.0,,,,,,
b,2025-08-02 00:18:00,9460.0,,,,,,
b,2025-08-02 00:18:00,9700.0,,,,,,
b,2025-08-02 00:18:00,9940.0,,,,,,
b,2025-08-02 00:18:00,10180.0,,,,,,
b,2025-08-02 00:18:00,10420.0,,,,,,
b,2025-08-02 00:18:00,10660.0,,,,,,
b,2025-08-02 00:18:00,10900.0,,,,,,
b,2025-08-02 00:18:00,11140.0,,,,,,
b,2025-08-02 00:18:00,11380.0,,,,,,
b,2025-08-02 00:24:00,100.0,189.1,5.7,0.6,100.0,100.0,5.5e-15
b,2025-08-02 00:24:00,160.0,193.0,6.1,0.6,100.0,100.0,8.4e-15
b,2025-08-02 00:24:00,220.0,196.6,6.5,0.6,100.0,100.0,9.6e-15
b,2025-08-02 00:24:00,280.0,199.6,7.1,0.6,100.0,100.0,5.9e-15
b,2025-08-02 00:24:00,340.0,204.3,7.2,0.6,100.0,100.0,4.2e-15
b,2025-08-02 00:24:00,400.0,208.6,6.9,0.7,100.0,100.0,3.3e-15
b,2025-08-02 00:24:00,460.0,215.4,7.1,0.8,100.0,100.0,1.4e-15
b,2025-08-02 00:24:00,520.0,218.9,7.2,0.7,100.0,100.0,2.7e-15
b,2025-08-02 00:24:00,580.0,222.4,7.5,0.7,100.0,100.0,1.5e-15
b,2025-08-02 00:24:00,640.0,224.6,7.7,0.7,100.0,100.0,1.4e-15
b,2025-08-02 00:24:00,700.0,227.1,7.8,0.7,100.0,100.0,1.6e-15
b,2025-08-02 00:24:00,760.0,231.8,7.9,0.6,100.0,100.0,1.5e-15
b,2025-08-02 00:24:00,820.0,234.4,7.9,0.6,100.0,100.0,1.1e-15
b,2025-08-02 00:24:00,940.0,241.2,7.7,0.7,100.0,100.0,5.6e-16
b,2025-08-02 00:24:00,1060.0,243.2,7.3,0.6,100.0,100.0,3.1e-16
b,2025-08-02 00:24:00,1180.0,245.1,6.7,0.5,100.0,100.0,1.8e-16
b,2025-08-02 00:24:00,1300.0,247.9,6.3,0.4,100.0,100.0,2.3e-16
b,2025-08-02 00:24:00,1420.0,249.7,6.2,0.4,100.0,100.0,2.9e-16
b,2025-08-02 00:24:00,1540.0,252.9,6.5,-0.0,100.0,100.0,3e-16
b,2025-08-02 00:24:00,1660.0,256.6,7.3,0.4,100.0,100.0,2.2e-16
b,2025-08-02 00:24:00,1780.0,259.5,7.6,0.3,100.0,100.0,1.2e-16
b,2025-08-02 00:24:00,1900.0,259.6,7.3,0.3,100.0,100.0,1.2e-16
b,2025-08-02 00:24:00,2020.0,251.1,6.3,0.4,100.0,100.0,2.4e-16
b,2025-08-02 00:24:00,2260.0,253.0,6.4,0.3,100.0,100.0,8.2e-17
b,2025-08-02 00:24:00,2500.0,254.0,6.3,0.2,100.0,100.0,8.5e-17
b,2025-08-02 00:24:00,2740.0,256.7,5.8,0.2,100.0,100.0,8.8e-17
b,2025-08-02 00:24:00,2980.0,256.2,5.5,0.2,100.0,100.0,6.2e-17
b,2025-08-02 00:24:00,3220.0,253.2,5.2,0.2,100.0,100.0,1.9e-16
b,2025-08-02 00:24:00,3460.0,258.1,5.0,0.0,100.0,100.0,9e-17
b,2025-08-02 00:24:00,3700.0,257.3,5.2,0.2,100.0,100.0,1.3e-16
b,2025-08-02 00:24:00,3940.0,255.7,5.4,0.3,100.0,100.0,6.2e-17
b,2025-08-02 00:24:00,4180.0,260.5,5.1,0.4,100.0,100.0,6.7e-17
b,2025-08-02 00:24:00,4420.0,267.8,4.7,0.7,100.0,100.0,1.1e-16
b,2025-08-02 00:24:00,4660.0,270.6,4.7,0.7,100.0,100.0,2.2e-16
b,2025-08-02 00:24:00,4900.0,278.1,4.9,0.6,100.0,100.0,9.9e-17
b,2025-08-02 00:24:00,5140.0,282.4,5.6,0.4,100.0,100.0,9.3e-17
b,2025-08-02 00:24:00,5380.0,286.9,6.5,0.2,100.0,100.0,5.3e-17
b,2025-08-02 00:24:00,5620.0,288.8,7.5,0.2,100.0,100.0,6.3e-17
b,2025-08-02 00:24:00,5860.0,289.8,7.7,0.2,100.0,100.0,1.1e-16
b,2025-08-02 00:24:00,6100.0,292.2,7.7,0.2,100.0,100.0,5.5e-17
b,2025-08-02 00:24:00,6340.0,295.6,7.0,0.3,100.0,100.0,2.7e-17
b,2025-08-02 00:24:00,6580.0,,,,,,
b,2025-08-02 00:24:00,6820.0,,,,,,
b,2025-08-02 00:24:00,7060.0,,,,,,
b,2025-08-02 00:24:00,7300.0,,,,,,
b,2025-08-02 00:24:00,7540.0,,,,,,
b,2025-08-02 00:24:00,7780.0,,,,,,
b,2025-08-02 00:24:00,8020.0,,,,,,
b,2025-08-02 00:24:00,8260.0,,,,,,
b,2025-08-02 00:24:00,8500.0,,,,,,
b,2025-08-02 00:24:00,8740.0,,,,,,
b,2025-08-02 00:24:00,8980.0,,,,,,
b,2025-08-02 00:24:00,9220.0,,,,,,
b,2025-08-02 00:24:00,9460.0,,,,,,
b,2025-08-02 00:24:00,9700.0,,,,,,
b,2025-08-02 00:24:00,9940.0,,,,,,
b,2025-08-02 00:24:00,10180.0,,,,,,
b,2025-08-02 00:24:00,10420.0,,,,,,
b,2025-08-02 00:24:00,10660.0,,,,,,
b,2025-08-02 00:24:00,10900.0,,,,,,
b,2025-08-02 00:24:00,11140.0,,,,,,
b,2025-08-02 00:24:00,11380.0,,,,,,
b,2025-08-02 00:30:00,100.0,193.4,5.8,0.7,100.0,100.0,4.6e-15
b,2025-08-02 00:30:00,160.0,195.1,6.4,0.8,100.0,100.0,6.9e-15
b,2025-08-02 00:30:00,220.0,196.7,6.9,0.9,100.0,100.0,7e-15
b,2025-08-02 00:30:00,280.0,198.9,7.4,1.0,100.0,100.0,5.5e-15
b,2025-08-02 00:30:00,340.0,202.8,7.6,1.0,100.0,100.0,4e-15
b,2025-08-02 00:30:00,400.0,206.3,7.5,0.9,100.0,100.0,5e-15
b,2025-08-02 00:30:00,460.0,212.8,7.5,0.9,100.0,100.0,2.6e-15
b,2025-08-02 00:30:00,520.0,215.2,7.7,0.9,100.0,100.0,3e-15
b,2025-08-02 00:30:00,580.0,220.2,7.9,0.8,100.0,100.0,1.7e-15
b,2025-08-02 00:30:00,640.0,223.6,8.0,0.8,100.0,100.0,1.9e-15
b,2025-08-02 00:30:00,700.0,226.4,7.9,0.8,100.0,100.0,1.7e-15
b,2025-08-02 00:30:00,760.0,230.3,7.9,0.8,100.0,100.0,1.5e-15
b,2025-08-02 00:30:00,820.0,234.3,7.7,0.8,100.0,100.0,1.1e-15
b,2025-08-02 00:30:00,940.0,241.5,7.8,0.8,100.0,100.0,4.4e-16
b,2025-08-02 00:30:00,1060.0,243.3,7.3,0.8,100.0,100.0,2.2e-16
b,2025-08-02 00:30:00,1180.0,244.7,6.7,0.8,100.0,100.0,1.9e-16
b,2025-08-02 00:30:00,1300.0,249.2,6.6,0.7,100.0,100.0,2.2e-16
b,2025-08-02 00:30:00,1420.0,250.6,6.5,0.9,100.0,100.0,2.7e-16
b,2025-08-02 00:30:00,1540.0,253.2,6.8,0.8,100.0,100.0,2.9e-16
b,2025-08-02 00:30:00,1660.0,255.6,7.4,0.5,100.0,100.0,1.9e-16
b,2025-08-02 00:30:00,1780.0,257.8,7.6,0.5,100.0,100.0,1.4e-16
b,2025-08-02 00:30:00,1900.0,258.3,7.2,0.5,100.0,100.0,2.3e-16
b,2025-08-02 00:30:00,2020.0,252.9,6.6,0.6,100.0,100.0,2.8e-16
b,2025-08-02 00:30:00,2260.0,251.6,6.5,0.4,100.0,100.0,3.1e-16
b,2025-08-02 00:30:00,2500.0,251.5,6.4,0.4,100.0,100.0,8.4e-17
b,2025-08-02 00:30:00,2740.0,255.0,6.1,0.3,100.0,100.0,1.4e-16
b,2025-08-02 00:30:00,2980.0,257.6,5.6,0.2,100.0,100.0,7e-17
b,2025-08-02 00:30:00,3220.0,256.8,5.2,0.2,100.0,100.0,2.4e-16
b,2025-08-02 00:30:00,3460.0,258.7,5.0,0.0,100.0,100.0,8.8e-17
b,2025-08-02 00:30:00,3700.0,253.7,5.1,0.3,100.0,100.0,1.3e-16
b,2025-08-02 00:30:00,3940.0,248.2,5.6,0.4,100.0,100.0,9e-17
b,2025-08-02 00:30:00,4180.0,252.7,5.9,0.5,100.0,100.0,1.2e-16
b,2025-08-02 00:30:00,4420.0,257.5,5.7,0.7,100.0,100.0,2e-16
