station,time,height,wind_direction,wind_speed,vertical_velocity,horizontal_reliability,vertical_reliability,cn2,beam,spectral_width,snr,radial_velocity,temperature,relative_humidity,water_vapor_density,liquid_water
a,2025-08-02 00:12:00,1780.0,289.7,1.7,0.0,100.0,100.0,1e-16,FOURTH,0.1,,0.6,18.2056,5.8246,1.1024,0.0
a,2025-08-02 00:12:00,1780.0,289.7,1.7,0.0,100.0,100.0,1e-16,FIFTH,,,-0.6,18.2056,5.8246,1.1024,0.0
a,2025-08-02 00:12:00,1900.0,289.2,1.0,-0.0,100.0,100.0,6.9e-17,FIRST,,,,17.6,6.895,1.193,0.0
a,2025-08-02 00:12:00,1900.0,289.2,1.0,-0.0,100.0,100.0,6.9e-17,SECOND,,,,17.6,6.895,1.193,0.0
a,2025-08-02 00:12:00,1900.0,289.2,1.0,-0.0,100.0,100.0,6.9e-17,THIRD,,,,17.6,6.895,1.193,0.0
a,2025-08-02 00:12:00,1900.0,289.2,1.0,-0.0,100.0,100.0,6.9e-17,FOURTH,,,,17.6,6.895,1.193,0.0
a,2025-08-02 00:12:00,1900.0,289.2,1.0,-0.0,100.0,100.0,6.9e-17,FIFTH,,,,17.6,6.895,1.193,0.0
a,2025-08-02 00:12:00,1900.0,289.2,1.0,-0.0,100.0,100.0,6.9e-17,FIRST,1.6,16.7,-0.9,17.6,6.895,1.193,0.0
a,2025-08-02 00:12:00,1900.0,289.2,1.0,-0.0,100.0,100.0,6.9e-17,SECOND,0.3,,-0.6,17.6,6.895,1.193,0.0
a,2025-08-02 00:12:00,1900.0,289.2,1.0,-0.0,100.0,100.0,6.9e-17,THIRD,0.7,6.2,-0.1,17.6,6.895,1.193,0.0
a,2025-08-02 00:12:00,1900.0,289.2,1.0,-0.0,100.0,100.0,6.9e-17,FOURTH,,,-0.7,17.6,6.895,1.193,0.0
a,2025-08-02 00:12:00,1900.0,289.2,1.0,-0.0,100.0,100.0,6.9e-17,FIFTH,1.0,14.5,-0.3,17.6,6.895,1.193,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,FIRST,,,,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,SECOND,,,,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,THIRD,,,,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,FOURTH,,,,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,FIFTH,,,,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,FIRST,1.6,20.6,-1.0,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,SECOND,,,-0.4,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,THIRD,0.8,8.3,0.1,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,FOURTH,,,-0.1,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,FIFTH,1.2,21.4,-0.7,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,FIRST,1.1,7.6,-0.3,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,SECOND,0.6,7.0,-0.1,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,THIRD,1.1,12.0,0.2,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,FOURTH,1.1,9.2,0.5,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2020.0,302.6,2.8,-0.2,100.0,100.0,6.9e-17,FIFTH,1.0,7.2,-0.6,17.01088,6.43468,1.07424,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,FIRST,,,,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,SECOND,,,,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,THIRD,,,,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,FOURTH,,,,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,FIFTH,,,,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,FIRST,,,-0.3,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,SECOND,0.2,,-0.1,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,THIRD,0.7,5.3,0.2,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,FOURTH,0.5,,0.5,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,FIFTH,1.8,21.3,-0.6,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,FIRST,0.8,11.3,-0.3,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,SECOND,0.8,14.0,-0.1,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,THIRD,1.2,17.1,0.2,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,FOURTH,0.7,9.1,0.3,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2260.0,272.8,2.2,-0.1,100.0,100.0,7.2e-17,FIFTH,1.0,21.5,-0.4,15.72616,5.584440000000001,0.84348,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,FIRST,,,,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,SECOND,,,,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,THIRD,,,,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,FOURTH,,,,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,FIFTH,,,,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,FIRST,,,-0.0,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,SECOND,0.1,,0.1,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,THIRD,0.7,5.2,0.3,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,FOURTH,0.2,,0.8,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,FIFTH,0.9,15.5,-0.5,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,FIRST,0.5,9.5,-0.4,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,SECOND,0.4,10.3,-0.1,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,THIRD,0.4,6.4,0.3,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,FOURTH,0.4,9.4,0.2,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2500.0,253.6,2.2,-0.1,100.0,100.0,3.9e-17,FIFTH,0.8,17.2,-0.3,14.458,6.243,0.207,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,FIRST,,,,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,SECOND,,,,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,THIRD,,,,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,FOURTH,,,,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,FIFTH,,,,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,FIRST,0.7,7.4,-0.0,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,SECOND,,,0.3,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,THIRD,,,0.6,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,FOURTH,0.8,11.4,1.0,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,FIFTH,1.2,11.1,-0.4,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,FIRST,0.4,5.6,-0.3,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,SECOND,0.5,11.0,-0.0,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,THIRD,0.5,8.9,0.3,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,FOURTH,,,0.3,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2740.0,244.2,2.4,0.0,100.0,100.0,4.7e-17,FIFTH,1.1,24.7,-0.4,13.17832,16.39884,0.38748000000000005,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,FIRST,,,,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,SECOND,,,,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,THIRD,,,,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,FOURTH,,,,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,FIFTH,,,,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,FIRST,0.4,,0.3,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,SECOND,1.0,15.8,0.5,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,THIRD,1.0,7.6,0.6,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,FOURTH,0.6,4.3,1.1,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,FIFTH,,,-0.2,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,FIRST,0.8,17.6,-0.5,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,SECOND,0.7,11.1,-0.1,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,THIRD,0.7,14.6,0.3,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,FOURTH,0.8,16.7,0.2,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,2980.0,240.0,2.6,0.0,100.0,100.0,3.3e-17,FIFTH,1.0,17.1,-0.4,11.913359999999999,39.132000000000005,2.2267200000000003,0.0
a,2025-08-02 00:12:00,3220.0,244.8,2.6,0.1,100.0,100.0,2.3e-17,FIRST,,,-0.2,10.7916,42.271440000000005,2.46608,0.0
a,2025-08-02 00:12:00,3220.0,244.8,2.6,0.1,100.0,100.0,2.3e-17,SECOND,1.0,12.8,0.2,10.7916,42.271440000000005,2.46608,0.0
a,2025-08-02 00:12:00,3220.0,244.8,2.6,0.1,100.0,100.0,2.3e-17,THIRD,,,0.6,10.7916,42.271440000000005,2.46608,0.0
a,2025-08-02 00:12:00,3220.0,244.8,2.6,0.1,100.0,100.0,2.3e-17,FOURTH,,,1.3,10.7916,42.271440000000005,2.46608,0.0
a,2025-08-02 00:12:00,3220.0,244.8,2.6,0.1,100.0,100.0,2.3e-17,FIFTH,,,-0.8,10.7916,42.271440000000005,2.46608,0.0
a,2025-08-02 00:12:00,3220.0,244.8,2.6,0.1,100.0,100.0,2.3e-17,FIRST,0.5,8.1,-0.7,10.7916,42.271440000000005,2.46608,0.0
a,2025-08-02 00:12:00,3220.0,244.8,2.6,0.1,100.0,100.0,2.3e-17,SECOND,0.3,,-0.1,10.7916,42.271440000000005,2.46608,0.0
a,2025-08-02 00:12:00,3220.0,244.8,2.6,0.1,100.0,100.0,2.3e-17,THIRD,0.5,8.4,0.5,10.7916,42.271440000000005,2.46608,0.0
a,2025-08-02 00:12:00,3220.0,244.8,2.6,0.1,100.0,100.0,2.3e-17,FOURTH,1.1,9.6,0.2,10.7916,42.271440000000005,2.46608,0.0
a,2025-08-02 00:12:00,3220.0,244.8,2.6,0.1,100.0,100.0,2.3e-17,FIFTH,0.6,7.5,-0.4,10.7916,42.271440000000005,2.46608,0.0
a,2025-08-02 00:12:00,3460.0,255.4,3.1,0.1,100.0,100.0,8.7e-17,FIRST,,,,9.411480000000001,34.23408,2.74328,0.00252
a,2025-08-02 00:12:00,3460.0,255.4,3.1,0.1,100.0,100.0,8.7e-17,SECOND,,,,9.411480000000001,34.23408,2.74328,0.00252
a,2025-08-02 00:12:00,3460.0,255.4,3.1,0.1,100.0,100.0,8.7e-17,THIRD,,,,9.411480000000001,34.23408,2.74328,0.00252
a,2025-08-02 00:12:00,3460.0,255.4,3.1,0.1,100.0,100.0,8.7e-17,FOURTH,,,,9.411480000000001,34.23408,2.74328,0.00252
a,2025-08-02 00:12:00,3460.0,255.4,3.1,0.1,100.0,100.0,8.7e-17,FIFTH,,,,9.411480000000001,34.23408,2.74328,0.00252
a,2025-08-02 00:12:00,3460.0,255.4,3.1,0.1,100.0,100.0,8.7e-17,FIRST,,,-1.2,9.411480000000001,34.23408,2.74328,0.00252
a,2025-08-02 00:12:00,3460.0,255.4,3.1,0.1,100.0,100.0,8.7e-17,SECOND,,,-0.2,9.411480000000001,34.23408,2.74328,0.00252
a,2025-08-02 00:12:00,3460.0,255.4,3.1,0.1,100.0,100.0,8.7e-17,THIRD,,,0.8,9.411480000000001,34.23408,2.74328,0.00252
a,2025-08-02 00:12:00,3460.0,255.4,3.1,0.1,100.0,100.0,8.7e-17,FOURTH,0.7,11.0,0.3,9.411480000000001,34.23408,2.74328,0.00252
a,2025-08-02 00:12:00,3460.0,255.4,3.1,0.1,100.0,100.0,8.7e-17,FIFTH,0.1,,-0.7,9.411480000000001,34.23408,2.74328,0.00252
a,2025-08-02 00:12:00,3700.0,277.1,3.9,0.1,100.0,100.0,3.4e-17,FIRST,,,,8.139800000000001,36.8872,2.2428,0.0005999999999999998
a,2025-08-02 00:12:00,3700.0,277.1,3.9,0.1,100.0,100.0,3.4e-17,SECOND,,,,8.139800000000001,36.8872,2.2428,0.0005999999999999998
a,2025-08-02 00:12:00,3700.0,277.1,3.9,0.1,100.0,100.0,3.4e-17,THIRD,,,,8.139800000000001,36.8872,2.2428,0.0005999999999999998
a,2025-08-02 00:12:00,3700.0,277.1,3.9,0.1,100.0,100.0,3.4e-17,FOURTH,,,,8.139800000000001,36.8872,2.2428,0.0005999999999999998
a,2025-08-02 00:12:00,3700.0,277.1,3.9,0.1,100.0,100.0,3.4e-17,FIFTH,,,,8.139800000000001,36.8872,2.2428,0.0005999999999999998
a,2025-08-02 00:12:00,3700.0,277.1,3.9,0.1,100.0,100.0,3.4e-17,FIRST,0.2,5.3,-1.7,8.139800000000001,36.8872,2.2428,0.0005999999999999998
a,2025-08-02 00:12:00,3700.0,277.1,3.9,0.1,100.0,100.0,3.4e-17,SECOND,,,-0.1,8.139800000000001,36.8872,2.2428,0.0005999999999999998
a,2025-08-02 00:12:00,3700.0,277.1,3.9,0.1,100.0,100.0,3.4e-17,THIRD,,,1.5,8.139800000000001,36.8872,2.2428,0.0005999999999999998
a,2025-08-02 00:12:00,3700.0,277.1,3.9,0.1,100.0,100.0,3.4e-17,FOURTH,,,0.5,8.139800000000001,36.8872,2.2428,0.0005999999999999998
a,2025-08-02 00:12:00,3700.0,277.1,3.9,0.1,100.0,100.0,3.4e-17,FIFTH,,,-0.7,8.139800000000001,36.8872,2.2428,0.0005999999999999998
a,2025-08-02 00:12:00,3940.0,279.4,4.3,0.2,100.0,100.0,2.3e-17,FIRST,,,,6.8816,34.36672,1.6011199999999999,0.02128
a,2025-08-02 00:12:00,3940.0,279.4,4.3,0.2,100.0,100.0,2.3e-17,SECOND,,,,6.8816,34.36672,1.6011199999999999,0.02128
a,2025-08-02 00:12:00,3940.0,279.4,4.3,0.2,100.0,100.0,2.3e-17,THIRD,,,,6.8816,34.36672,1.6011199999999999,0.02128
a,2025-08-02 00:12:00,3940.0,279.4,4.3,0.2,100.0,100.0,2.3e-17,FOURTH,,,,6.8816,34.36672,1.6011199999999999,0.02128
a,2025-08-02 00:12:00,3940.0,279.4,4.3,0.2,100.0,100.0,2.3e-17,FIFTH,,,,6.8816,34.36672,1.6011199999999999,0.02128
a,2025-08-02 00:12:00,3940.0,279.4,4.3,0.2,100.0,100.0,2.3e-17,FIRST,0.1,,-1.4,6.8816,34.36672,1.6011199999999999,0.02128
a,2025-08-02 00:12:00,3940.0,279.4,4.3,0.2,100.0,100.0,2.3e-17,SECOND,0.1,5.1,0.2,6.8816,34.36672,1.6011199999999999,0.02128
a,2025-08-02 00:12:00,3940.0,279.4,4.3,0.2,100.0,100.0,2.3e-17,THIRD,,,1.7,6.8816,34.36672,1.6011199999999999,0.02128
a,2025-08-02 00:12:00,3940.0,279.4,4.3,0.2,100.0,100.0,2.3e-17,FOURTH,,,0.4,6.8816,34.36672,1.6011199999999999,0.02128
a,2025-08-02 00:12:00,3940.0,279.4,4.3,0.2,100.0,100.0,2.3e-17,FIFTH,0.2,4.1,-0.1,6.8816,34.36672,1.6011199999999999,0.02128
a,2025-08-02 00:12:00,4180.0,288.1,4.8,0.2,100.0,100.0,5.2e-17,FIRST,,,,5.57528,25.932879999999997,1.56152,0.00784
a,2025-08-02 00:12:00,4180.0,288.1,4.8,0.2,100.0,100.0,5.2e-17,SECOND,,,,5.57528,25.932879999999997,1.56152,0.00784
a,2025-08-02 00:12:00,4180.0,288.1,4.8,0.2,100.0,100.0,5.2e-17,THIRD,,,,5.57528,25.932879999999997,1.56152,0.00784
a,2025-08-02 00:12:00,4180.0,288.1,4.8,0.2,100.0,100.0,5.2e-17,FOURTH,,,,5.57528,25.932879999999997,1.56152,0.00784
a,2025-08-02 00:12:00,4180.0,288.1,4.8,0.2,100.0,100.0,5.2e-17,FIFTH,,,,5.57528,25.932879999999997,1.56152,0.00784
a,2025-08-02 00:12:00,4180.0,288.1,4.8,0.2,100.0,100.0,5.2e-17,FIRST,0.3,5.6,-1.7,5.57528,25.932879999999997,1.56152,0.00784
a,2025-08-02 00:12:00,4180.0,288.1,4.8,0.2,100.0,100.0,5.2e-17,SECOND,0.3,9.2,-0.0,5.57528,25.932879999999997,1.56152,0.00784
a,2025-08-02 00:12:00,4180.0,288.1,4.8,0.2,100.0,100.0,5.2e-17,THIRD,0.7,14.0,1.7,5.57528,25.932879999999997,1.56152,0.00784
a,2025-08-02 00:12:00,4180.0,288.1,4.8,0.2,100.0,100.0,5.2e-17,FOURTH,0.8,14.4,0.2,5.57528,25.932879999999997,1.56152,0.00784
a,2025-08-02 00:12:00,4180.0,288.1,4.8,0.2,100.0,100.0,5.2e-17,FIFTH,,,-0.3,5.57528,25.932879999999997,1.56152,0.00784
a,2025-08-02 00:12:00,4420.0,288.6,5.2,0.2,100.0,100.0,4.6e-17,FIRST,,,,4.21352,14.74704,1.8725200000000002,0.0238
a,2025-08-02 00:12:00,4420.0,288.6,5.2,0.2,100.0,100.0,4.6e-17,SECOND,,,,4.21352,14.74704,1.8725200000000002,0.0238
a,2025-08-02 00:12:00,4420.0,288.6,5.2,0.2,100.0,100.0,4.6e-17,THIRD,,,,4.21352,14.74704,1.8725200000000002,0.0238
a,2025-08-02 00:12:00,4420.0,288.6,5.2,0.2,100.0,100.0,4.6e-17,FOURTH,,,,4.21352,14.74704,1.8725200000000002,0.0238
a,2025-08-02 00:12:00,4420.0,288.6,5.2,0.2,100.0,100.0,4.6e-17,FIFTH,,,,4.21352,14.74704,1.8725200000000002,0.0238
a,2025-08-02 00:12:00,4420.0,288.6,5.2,0.2,100.0,100.0,4.6e-17,FIRST,0.1,,-1.6,4.21352,14.74704,1.8725200000000002,0.0238
a,2025-08-02 00:12:00,4420.0,288.6,5.2,0.2,100.0,100.0,4.6e-17,SECOND,0.4,6.2,-0.0,4.21352,14.74704,1.8725200000000002,0.0238
a,2025-08-02 00:12:00,4420.0,288.6,5.2,0.2,100.0,100.0,4.6e-17,THIRD,0.1,4.5,1.6,4.21352,14.74704,1.8725200000000002,0.0238
a,2025-08-02 00:12:00,4420.0,288.6,5.2,0.2,100.0,100.0,4.6e-17,FOURTH,0.6,9.6,0.2,4.21352,14.74704,1.8725200000000002,0.0238
a,2025-08-02 00:12:00,4420.0,288.6,5.2,0.2,100.0,100.0,4.6e-17,FIFTH,0.5,17.5,-0.3,4.21352,14.74704,1.8725200000000002,0.0238
a,2025-08-02 00:12:00,4660.0,,,,,,,FIRST,,,,2.91368,19.357599999999998,2.0923599999999998,0.0126
a,2025-08-02 00:12:00,4660.0,,,,,,,SECOND,,,,2.91368,19.357599999999998,2.0923599999999998,0.0126
a,2025-08-02 00:12:00,4660.0,,,,,,,THIRD,,,,2.91368,19.357599999999998,2.0923599999999998,0.0126
a,2025-08-02 00:12:00,4660.0,,,,,,,FOURTH,,,,2.91368,19.357599999999998,2.0923599999999998,0.0126
a,2025-08-02 00:12:00,4660.0,,,,,,,FIFTH,,,,2.91368,19.357599999999998,2.0923599999999998,0.0126
a,2025-08-02 00:12:00,4660.0,,,,,,,FIRST,,,-1.0,2.91368,19.357599999999998,2.0923599999999998,0.0126
a,2025-08-02 00:12:00,4660.0,,,,,,,SECOND,0.2,4.3,0.2,2.91368,19.357599999999998,2.0923599999999998,0.0126
a,2025-08-02 00:12:00,4660.0,,,,,,,THIRD,0.3,13.7,1.5,2.91368,19.357599999999998,2.0923599999999998,0.0126
a,2025-08-02 00:12:00,4660.0,,,,,,,FOURTH,,,0.5,2.91368,19.357599999999998,2.0923599999999998,0.0126
a,2025-08-02 00:12:00,4660.0,,,,,,,FIFTH,,,-0.0,2.91368,19.357599999999998,2.0923599999999998,0.0126
a,2025-08-02 00:12:00,4900.0,,,,,,,FIRST,,,,1.7378,17.104599999999998,1.0857999999999999,0.012
a,2025-08-02 00:12:00,4900.0,,,,,,,SECOND,,,,1.7378,17.104599999999998,1.0857999999999999,0.012
a,2025-08-02 00:12:00,4900.0,,,,,,,THIRD,,,,1.7378,17.104599999999998,1.0857999999999999,0.012
a,2025-08-02 00:12:00,4900.0,,,,,,,FOURTH,,,,1.7378,17.104599999999998,1.0857999999999999,0.012
a,2025-08-02 00:12:00,4900.0,,,,,,,FIFTH,,,,1.7378,17.104599999999998,1.0857999999999999,0.012
a,2025-08-02 00:12:00,4900.0,,,,,,,FIRST,0.1,,-0.8,1.7378,17.104599999999998,1.0857999999999999,0.012
a,2025-08-02 00:12:00,4900.0,,,,,,,SECOND,0.1,4.3,0.3,1.7378,17.104599999999998,1.0857999999999999,0.012
a,2025-08-02 00:12:00,4900.0,,,,,,,THIRD,0.3,7.3,1.4,1.7378,17.104599999999998,1.0857999999999999,0.012
a,2025-08-02 00:12:00,4900.0,,,,,,,FOURTH,,,0.9,1.7378,17.104599999999998,1.0857999999999999,0.012
a,2025-08-02 00:12:00,4900.0,,,,,,,FIFTH,0.1,,-0.3,1.7378,17.104599999999998,1.0857999999999999,0.012
a,2025-08-02 00:12:00,5140.0,,,,,,,FIRST,,,,0.5846799999999999,10.69748,0.84884,0.05023999999999999
a,2025-08-02 00:12:00,5140.0,,,,,,,SECOND,,,,0.5846799999999999,10.69748,0.84884,0.05023999999999999
a,2025-08-02 00:12:00,5140.0,,,,,,,THIRD,,,,0.5846799999999999,10.69748,0.84884,0.05023999999999999
a,2025-08-02 00:12:00,5140.0,,,,,,,FOURTH,,,,0.5846799999999999,10.69748,0.84884,0.05023999999999999
a,2025-08-02 00:12:00,5140.0,,,,,,,FIFTH,,,,0.5846799999999999,10.69748,0.84884,0.05023999999999999
a,2025-08-02 00:12:00,5140.0,,,,,,,FIRST,,,-0.8,0.5846799999999999,10.69748,0.84884,0.05023999999999999
a,2025-08-02 00:12:00,5140.0,,,,,,,SECOND,,,0.2,0.5846799999999999,10.69748,0.84884,0.05023999999999999
