搜索轮次,指标门槛,记录宏平均平衡准确率,合并准确率,记录,试次序号,交叉验证折,真实方向,预测方向,右向判别分数,是否正确,随机种子,验证方式,该记录准确率,该记录平衡准确率,该记录曲线下面积
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,54,1,左,左,-0.36868257724169956,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,55,3,左,左,-0.19146435262449005,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,58,4,左,右,0.5773501488074921,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,59,4,左,右,0.6596412798420334,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,61,5,左,左,-0.37725868324713674,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,62,5,左,左,-0.3350105025403011,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,64,1,左,左,-0.46449330856626814,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,65,3,左,左,-0.0005811810983930097,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,67,3,左,右,0.19297507435378325,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,68,1,左,左,-0.11172474807331118,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,70,2,左,左,-0.41459630322493507,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,71,1,左,右,0.02570514710341189,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,72,3,左,左,-0.1355292042811093,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,73,2,左,右,0.19838867563897894,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,74,4,左,左,-0.4271665504437234,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,75,2,左,左,-0.7272758620769272,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,77,2,左,右,0.06610548395284944,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,79,1,左,左,-0.25154180647304136,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,3,3,右,右,0.35703854795650103,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,5,2,右,右,0.4105267913723163,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,6,5,右,右,0.07091253310187114,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,10,5,右,左,-0.007394815083442262,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,12,1,右,左,-0.04445466236290675,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,14,3,右,左,-0.1949230588752366,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,17,1,右,右,0.05957690932282258,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,19,3,右,右,0.0706330912533748,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,20,2,右,右,0.07460841154162173,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,21,3,右,左,-0.01804422450823334,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,22,4,右,右,0.9299032489899223,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,23,2,右,右,0.039559138262874,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,24,3,右,左,-0.8396946511515445,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,25,2,右,左,-0.24978147004438567,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,27,5,右,右,0.8765094407605971,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,30,4,右,左,-0.011962672149457187,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,34,4,右,右,0.11272214042156488,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,35,5,右,右,0.33266640954526083,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,37,1,右,左,-0.8912886547806029,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,38,5,右,左,-0.2631078442079176,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,39,1,右,右,0.0002768848524112795,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,40,1,右,右,0.35524505395153855,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,41,2,右,右,0.11324032618943931,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,42,5,右,左,-0.3763866676233857,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,44,4,右,右,0.0902227928002255,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,46,2,右,右,0.18925242814976456,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,47,1,右,左,-1.414487159819165,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,49,5,右,右,0.6282568272709219,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,50,5,右,右,0.5435829333173723,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,51,3,右,右,0.38446020815761334,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,56,2,右,右,0.8728064697356205,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,57,3,右,左,-0.038830370972263765,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,60,4,右,右,0.15395525463069504,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,63,2,右,左,-1.819428537650706,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,66,3,右,右,0.2614156594598112,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,69,1,右,左,-0.08057881955664001,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,76,4,右,右,0.19937712407905478,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,78,4,右,右,0.5113680895729569,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,80,4,右,左,-0.03832523513061663,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,81,2,右,右,0.15782323919889893,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,82,3,右,左,-0.003755555736352385,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,83,1,右,左,-0.3399515485902256,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,1,3,左,左,-0.8792327671608687,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,2,3,左,左,-0.05009392335915016,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,4,2,左,左,-0.21022883256492653,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,11,2,左,右,0.8795025980534618,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,16,4,左,左,-0.8859428866880524,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,17,2,左,左,-0.7152778702893824,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,19,5,左,右,0.018157970518293844,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,20,1,左,右,0.016215741162654358,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,21,1,左,左,-1.1691644496646563,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,27,3,左,右,0.2304144684546503,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,29,3,左,右,0.13034144393685018,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,30,5,左,左,-0.31240645759344354,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,34,5,左,左,-0.06728823788596783,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,36,1,左,右,2.929815444947357,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,37,1,左,左,-0.38074805095067144,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,39,4,左,右,0.2308596461347726,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,41,5,左,右,0.08812298792144686,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,42,1,左,左,-0.0864635262682015,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,45,2,左,左,-0.5450159936144306,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,46,4,左,右,0.08163621256942402,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,47,3,左,左,-0.38953234175909607,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,49,5,左,右,0.3559355475089889,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,50,2,左,左,-0.7372419264336146,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,54,2,左,左,-0.3541909039235646,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,55,4,左,左,-0.3978254298102133,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,59,3,左,左,-0.4893286265679224,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,60,1,左,左,-0.29691800656734735,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,63,1,左,右,0.22076812919252337,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,64,4,左,右,0.2841393115994584,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,66,4,左,右,0.37241696193950125,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,68,4,左,左,-0.7276784191213737,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,70,2,左,左,-0.10962343412613665,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,72,2,左,左,-0.5742692941213967,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,74,5,左,右,0.5811733789321099,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,77,5,左,右,0.6392148790558592,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,78,3,左,右,0.1380143458131128,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,80,1,左,右,0.30184778003790885,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,3,2,右,右,0.1766468716073916,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,5,1,右,右,1.5154497120370314,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,6,5,右,右,0.47024383464033015,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,7,2,右,左,-0.059330042115173585,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,8,3,右,左,-0.48752005398915976,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,9,1,右,右,0.2853922334208492,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,10,4,右,右,0.02826054821425021,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,12,2,右,左,-0.6698036732556439,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,13,5,右,右,0.5936346257228083,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,14,5,右,右,0.08967738542146331,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,15,1,右,右,0.5855428868129346,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,18,5,右,左,-0.4207842136716676,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,22,1,右,右,0.9597392668794815,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,23,2,右,左,-0.18476932928934528,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,24,1,右,左,-0.8482676649943165,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,25,5,右,左,-0.6906071739591939,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,26,4,右,左,-1.1115256081161888,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,28,3,右,右,1.2636168549154847,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,31,3,右,左,-0.2814453464263343,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,32,5,右,右,0.7582793825787509,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,33,2,右,右,1.1644956145700152,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,35,4,右,右,0.07381789091967587,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,38,4,右,右,0.2889944022563398,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,40,1,右,左,-0.7971943290565395,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,43,3,右,右,0.03712463061280064,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,44,5,右,右,0.9018602592578797,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,48,3,右,右,0.13878384258769194,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,51,2,右,左,-2.0186248740673944,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,52,1,右,右,1.98221280221081,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,53,3,右,右,1.1307074384171376,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,56,4,右,左,-0.08284009266891657,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,57,2,右,右,1.189748505014596,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,58,4,右,右,0.22884730821861207,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,61,3,右,左,-1.0075911046615664,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,62,5,右,左,-0.0967604517024381,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,65,1,右,右,0.38692104339671196,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,67,5,右,右,0.17856385927183985,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,69,4,右,右,0.5329227726168044,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,71,4,右,右,0.10933910631847872,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,73,4,右,左,-0.1252246059421317,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,75,3,右,右,0.5192229450754554,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,76,3,右,左,-0.441452290991722,0,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
3,0.55,0.5560671869405514,0.5555555555555556,B组记录2,79,2,右,右,0.09010705458308811,1,20260928,记录内分层随机五折,0.5875,0.5842237586423633,0.612193588937775
